LebwohlLasher: Size: 50, Steps: 50, T*: 0.500: Order: 0.340, Time: 0.517040 s
         1003067 function calls (988177 primitive calls) in 0.967 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       75    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
       85    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
       63    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
       19    0.000    0.000    0.000    0.000 __init__.py:132(check_shape)
      334    0.000    0.000    0.000    0.000 enum.py:796(name)
       16    0.000    0.000    0.000    0.000 core.py:4084(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
       12    0.000    0.000    0.002    0.000 core.py:1076(parse_string)
       10    0.000    0.000    0.000    0.000 core.py:2791(_generateDefaultName)
       29    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
       13    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
        2    0.000    0.000    0.000    0.000 types.py:69(new_class)
       30    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
        1    0.000    0.000    0.024    0.024 axes3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:590(_makeTags)
       18    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
        1    0.000    0.000    0.004    0.004 scale.py:1(<module>)
        1    0.000    0.000    0.003    0.003 subprocess.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _parser.py:1(<module>)
        1    0.000    0.000    0.009    0.009 geo.py:1(<module>)
       19    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
     27/7    0.000    0.000    0.001    0.000 core.py:4409(streamline)
      256    0.000    0.000    0.000    0.000 multiarray.py:85(empty_like)
        1    0.000    0.000    0.006    0.006 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
       57    0.000    0.000    0.000    0.000 inspect.py:2412(<lambda>)
      204    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        2    0.000    0.000    0.001    0.000 dataclasses.py:1333(make_dataclass)
        1    0.000    0.000    0.003    0.003 artist.py:1(<module>)
      436    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
       18    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
      192    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       11    0.000    0.000    0.000    0.000 version.py:504(_cmpkey)
        1    0.000    0.000    0.007    0.007 polar.py:1(<module>)
      154    0.000    0.000    0.000    0.000 core.py:1700(leave_whitespace)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
       31    0.000    0.000    0.000    0.000 numeric.py:1855(isscalar)
      172    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
       97    0.000    0.000    0.000    0.000 core.py:1868(streamline)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       33    0.000    0.000    0.001    0.000 contextlib.py:130(__enter__)
        3    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        6    0.000    0.000    0.000    0.000 dataclasses.py:412(_create_fn)
        1    0.000    0.000    0.009    0.009 axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
     10/3    0.000    0.000    0.000    0.000 unicode.py:14(__get__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
       30    0.000    0.000    0.000    0.000 pathlib.py:1023(glob)
       22    0.000    0.000    0.001    0.000 core.py:4956(parseImpl)
       29    0.000    0.000    0.000    0.000 pathlib.py:710(name)
        1    0.000    0.000    0.002    0.002 backend_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:2360(Figure)
       51    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
     12/5    0.000    0.000    0.000    0.000 core.py:4092(streamline)
       18    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
       81    0.000    0.000    0.000    0.000 __init__.py:25(decorator)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       32    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       32    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 dviread.py:238(Dvi)
        1    0.000    0.000    0.002    0.002 _internal.py:1(<module>)
       21    0.000    0.000    0.000    0.000 _docstring.py:43(update)
        6    0.000    0.000    0.000    0.000 patches.py:2264(<listcomp>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       28    0.000    0.000    0.000    0.000 pathlib.py:966(_make_child_relpath)
       32    0.000    0.000    0.000    0.000 __init__.py:667(__init__)
        1    0.000    0.000    0.002    0.002 transforms.py:1(<module>)
       16    0.000    0.000    0.000    0.000 core.py:2820(parseImpl)
       39    0.000    0.000    0.000    0.000 pathlib.py:631(__fspath__)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
       37    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
       32    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       37    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.005    0.005 platform.py:1(<module>)
        1    0.000    0.000    0.010    0.010 textpath.py:1(<module>)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
       29    0.000    0.000    0.000    0.000 deprecation.py:176(finalize)
       12    0.000    0.000    0.000    0.000 __init__.py:264(get_aliased_and_aliases)
       52    0.000    0.000    0.000    0.000 linalg.py:209(_assert_stacked_square)
        7    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
      102    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
       13    0.000    0.000    0.000    0.000 typing.py:523(Optional)
      318    0.000    0.000    0.000    0.000 __init__.py:781(__iter__)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
       39    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
       33    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
       39    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 helpers.py:1061(<listcomp>)
       32    0.000    0.000    0.000    0.000 cbook.py:1862(_str_lower_equal)
        1    0.000    0.000    0.006    0.006 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
       30    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
      135    0.000    0.000    0.000    0.000 core.py:3803(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ticker.py:1(<module>)
       22    0.000    0.000    0.000    0.000 ast.py:33(parse)
        2    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
       38    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
       34    0.000    0.000    0.000    0.000 traceback.py:288(__getitem__)
        1    0.000    0.000    0.000    0.000 ntpath.py:1(<module>)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
       15    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
        2    0.000    0.000    0.002    0.001 exceptions.py:1(<module>)
       81    0.000    0.000    0.000    0.000 __init__.py:14(set_module)
        9    0.000    0.000    0.019    0.002 _base.py:729(__init_subclass__)
       23    0.000    0.000    0.000    0.000 core.py:4948(__init__)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       44    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 core.py:5798(<listcomp>)
       25    0.000    0.000    0.000    0.000 os.py:755(encode)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
       15    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
       12    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.012    0.012 _pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
      8/4    0.000    0.000    0.000    0.000 functools.py:961(__get__)
       38    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
      204    0.000    0.000    0.000    0.000 numeric.py:1125(_roll_dispatcher)
       32    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       18    0.000    0.000    0.000    0.000 __init__.py:482(cycler)
       46    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:43(Tick)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1969(<listcomp>)
       49    0.000    0.000    0.000    0.000 core.py:2333(_generateDefaultName)
        1    0.000    0.000    0.012    0.012 art3d.py:1(<module>)
       36    0.000    0.000    0.001    0.000 traceback.py:301(line)
      105    0.000    0.000    0.000    0.000 __init__.py:331(wrapper)
        1    0.000    0.000    0.000    0.000 lines.py:216(Line2D)
       48    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
      129    0.000    0.000    0.000    0.000 results.py:17(__getitem__)
        1    0.000    0.000    0.000    0.000 getlimits.py:540(_init)
        1    0.000    0.000    0.000    0.000 patches.py:1513(Ellipse)
       90    0.000    0.000    0.000    0.000 __init__.py:185(keys)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1671(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
       14    0.000    0.000    0.000    0.000 results.py:436(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
       13    0.000    0.000    0.000    0.000 core.py:8406(_replace_return_type)
       86    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
       28    0.000    0.000    0.000    0.000 rcsetup.py:462(_validate_linestyle)
      161    0.000    0.000    0.000    0.000 util.py:196(escape_re_range_char)
       37    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       28    0.000    0.000    0.000    0.000 core.py:5368(__init__)
        1    0.000    0.000    0.115    0.115 colorbar.py:1(<module>)
       16    0.000    0.000    0.000    0.000 core.py:1526(__or__)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 __init__.py:351(_sanity_check)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
       58    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
       97    0.000    0.000    0.000    0.000 core.py:5713(<genexpr>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 patches.py:2698(_Base)
        4    0.000    0.000    0.000    0.000 core.py:1437(__mul__)
       51    0.000    0.000    0.000    0.000 shape_base.py:215(_vhstack_dispatcher)
       15    0.000    0.000    0.000    0.000 rcsetup.py:85(_listify_validator)
       53    0.000    0.000    0.000    0.000 linalg.py:130(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x101bc4820}
       78    0.000    0.000    0.000    0.000 _internal.py:883(<genexpr>)
       15    0.000    0.000    0.000    0.000 core.py:2792(charsAsStr)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _tricontour.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        7    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
        1    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:57(_make_fontconfig_parser)
        1    0.000    0.000    0.018    0.018 _fontconfig_pattern.py:1(<module>)
       51    0.000    0.000    0.000    0.000 _methods.py:61(_all)
        2    0.000    0.000    0.000    0.000 core.py:2978(__array_finalize__)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        1    0.000    0.000    0.000    0.000 contour.py:705(ContourSet)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:464(<dictcomp>)
        5    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
        1    0.000    0.000    0.001    0.001 _char_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       29    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        1    0.000    0.000    0.036    0.036 __config__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
       29    0.000    0.000    0.000    0.000 cbook.py:1337(_to_unmasked_float_array)
        1    0.000    0.000    0.004    0.004 __init__.py:240(_check_versions)
        4    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
       24    0.000    0.000    0.000    0.000 patches.py:2269(<genexpr>)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       29    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        9    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
       52    0.000    0.000    0.000    0.000 linalg.py:203(_assert_stacked_2d)
        2    0.000    0.000    0.000    0.000 __init__.py:514(_get_config_or_cache_dir)
      156    0.000    0.000    0.000    0.000 core.py:772(postParse)
       14    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
       10    0.000    0.000    0.000    0.000 extras.py:237(getdoc)
      135    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       41    0.000    0.000    0.000    0.000 version.py:203(<genexpr>)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
       65    0.000    0.000    0.000    0.000 results.py:244(__bool__)
        1    0.000    0.000    0.000    0.000 patches.py:2658(ConnectionStyle)
       13    0.000    0.000    0.002    0.000 rcsetup.py:401(validate_font_properties)
       15    0.000    0.000    0.000    0.000 dataclasses.py:663(_is_type)
        6    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        1    0.000    0.000    0.000    0.000 Image.py:465(Image)
        3    0.000    0.000    0.001    0.000 enum.py:536(_convert_)
       46    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 tokenize.py:390(open)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
       17    0.000    0.000    0.000    0.000 inspect.py:2746(__hash__)
        8    0.000    0.000    0.000    0.000 colors.py:1630(make_norm_from_scale)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       30    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
       57    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3176(ndim)
       63    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1595(_array_str_implementation)
        1    0.000    0.000    0.001    0.001 traceback.py:338(extract)
        1    0.000    0.000    0.008    0.008 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
      178    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
      105    0.000    0.000    0.000    0.000 _docstring.py:86(copy)
       52    0.000    0.000    0.000    0.000 core.py:3819(<genexpr>)
        1    0.000    0.000    0.000    0.000 polynomial.py:705(polyval)
        2    0.000    0.000    0.000    0.000 dataclasses.py:527(_init_fn)
       91    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       13    0.000    0.000    0.000    0.000 core.py:8394(getdoc)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
       13    0.000    0.000    0.000    0.000 textwrap.py:473(indent)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:906(AnchoredOffsetbox)
       36    0.000    0.000    0.000    0.000 rcsetup.py:744(<genexpr>)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.005    0.005 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
       51    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
       26    0.000    0.000    0.000    0.000 core.py:6855(__init__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:340(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:211(BboxBase)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
        1    0.000    0.000    0.003    0.003 table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1176(PolyCollection)
        1    0.000    0.000    0.000    0.000 scale.py:737(_get_scale_docs)
       78    0.000    0.000    0.000    0.000 util.py:108(get)
       39    0.000    0.000    0.000    0.000 abc.py:110(register)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        9    0.000    0.000    0.002    0.000 core.py:5392(__init__)
        1    0.000    0.000    0.000    0.000 colorbar.py:195(Colorbar)
       39    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
       68    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
        7    0.000    0.000    0.000    0.000 weakref.py:290(update)
        6    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       78    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
       51    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
       31    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        7    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
      148    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
      165    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       17    0.000    0.000    0.000    0.000 rcsetup.py:273(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 colors.py:1697(Norm)
        1    0.000    0.000    0.001    0.001 version.py:157(Version)
       66    0.000    0.000    0.000    0.000 typing.py:1055(<genexpr>)
       36    0.000    0.000    0.000    0.000 core.py:4148(<genexpr>)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
       44    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 contour.py:71(ContourLabeler)
        1    0.000    0.000    0.000    0.000 patches.py:2293(BoxStyle)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       14    0.000    0.000    0.001    0.000 core.py:675(<listcomp>)
        1    0.000    0.000    0.000    0.000 path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       11    0.000    0.000    0.000    0.000 rcsetup.py:336(_validate_cmap)
       14    0.000    0.000    0.000    0.000 core.py:5585(__init__)
       37    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1432(expanduser)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
       96    0.000    0.000    0.000    0.000 typing.py:1074(<genexpr>)
        8    0.000    0.000    0.000    0.000 pathlib.py:615(_make_child)
        1    0.000    0.000    0.011    0.011 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1302(RegularPolyCollection)
       11    0.000    0.000    0.000    0.000 functools.py:651(cache)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
       12    0.000    0.000    0.000    0.000 core.py:5667(<lambda>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:534(vander)
        1    0.000    0.000    0.000    0.000 subprocess.py:702(Popen)
        1    0.000    0.000    0.000    0.000 results.py:27(ParseResults)
       49    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
        4    0.000    0.000    0.000    0.000 inspect.py:3029(_hash_basis)
        1    0.000    0.000    0.000    0.000 cm.py:385(ScalarMappable)
        1    0.000    0.000    0.000    0.000 patches.py:1314(FancyArrow)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
        6    0.000    0.000    0.000    0.000 deprecation.py:239(__init__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        6    0.000    0.000    0.000    0.000 enum.py:980(__or__)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
       57    0.000    0.000    0.000    0.000 __init__.py:152(<genexpr>)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:2974(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        5    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
     12/2    0.000    0.000    0.000    0.000 core.py:1503(makeOptionalList)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
       64    0.000    0.000    0.000    0.000 core.py:3858(<genexpr>)
      100    0.000    0.000    0.000    0.000 typing.py:1737(cast)
        6    0.000    0.000    0.000    0.000 deprecation.py:242(__set_name__)
       16    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
       32    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:677(Bbox)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2106(IdentityTransform)
     16/4    0.000    0.000    0.000    0.000 ast.py:84(_convert)
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
        4    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
        6    0.000    0.000    0.000    0.000 pathlib.py:1300(is_dir)
       55    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       13    0.000    0.000    0.000    0.000 core.py:8389(__init__)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        3    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
       12    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
        1    0.000    0.000    0.007    0.007 mathtext.py:1(<module>)
       28    0.000    0.000    0.000    0.000 cbook.py:1851(_str_equal)
       96    0.000    0.000    0.000    0.000 util.py:199(no_escape_re_range_char)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
        8    0.000    0.000    0.000    0.000 core.py:4758(__init__)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:561(_setResultsName)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        5    0.000    0.000    0.000    0.000 core.py:4972(_generateDefaultName)
