LebwohlLasher_vectorization.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.279, Time: 0.956658 s
         1601606 function calls (1579849 primitive calls) in 5.274 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      300    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
       24    0.000    0.000    0.003    0.000 ticker.py:2140(__call__)
       60    0.000    0.000    0.000    0.000 inspect.py:2703(replace)
       13    0.000    0.000    0.000    0.000 deprecation.py:457(<listcomp>)
        1    0.000    0.000    0.002    0.002 _array_like.py:1(<module>)
       44    0.000    0.000    0.000    0.000 results.py:533(copy)
       60    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
      240    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
      384    0.000    0.000    0.000    0.000 artist.py:960(get_agg_filter)
      131    0.000    0.000    0.000    0.000 core.py:1915(__eq__)
       36    0.000    0.000    0.000    0.000 artist.py:1001(set_alpha)
       78    0.000    0.000    0.000    0.000 util.py:111(set_)
      108    0.000    0.000    0.000    0.000 lines.py:1041(set_antialiased)
      388    0.000    0.000    0.000    0.000 font_manager.py:1145(score_style)
        4    0.000    0.000    0.000    0.000 {method 'repeat' of 'numpy.ndarray' objects}
       95    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      162    0.000    0.000    0.000    0.000 transforms.py:2123(transform)
       12    0.000    0.000    0.000    0.000 spines.py:234(_adjust_location)
      147    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
      251    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
   106/93    0.000    0.000    0.003    0.000 typing.py:401(__getitem__)
      296    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
       48    0.000    0.000    0.000    0.000 transforms.py:302(xmin)
       18    0.000    0.000    0.000    0.000 axis.py:497(_apply_tickdir)
      388    0.000    0.000    0.000    0.000 font_manager.py:1209(score_size)
       61    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       62    0.000    0.000    0.000    0.000 transforms.py:794(unit)
      242    0.000    0.000    0.000    0.000 core.py:3614(<genexpr>)
        2    0.000    0.000    0.003    0.001 shape_base.py:1(<module>)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
        1    0.000    0.000    0.000    0.000 ticker.py:1962(MaxNLocator)
        2    0.000    0.000    0.001    0.000 polynomial.py:1(<module>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2300(mpl_disconnect)
       30    0.000    0.000    0.000    0.000 rcsetup.py:64(<dictcomp>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:1(<module>)
      528    0.000    0.000    0.000    0.000 font_manager.py:864(get_math_fontfamily)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        8    0.000    0.000    0.000    0.000 _base.py:4283(get_children)
       90    0.000    0.000    0.000    0.000 cbook.py:1862(_str_lower_equal)
      108    0.000    0.000    0.000    0.000 lines.py:1100(set_gapcolor)
       60    0.000    0.000    0.000    0.000 _base.py:562(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib.backends._macosx.wake_on_fd_write}
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
       24    0.000    0.000    0.000    0.000 results.py:431(__iadd__)
       67    0.000    0.000    0.000    0.000 results.py:191(__getitem__)
        1    0.000    0.000    0.007    0.007 _type_aliases.py:1(<module>)
       27    0.000    0.000    0.000    0.000 artist.py:45(allow_rasterization)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        2    0.000    0.000    0.081    0.040 figure.py:3134(draw)
        2    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
      114    0.000    0.000    0.000    0.000 font_manager.py:1094(get_default_size)
      388    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    5.275    5.275 LebwohlLasher_vectorization.py:1(<module>)
       37    0.000    0.000    0.000    0.000 deprecation.py:187(finalize)
       33    0.000    0.000    0.000    0.000 results.py:200(__setitem__)
       25    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
       82    0.000    0.000    0.000    0.000 core.py:2266(__init__)
      110    0.000    0.000    0.000    0.000 figure.py:2761(_set_dpi)
       11    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
      388    0.000    0.000    0.000    0.000 font_manager.py:1162(score_variant)
       19    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
        8    0.000    0.000    0.000    0.000 transforms.py:1054(set)
       62    0.000    0.000    0.000    0.000 patches.py:2285(_register_style)
      480    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
       38    0.000    0.000    0.000    0.000 backend_agg.py:42(get_hinting_flag)
       34    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
       10    0.000    0.000    0.000    0.000 _base.py:2516(_process_unit_info)
       78    0.000    0.000    0.000    0.000 transforms.py:2678(get_matrix)
        6    0.000    0.000    0.000    0.000 colors.py:1294(process_value)
       18    0.000    0.000    0.001    0.000 core.py:262(_trim_arity)
       12    0.000    0.000    0.003    0.000 patches.py:579(draw)
       21    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
  152/144    0.000    0.000    0.000    0.000 spines.py:202(_ensure_position_is_set)
      222    0.000    0.000    0.000    0.000 transforms.py:1335(<genexpr>)
        4    0.000    0.000    0.001    0.000 _base.py:1857(get_data_ratio)
      108    0.000    0.000    0.000    0.000 lines.py:1221(set_markerfacecolor)
      2/1    0.000    0.000    0.038    0.038 pyplot.py:284(switch_backend)
       48    0.000    0.000    0.000    0.000 transforms.py:312(xmax)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:371(<dictcomp>)
        1    0.000    0.000    0.001    0.001 tz.py:1(<module>)
        4    0.000    0.000    0.000    0.000 stride_tricks.py:340(_broadcast_to)
       18    0.000    0.000    0.000    0.000 transforms.py:2282(__init__)
       62    0.000    0.000    0.000    0.000 artist.py:923(_set_gc_clip)
       20    0.000    0.000    0.000    0.000 colors.py:1189(reversed)
       72    0.000    0.000    0.000    0.000 text.py:1041(set_fontfamily)
       48    0.000    0.000    0.000    0.000 lines.py:962(_get_markerfacecolor)
        1    0.000    0.000    0.002    0.002 _dtype_like.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dtypes.py:66(_add_dtype_helper)
       52    0.000    0.000    0.000    0.000 transforms.py:332(intervalx)
      180    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
       52    0.000    0.000    0.000    0.000 spines.py:565(__getitem__)
        4    0.000    0.000    0.000    0.000 transforms.py:482(anchored)
        4    0.000    0.000    0.000    0.000 ticker.py:2015(_validate_steps)
      144    0.000    0.000    0.000    0.000 enum.py:786(__reduce_ex__)
        2    0.000    0.000    0.162    0.081 pyplot.py:777(figure)
       96    0.000    0.000    0.000    0.000 text.py:284(get_rotation)
        1    0.000    0.000    0.119    0.119 figure.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
      211    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        6    0.000    0.000    0.000    0.000 core.py:2332(masked_invalid)
       16    0.000    0.000    0.000    0.000 axis.py:1043(_translate_tick_params)
      234    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
        1    0.000    0.000    0.001    0.001 core.py:400(ParserElement)
      328    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
       62    0.000    0.000    0.000    0.000 linalg.py:209(_assert_stacked_square)
        4    0.000    0.000    0.000    0.000 collections.py:978(set_sizes)
      396    0.000    0.000    0.000    0.000 copy.py:107(_copy_immutable)
        1    0.000    0.000    0.026    0.026 _base.py:1(<module>)
       34    0.000    0.000    0.000    0.000 enum.py:82(__init__)
     29/8    0.000    0.000    0.002    0.000 core.py:4379(leave_whitespace)
       14    0.000    0.000    0.001    0.000 core.py:115(doc_note)
      296    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
    26/14    0.000    0.000    0.001    0.000 core.py:4108(parseImpl)
        2    0.000    0.000    0.001    0.000 quiver.py:465(__init__)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
       28    0.000    0.000    0.000    0.000 axis.py:744(_get_axis_name)
       20    0.000    0.000    0.001    0.000 core.py:4889(parseImpl)
      116    0.000    0.000    0.000    0.000 linalg.py:153(_realType)
       18    0.000    0.000    0.000    0.000 _base.py:963(get_xaxis_text2_transform)
       96    0.000    0.000    0.000    0.000 backend_bases.py:969(set_foreground)
       24    0.000    0.000    0.001    0.000 ticker.py:213(format_ticks)
       59    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
   148/39    0.000    0.000    0.000    0.000 core.py:1862(__str__)
        1    0.000    0.000    0.043    0.043 _axes.py:1(<module>)
        1    0.000    0.000    0.007    0.007 dates.py:1(<module>)
        1    0.000    0.000    0.003    0.003 artist.py:1(<module>)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1946(get_width_height)
       12    0.000    0.000    0.000    0.000 dataclasses.py:722(_get_field)
       32    0.000    0.000    0.000    0.000 _collections_abc.py:991(update)
       37    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
       29    0.000    0.000    0.000    0.000 cbook.py:2062(__iter__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:1138(__getitem__)
        2    0.000    0.000    3.694    1.847 backend_bases.py:3415(show)
      382    0.000    0.000    0.000    0.000 enum.py:796(name)
       33    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
      152    0.000    0.000    0.000    0.000 spines.py:558(__getattr__)
        6    0.000    0.000    0.000    0.000 colors.py:567(_create_lookup_table)
        4    0.000    0.000    0.038    0.010 pyplot.py:439(_warn_if_gui_out_of_main_thread)
      218    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       63    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
       63    0.000    0.000    0.000    0.000 linalg.py:130(get_linalg_error_extobj)
        2    0.000    0.000    0.002    0.001 ElementTree.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _base.py:1043(get_yaxis_text2_transform)
       62    0.000    0.000    0.000    0.000 backend_bases.py:690(new_gc)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        1    0.000    0.000    0.000    0.000 patches.py:3086(ArrowStyle)
        2    0.000    0.000    0.000    0.000 collections.py:77(__init__)
        2    0.000    0.000    0.011    0.006 collections.py:346(draw)
       23    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        2    0.000    0.000    0.000    0.000 gridspec.py:227(__getitem__)
      146    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       52    0.000    0.000    0.000    0.000 transforms.py:341(intervaly)
        1    0.000    0.000    0.069    0.069 contour.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ExifTags.py:20(Base)
       60    0.000    0.000    0.000    0.000 _base.py:559(_axis_map)
      183    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
      108    0.000    0.000    0.000    0.000 lines.py:550(set_markevery)
        1    0.000    0.000    0.000    0.000 type_check.py:1(<module>)
       72    0.000    0.000    0.000    0.000 transforms.py:2214(<lambda>)
        3    0.000    0.000    0.006    0.002 patches.py:2211(__init_subclass__)
    38/18    0.000    0.000    0.001    0.000 core.py:4373(parseImpl)
        2    0.000    0.000    0.000    0.000 figure.py:186(__init__)
      218    0.000    0.000    0.000    0.000 text.py:904(get_text)
       14    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       86    0.000    0.000    0.001    0.000 artist.py:1201(update)
      108    0.000    0.000    0.000    0.000 lines.py:1231(set_markerfacecoloralt)
        6    0.000    0.000    0.001    0.000 dataclasses.py:412(_create_fn)
      174    0.000    0.000    0.000    0.000 colors.py:953(copy)
       28    0.000    0.000    0.000    0.000 pathlib.py:745(stem)
       32    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        2    0.000    0.000    0.034    0.017 quiver.py:537(draw)
      104    0.000    0.000    0.000    0.000 transforms.py:1355(_iter_break_from_left_to_right)
        1    0.000    0.000    0.009    0.009 overrides.py:1(<module>)
       28    0.000    0.000    0.000    0.000 core.py:5368(__init__)
        2    0.000    0.000    0.124    0.062 backend_bases.py:3389(new_figure_manager)
      376    0.000    0.000    0.000    0.000 enum.py:801(value)
       18    0.000    0.000    0.000    0.000 axis.py:440(_apply_tickdir)
       54    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        2    0.000    0.000    0.000    0.000 {method '_timer_start' of '_macosx.Timer' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
       94    0.000    0.000    0.000    0.000 text.py:1335(set_parse_math)
        2    0.000    0.000    0.002    0.001 figure.py:215(_get_draw_artists)
       12    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
       47    0.000    0.000    0.000    0.000 rcsetup.py:357(validate_fontsize)
       16    0.000    0.000    0.000    0.000 _base.py:3569(_validate_converted_limits)
        1    0.000    0.000    0.000    0.000 twodim_base.py:1(<module>)
       44    0.000    0.000    0.000    0.000 core.py:1844(set_name)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2841(__init__)
       20    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
       12    0.000    0.000    0.000    0.000 typing.py:801(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6860(getdoc)
       12    0.000    0.000    0.000    0.000 patches.py:396(set_linestyle)
        2    0.000    0.000    0.001    0.000 _base.py:2251(add_collection)
       24    0.000    0.000    0.000    0.000 cbook.py:1685(_safe_first_finite)
        4    0.000    0.000    0.000    0.000 patches.py:694(__init__)
       94    0.000    0.000    0.000    0.000 text.py:321(set_antialiased)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
       60    0.000    0.000    0.000    0.000 backend_bases.py:914(set_antialiased)
        2    0.000    0.000    0.077    0.039 _base.py:3005(draw)
      192    0.000    0.000    0.000    0.000 text.py:1331(get_usetex)
       36    0.000    0.000    0.001    0.000 lines.py:1029(get_path)
        2    0.000    0.000    0.000    0.000 colors.py:1329(__call__)
       24    0.000    0.000    0.000    0.000 core.py:3903(_generateDefaultName)
        2    0.000    0.000    0.005    0.003 common.py:1(<module>)
       12    0.000    0.000    0.001    0.000 ticker.py:699(set_locs)
        1    0.000    0.000    0.013    0.013 index_tricks.py:1(<module>)
        7    0.000    0.000    0.001    0.000 enum.py:536(_convert_)
       63    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        4    0.000    0.000    0.001    0.000 _base.py:3316(tick_params)
       39    0.000    0.000    0.000    0.000 typing.py:664(__init__)
       34    0.000    0.000    0.000    0.000 fromnumeric.py:2100(clip)
        1    0.000    0.000    0.039    0.039 collections.py:1(<module>)
      108    0.000    0.000    0.000    0.000 lines.py:1211(set_markeredgecolor)
       22    0.000    0.000    0.001    0.000 core.py:4779(parseImpl)
       39    0.000    0.000    0.000    0.000 core.py:2981(_generateDefaultName)
        1    0.000    0.000    0.007    0.007 lines.py:1(<module>)
        4    0.000    0.000    0.000    0.000 function_base.py:1324(diff)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
       55    0.000    0.000    0.001    0.000 core.py:3643(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'random_sample' of 'numpy.random.mtrand.RandomState' objects}
       24    0.000    0.000    0.000    0.000 backend_bases.py:1967(<genexpr>)
        2    0.000    0.000    0.017    0.009 gridspec.py:264(subplots)
       31    0.000    0.000    0.000    0.000 transforms.py:1573(get_matrix)
        1    0.000    0.000    0.002    0.002 legend.py:1(<module>)
      4/2    0.000    0.000    0.077    0.039 image.py:114(_draw_list_compositing_images)
        4    0.000    0.000    0.000    0.000 socket.py:498(close)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
       24    0.000    0.000    0.000    0.000 lines.py:711(_transform_path)
        1    0.000    0.000    0.000    0.000 patches.py:2293(BoxStyle)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        8    0.000    0.000    0.001    0.000 spines.py:432(linear_spine)
       49    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
        4    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
       62    0.000    0.000    0.000    0.000 backend_bases.py:1031(get_hatch_path)
        2    0.000    0.000    0.017    0.009 figure.py:658(add_subplot)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1588(_guarded_repr_or_str)
        1    0.000    0.000    0.056    0.056 text.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _collections_abc.py:928(__iter__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:173(__init__)
       18    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       60    0.000    0.000    0.009    0.000 re.py:249(compile)
       22    0.000    0.000    0.000    0.000 core.py:959(reset_cache)
        4    0.000    0.000    0.000    0.000 path.py:607(get_extents)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
        1    0.000    0.000    0.004    0.004 quiver.py:1(<module>)
       70    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
        1    0.000    0.000    0.006    0.006 image.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       22    0.000    0.000    0.000    0.000 patches.py:381(set_linewidth)
       12    0.000    0.000    0.000    0.000 axis.py:924(reset_ticks)
        2    0.000    0.000    0.082    0.041 backend_agg.py:381(draw)
        8    0.000    0.000    0.000    0.000 axis.py:1867(_set_formatter)
        1    0.000    0.000    0.024    0.024 axes3d.py:1(<module>)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        4    0.000    0.000    0.005    0.001 axis.py:882(clear)
       29    0.000    0.000    0.000    0.000 _base.py:3980(get_navigate)
       17    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
      104    0.000    0.000    0.000    0.000 __init__.py:185(keys)
      156    0.000    0.000    0.000    0.000 core.py:1924(__hash__)
       29    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
      118    0.000    0.000    0.000    0.000 font_manager.py:844(set_file)
        2    0.000    0.000    0.003    0.001 version.py:1(<module>)
        1    0.000    0.000    0.004    0.004 cm.py:1(<module>)
        2    0.000    0.000    0.000    0.000 quiver.py:545(set_UVC)
       39    0.000    0.000    0.001    0.000 typing.py:407(__getitem__)
       18    0.000    0.000    0.000    0.000 markers.py:785(_set_tickdown)
       36    0.000    0.000    0.000    0.000 backend_bases.py:897(set_alpha)
       18    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        1    0.000    0.000    0.011    0.011 textpath.py:1(<module>)
        2    0.000    0.000    0.000    0.000 gridspec.py:658(get_position)
        6    0.000    0.000    0.000    0.000 transforms.py:1719(set)
        4    0.000    0.000    0.000    0.000 axis.py:2536(_init)
        5    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        4    0.000    0.000    0.004    0.001 ticker.py:537(set_useMathText)
       33    0.000    0.000    0.000    0.000 typing.py:1083(copy_with)
       54    0.000    0.000    0.000    0.000 core.py:2345(parseImpl)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        3    0.000    0.000    0.001    0.000 _common.py:1(<module>)
     52/4    0.000    0.000    0.000    0.000 transforms.py:2377(_invalidate_internal)
       98    0.000    0.000    0.000    0.000 axis.py:552(formatter)
       70    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
       14    0.000    0.000    0.000    0.000 transforms.py:788(frozen)
       32    0.000    0.000    0.000    0.000 units.py:56(_is_natively_supported)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       34    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 quiver.py:572(_dots_per_unit)
        2    0.000    0.000    0.001    0.001 dataclasses.py:1333(make_dataclass)
        1    0.000    0.000    0.000    0.000 figure.py:181(FigureBase)
       14    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
       32    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
    39/35    0.000    0.000    0.000    0.000 transforms.py:2384(__eq__)
       14    0.000    0.000    0.001    0.000 core.py:595(set_parse_action)
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
        1    0.000    0.000    0.003    0.003 PngImagePlugin.py:1(<module>)
        4    0.000    0.000    0.000    0.000 backend_bases.py:2926(_wait_cursor_for_draw_cm)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
       14    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
        4    0.000    0.000    0.000    0.000 transforms.py:523(shrunk_to_aspect)
       54    0.000    0.000    0.000    0.000 cbook.py:106(__hash__)
       22    0.000    0.000    0.000    0.000 patches.py:314(_set_edgecolor)
       18    0.000    0.000    0.000    0.000 axis.py:2218(<genexpr>)
       51    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
       12    0.000    0.000    0.000    0.000 _methods.py:218(_ptp)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        8    0.000    0.000    0.005    0.001 axis.py:1658(grid)
     27/7    0.000    0.000    0.001    0.000 core.py:4409(streamline)
        2    0.000    0.000    0.000    0.000 quiver.py:507(_init)
       18    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
       16    0.000    0.000    0.000    0.000 core.py:4084(__init__)
       85    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
       24    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_no_nep50_warning)
        1    0.000    0.000    0.001    0.001 helpers.py:590(_makeTags)
        2    0.000    0.000    0.000    0.000 types.py:69(new_class)
       84    0.000    0.000    0.000    0.000 core.py:3904(<genexpr>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
        4    0.000    0.000    0.004    0.001 scale.py:103(set_default_locators_and_formatters)
        4    0.000    0.000    0.000    0.000 axis.py:2298(_init)
       10    0.000    0.000    0.001    0.000 core.py:2791(_generateDefaultName)
        9    0.000    0.000    0.000    0.000 cbook.py:539(_get_data_path)
        1    0.000    0.000    0.000    0.000 figure.py:2360(Figure)
       19    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
       62    0.000    0.000    0.000    0.000 linalg.py:203(_assert_stacked_2d)
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
      264    0.000    0.000    0.000    0.000 multiarray.py:85(empty_like)
       48    0.000    0.000    0.000    0.000 ticker.py:1937(closeto)
      140    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
       22    0.000    0.000    0.000    0.000 pathlib.py:615(_make_child)
        4    0.000    0.000    0.000    0.000 ticker.py:2030(_staircase)
      201    0.000    0.000    0.000    0.000 rcsetup.py:59(func)
       22    0.000    0.000    0.001    0.000 core.py:4956(parseImpl)
       24    0.000    0.000    0.000    0.000 ticker.py:1947(le)
       19    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       27    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        2    0.000    0.000    0.001    0.000 _base.py:810(_init_axis)
    60/59    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       57    0.000    0.000    0.000    0.000 inspect.py:2412(<lambda>)
       13    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        8    0.000    0.000    0.000    0.000 transforms.py:327(max)
      439    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.004    0.004 scale.py:1(<module>)
       12    0.000    0.000    0.002    0.000 backend_agg.py:95(draw_path)
        6    0.000    0.000    0.000    0.000 signal.py:24(_int_to_enum)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
       97    0.000    0.000    0.000    0.000 core.py:1868(streamline)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
       12    0.000    0.000    0.002    0.000 core.py:1076(parse_string)
        1    0.000    0.000    0.005    0.005 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       11    0.000    0.000    0.000    0.000 version.py:504(_cmpkey)
      192    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       38    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       18    0.000    0.000    0.000    0.000 markers.py:765(_set_tickleft)
        1    0.000    0.000    0.008    0.008 _parser.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:264(get_aliased_and_aliases)
        1    0.000    0.000    0.000    0.000 axis.py:596(Axis)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
      154    0.000    0.000    0.000    0.000 core.py:1700(leave_whitespace)
        2    0.000    0.000    0.000    0.000 _base.py:873(_set_lim_and_transforms)
        1    0.000    0.000    0.004    0.004 subprocess.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
       22    0.000    0.000    0.000    0.000 transforms.py:2324(blended_transform_factory)
       36    0.000    0.000    0.000    0.000 axis.py:223(get_tick_padding)
        4    0.000    0.000    0.000    0.000 _base.py:2883(<listcomp>)
     12/5    0.000    0.000    0.000    0.000 core.py:4092(streamline)
        1    0.000    0.000    0.000    0.000 posixpath.py:401(_joinrealpath)
       24    0.000    0.000    0.000    0.000 core.py:587(filled)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
       76    0.000    0.000    0.000    0.000 font_manager.py:1549(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:2264(<listcomp>)
       33    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       30    0.000    0.000    0.000    0.000 pathlib.py:1023(glob)
        1    0.000    0.000    0.037    0.037 backend_macosx.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
     10/3    0.000    0.000    0.000    0.000 unicode.py:14(__get__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       10    0.000    0.000    0.000    0.000 spines.py:591(__iter__)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
       29    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
       81    0.000    0.000    0.000    0.000 __init__.py:25(decorator)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.009    0.009 axis.py:1(<module>)
       32    0.000    0.000    0.000    0.000 __init__.py:667(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2593(ptp)
       29    0.000    0.000    0.000    0.000 pathlib.py:710(name)
