Usage: python LebwohlLasher_vectorization_numba.py <ITERATIONS> <SIZE> <TEMPERATURE> <PLOTFLAG>
         1221555 function calls (1203393 primitive calls) in 1.157 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 functools.py:89(_gt_from_lt)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
        6    0.000    0.000    0.000    0.000 iterators.py:22(__init__)
        1    0.000    0.000    0.003    0.003 module.py:11(parse_assembly)
       45    0.000    0.000    0.000    0.000 compiler_machinery.py:41(name)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
       58    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
        1    0.000    0.000    0.000    0.000 patches.py:1693(Annulus)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
        1    0.000    0.000    0.000    0.000 value.py:113(ValueRef)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 utils.py:237(ThreadLocalStack)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        6    0.000    0.000    0.000    0.000 core.py:5711(<lambda>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       24    0.000    0.000    0.000    0.000 patches.py:2269(<genexpr>)
       10    0.000    0.000    0.000    0.000 core.py:4147(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 backend_bases.py:153(RendererBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1341(TextBox)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
       47    0.000    0.000    0.000    0.000 core.py:4087(<genexpr>)
        1    0.000    0.000    0.001    0.001 __init__.py:149(_ensure_llvm)
        1    0.000    0.000    0.000    0.000 typeconv.py:29(__init__)
        4    0.000    0.000    0.000    0.000 containers.py:233(__init__)
        4    0.000    0.000    0.000    0.000 colors.py:1679(_make_norm_from_scale)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:37(Cell)
       69    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       10    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        1    0.000    0.000    0.002    0.002 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
        1    0.000    0.000    0.000    0.000 npydecl.py:343(<listcomp>)
        1    0.000    0.000    0.022    0.022 cpu.py:48(init)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.002    0.002 layout_engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       45    0.000    0.000    0.000    0.000 compiler_machinery.py:418(register)
        4    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
        1    0.000    0.000    0.003    0.003 units.py:1(<module>)
       21    0.000    0.000    0.000    0.000 dataclasses.py:645(_is_classvar)
        1    0.000    0.000    0.000    0.000 twodim_base.py:158(eye)
        9    0.000    0.000    0.000    0.000 registry.py:39(register)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.004    0.004 _secondary_axes.py:1(<module>)
       21    0.000    0.000    0.000    0.000 dataclasses.py:436(_field_assign)
       32    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
       41    0.000    0.000    0.000    0.000 overloads.py:18(class_instance_overload)
        2    0.000    0.000    0.000    0.000 targetconfig.py:129(<dictcomp>)
        1    0.000    0.000    0.000    0.000 linalg.py:97(_determine_error_states)
        1    0.000    0.000    0.000    0.000 __init__.py:514(Distribution)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 platform.py:819(uname)
       13    0.000    0.000    0.000    0.000 npydecl.py:422(<genexpr>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
        1    0.000    0.000    0.008    0.008 axis3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_type.py:10(FunctionType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
       56    0.000    0.000    0.000    0.000 pathlib.py:412(_select_from)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
       12    0.000    0.000    0.000    0.000 values.py:69(wrap)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:996(CheckButtons)
       38    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 __init__.py:1261(append)
        1    0.000    0.000    0.000    0.000 initfini.py:64(_version_info)
       54    0.000    0.000    0.000    0.000 abstract.py:118(__str__)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:147(_check_generic)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
        1    0.000    0.000    0.000    0.000 platform.py:996(_sys_version)
        1    0.000    0.000    0.000    0.000 text.py:1615(Annotation)
        7    0.000    0.000    0.000    0.000 functools.py:884(wrapper)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
       11    0.000    0.000    0.000    0.000 version.py:43(parse)
        2    0.000    0.000    0.002    0.001 core.py:5684(srange)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        1    0.000    0.000    0.000    0.000 npytypes.py:71(Record)
       13    0.000    0.000    0.000    0.000 builder.py:159(wrap)
        2    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        7    0.000    0.000    0.004    0.001 __init__.py:108(import_module)
        1    0.000    0.000    0.000    0.000 numeric.py:67(zeros_like)
        1    0.000    0.000    0.000    0.000 cbook.py:815(Grouper)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
        6    0.000    0.000    0.000    0.000 deprecation.py:506(suppress_matplotlib_deprecation_warning)
       10    0.000    0.000    0.009    0.001 typeconv.py:103(safe_unsafe)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 emitter.py:1(<module>)
       47    0.000    0.000    0.000    0.000 core.py:4088(<genexpr>)
        1    0.000    0.000    0.001    0.001 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method numba._dispatcher.typeof_init}
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
       36    0.000    0.000    0.000    0.000 imputils.py:28(lower)
        1    0.000    0.000    0.002    0.002 initialise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
       28    0.000    0.000    0.000    0.000 scalars.py:25(parse_integer_signed)
        1    0.000    0.000    0.000    0.000 table.py:239(Table)
        1    0.000    0.000    0.000    0.000 ffi.py:90(__exit__)
       13    0.000    0.000    0.001    0.000 extending.py:398(intrinsic)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(ParseBaseException)
        1    0.000    0.000    0.000    0.000 actions.py:1(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        9    0.000    0.000    0.000    0.000 registry.py:46(do_register)
       10    0.000    0.000    0.001    0.000 extras.py:233(__init__)
       20    0.000    0.000    0.000    0.000 inspect.py:3030(<genexpr>)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
       15    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
        4    0.000    0.000    0.000    0.000 npydecl.py:407(_numpy_redirect)
        6    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:11(SecondaryAxis)
       12    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
        1    0.000    0.000    0.000    0.000 quiver.py:445(Quiver)
        1    0.000    0.000    0.000    0.000 patches.py:670(Rectangle)
        1    0.000    0.000    0.000    0.000 colors.py:1216(Normalize)
        7    0.000    0.000    0.000    0.000 core.py:5590(__add__)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        2    0.000    0.000    0.002    0.001 decoder.py:332(decode)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.001    0.001 object_mode_passes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       13    0.000    0.000    0.000    0.000 typing_extensions.py:169(_should_collect_from_parameters)
        1    0.000    0.000    0.000    0.000 abstract.py:81(Type)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:547(<dictcomp>)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 codegen.py:32(_parse_refprune_flags)
        1    0.000    0.000    0.000    0.000 dispatcher.py:237(_DispatcherBase)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3176(ndim)
        1    0.000    0.000    0.000    0.000 ticker.py:2242(LogLocator)
       71    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
       11    0.000    0.000    0.000    0.000 core.py:1663(__call__)
        1    0.000    0.000    0.000    0.000 _adapters.py:8(Message)
        1    0.000    0.000    0.001    0.001 ElementPath.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:438(<dictcomp>)
        1    0.000    0.000    0.000    0.000 codegen.py:1389(_customize_tm_options)
        1    0.000    0.000    0.032    0.032 special.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
       12    0.000    0.000    0.000    0.000 core.py:287(wrapper)
       28    0.000    0.000    0.000    0.000 core.py:673(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        1    0.000    0.000    0.001    0.001 traceback.py:216(extract_stack)
        1    0.000    0.000    0.000    0.000 artist.py:1416(ArtistInspector)
        1    0.000    0.000    0.000    0.000 codegen.py:641(CPUCodeLibrary)
        4    0.000    0.000    0.000    0.000 inspect.py:3038(__hash__)
        1    0.000    0.000    0.000    0.000 options.py:72(DefaultOptions)
        9    0.000    0.000    0.006    0.001 typeconv.py:96(promote_unsafe)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 context.py:135(__init__)
       19    0.000    0.000    0.000    0.000 representer.py:65(add_representer)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.001    0.001 builder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gufunc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:598(_frozen_get_del_attr)
        1    0.000    0.000    0.000    0.000 font_manager.py:982(FontManager)
        1    0.000    0.000    0.000    0.000 widgets.py:2533(SpanSelector)
       33    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
       24    0.000    0.000    0.000    0.000 dviread.py:221(<listcomp>)
        5    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
        6    0.000    0.000    0.000    0.000 builder.py:46(wrap)
       27    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        9    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
        2    0.000    0.000    0.001    0.001 targets.py:9(get_process_triple)
        1    0.000    0.000    0.000    0.000 externals.py:1(<module>)
        7    0.000    0.000    0.000    0.000 ffi.py:278(__str__)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npydecl.py:337(<listcomp>)
       12    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:582(get_data_path)
        1    0.000    0.000    0.001    0.001 funcdesc.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:118(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
       10    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 cbook.py:120(CallbackRegistry)
        2    0.000    0.000    0.000    0.000 targets.py:188(from_triple)
       13    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 generators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:661(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 eh.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        1    0.000    0.000    0.000    0.000 misc.py:200(Object)
        1    0.000    0.000    0.000    0.000 fastmathpass.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:441(_validate_papersize)
       52    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.025    0.025 decorators.py:211(wrapper)
        1    0.000    0.000    0.000    0.000 wrappers.py:293(_GufuncWrapper)
       44    0.000    0.000    0.000    0.000 builtins.py:142(<genexpr>)
       36    0.000    0.000    0.000    0.000 core.py:4099(<genexpr>)
       33    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 ast.py:67(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 winterm.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 backend_bases.py:763(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 consts.py:1(<module>)
        6    0.000    0.000    0.000    0.000 deprecation.py:239(__init__)
       11    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       17    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:28(RewriteRegistry)
        1    0.000    0.000    0.000    0.000 ticker.py:1305(EngFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:804(PolarAxes)
        1    0.000    0.000    0.021    0.021 rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.003    0.003 ImagePalette.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:24(extract_version)
       16    0.000    0.000    0.000    0.000 typeconv.py:57(set_promote)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.001    0.001 postproc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
       30    0.000    0.000    0.000    0.000 typing_extensions.py:712(__hash__)
        1    0.000    0.000    0.000    0.000 tuple.py:1(<module>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:174(_make_type_validator)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        4    0.000    0.000    0.000    0.000 misc.py:113(__init__)
        1    0.000    0.000    0.000    0.000 builtins.py:51(Slice)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
       68    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       23    0.000    0.000    0.000    0.000 targetconfig.py:18(__init__)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:32(CompilerPass)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        3    0.000    0.000    0.000    0.000 pathlib.py:995(home)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1090(TimerBase)
        1    0.000    0.000    0.000    0.000 patches.py:1513(Ellipse)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 _meta.py:7(PackageMetadata)
        1    0.000    0.000    0.000    0.000 npydecl.py:168(NumpyRulesArrayOperator)
       12    0.000    0.000    0.004    0.000 castgraph.py:128(safe)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 util.py:12(__config_flags)
        1    0.000    0.000    0.000    0.000 common.py:422(<listcomp>)
        1    0.000    0.000    0.000    0.000 instructions.py:257(IndirectBranch)
        1    0.000    0.000    0.000    0.000 dispatcher.py:792(Dispatcher)
       13    0.000    0.000    0.000    0.000 rcsetup.py:152(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 appdirs.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:19(__enter__)
        1    0.000    0.000    0.001    0.001 nrtopt.py:1(<module>)
        1    0.000    0.000    0.001    0.001 constructor.py:171(SafeConstructor)
       24    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       31    0.000    0.000    0.000    0.000 core.py:4098(<genexpr>)
        7    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap>:1038(_gcd_import)
        4    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:2338(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 dispatcher.py:37(TargetConfigurationStack)
        1    0.000    0.000    0.000    0.000 builtins.py:41(Abs)
        1    0.000    0.000    0.000    0.000 targetconfig.py:140(TargetConfig)
        1    0.000    0.000    0.000    0.000 decorators.py:26(jit)
        1    0.000    0.000    0.000    0.000 codegen.py:1064(JitEngine)
       35    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 image.py:231(_ImageBase)
        1    0.000    0.000    0.000    0.000 targets.py:174(Target)
        1    0.000    0.000    0.000    0.000 testing.py:15(pyparsing_test)
       10    0.000    0.000    0.000    0.000 core.py:3532(parseImpl)
        1    0.000    0.000    0.000    0.000 image.py:1034(NonUniformImage)
        1    0.000    0.000    0.000    0.000 getlimits.py:307(_get_machar)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
       42    0.000    0.000    0.000    0.000 builtins.py:150(<genexpr>)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:212(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 transforms.py:1276(Transform)
       21    0.000    0.000    0.000    0.000 dataclasses.py:653(_is_initvar)
        6    0.000    0.000    0.000    0.000 core.py:4879(__init__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 gufunc.py:10(GUFunc)
       30    0.000    0.000    0.000    0.000 results.py:238(__contains__)
        6    0.000    0.000    0.000    0.000 __init__.py:104(<lambda>)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dufunc.py:71(DUFunc)
        1    0.000    0.000    0.020    0.020 entrypoints.py:1(<module>)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        4    0.000    0.000    0.000    0.000 getlimits.py:709(max)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1302(RegularPolyCollection)
        3    0.000    0.000    0.000    0.000 iterators.py:7(__init__)
       12    0.000    0.000    0.000    0.000 templates.py:1234(register_attr)
        1    0.000    0.000    0.000    0.000 functions.py:524(__init__)
        1    0.000    0.000    0.000    0.000 extending.py:314(_Intrinsic)
        2    0.000    0.000    0.000    0.000 options.py:108(<dictcomp>)
        2    0.000    0.000    0.000    0.000 os.py:683(__setitem__)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1212(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 font_manager.py:532(FontProperties)
        1    0.000    0.000    0.000    0.000 parfor.py:710(ParforDiagnostics)
        1    0.000    0.000    0.001    0.001 readers.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       18    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:184(_try_enable_svml)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 core.py:6540(MaskedConstant)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
       12    0.000    0.000    0.001    0.000 typing.py:1239(copy_with)
        2    0.000    0.000    0.001    0.001 linecache.py:36(getlines)
        2    0.000    0.000    0.000    0.000 __init__.py:188(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:302(decorator)
       31    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
        5    0.000    0.000    0.000    0.000 registry.py:96(__getitem__)
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:59(comma_separated)
        1    0.000    0.000    0.000    0.000 core.py:4344(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 patches.py:2658(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 widgets.py:344(Slider)
        1    0.000    0.000    0.002    0.002 targets.py:219(create_target_machine)
       33    0.000    0.000    0.000    0.000 version.py:453(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 initfini.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2890(Regex)
        2    0.000    0.000    0.000    0.000 _utils.py:9(__init__)
        1    0.000    0.000    0.000    0.000 cpu_options.py:25(__init__)
        8    0.000    0.000    0.000    0.000 core.py:4773(stopOn)
        1    0.000    0.000    0.000    0.000 ansi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:179(BooleanModel)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:665(Colormap)
        1    0.000    0.000    0.000    0.000 core.py:3459(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1259(Arrow)
        3    0.000    0.000    0.000    0.000 core.py:3488(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        1    0.000    0.000    0.000    0.000 transforms.py:10(PassManagerBuilder)
        4    0.000    0.000    0.003    0.001 dataclasses.py:1174(wrap)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:699(__eq__)
        1    0.000    0.000    0.000    0.000 core.py:1032(enable_packrat)
       24    0.000    0.000    0.000    0.000 functools.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 helpers.py:14(delimited_list)
        1    0.000    0.000    0.000    0.000 registry.py:34(_toplevel_typing_context)
        1    0.000    0.000    0.000    0.000 __init__.py:588(matplotlib_fname)
        4    0.000    0.000    0.000    0.000 types.py:216(__new)
       12    0.000    0.000    0.000    0.000 ffi.py:268(__exit__)
        5    0.000    0.000    0.000    0.000 core.py:5721(token_map)
        1    0.000    0.000    0.000    0.000 index_tricks.py:310(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 typeinfer.py:955(TypeInferer)
        1    0.000    0.000    0.006    0.006 codegen.py:1438(initialize_llvm)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3595(Exif)
        1    0.000    0.000    0.000    0.000 tokens.py:1(<module>)
       10    0.000    0.000    0.000    0.000 re.py:269(escape)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:488(num_threads_default)
        1    0.000    0.000    0.000    0.000 inspection.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:3033(<dictcomp>)
        1    0.000    0.000    0.003    0.003 _ccallback.py:1(<module>)
       22    0.000    0.000    0.000    0.000 core.py:3627(recurse)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
        1    0.000    0.000    0.001    0.001 context.py:8(get_global_context)
        1    0.000    0.000    0.000    0.000 widgets.py:3809(PolygonSelector)
        1    0.000    0.000    0.006    0.006 reader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:72(AnsiToWin32)
       17    0.000    0.000    0.000    0.000 results.py:247(__iter__)
       23    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:4054(FancyArrowPatch)
        1    0.000    0.000    0.002    0.002 ffi.py:193(_importlib_resources_path_repl)
