LebwohlLasher_numba.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.404, Time: 1.487729 s
         2898209 function calls (2814732 primitive calls) in 3.517 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pythonapi.py:161(PythonAPI)
        1    0.000    0.000    0.020    0.020 callconv.py:1(<module>)
      105    0.000    0.000    0.000    0.000 _docstring.py:88(do_copy)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
        7    0.000    0.000    0.001    0.000 decorator.py:177(create)
       30    0.000    0.000    0.001    0.000 pathlib.py:1023(glob)
       28    0.000    0.000    0.000    0.000 pathlib.py:966(_make_child_relpath)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       10    0.000    0.000    0.000    0.000 models.py:459(as_argument)
        1    0.000    0.000    0.031    0.031 platform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 representer.py:1(<module>)
        1    0.000    0.000    0.011    0.011 cffi_utils.py:1(<module>)
        2    0.000    0.000    0.004    0.002 misc.py:1(<module>)
       81    0.000    0.000    0.000    0.000 __init__.py:25(decorator)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1(<module>)
       23    0.000    0.000    0.000    0.000 models.py:229(__init__)
        1    0.000    0.000    0.003    0.003 _pocketfft.py:1(<module>)
       20    0.000    0.000    0.001    0.000 context.py:342(resolve_module_constants)
       19    0.000    0.000    0.000    0.000 builtins.py:957(generic)
       17    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
       75    0.000    0.000    0.000    0.000 controlflow.py:133(set_entry_point)
        1    0.000    0.000    0.000    0.000 generator_core.py:1(<module>)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       12    0.000    0.000    0.001    0.000 callwrapper.py:38(cleanup_arg)
       18    0.000    0.000    0.000    0.000 builder.py:539(not_)
      150    0.000    0.000    0.000    0.000 typeinfer.py:516(<listcomp>)
        1    0.000    0.000    0.008    0.008 py3k.py:1(<module>)
        6    0.000    0.000    0.000    0.000 builder.py:46(wrap)
       58    0.000    0.000    0.000    0.000 itanium_mangler.py:84(_fix_lead_digit)
       65    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        3    0.000    0.000    0.001    0.000 tokenize.py:297(detect_encoding)
        1    0.000    0.000    0.003    0.003 _basic.py:1(<module>)
      292    0.000    0.000    0.000    0.000 byteflow.py:1893(<genexpr>)
       23    0.000    0.000    0.000    0.000 templates.py:1199(wrapper)
        6    0.000    0.000    0.000    0.000 base.py:341(subtarget)
       45    0.000    0.000    0.000    0.000 cgutils.py:446(get_null_value)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       17    0.000    0.000    0.000    0.000 imputils.py:317(iternext_impl)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 slicing.py:1(<module>)
       98    0.000    0.000    0.000    0.000 compiler.py:383(__setattr__)
        1    0.000    0.000    0.000    0.000 values.py:84(_ConstOpMixin)
       27    0.000    0.000    0.022    0.001 postproc.py:42(usedefs)
        8    0.000    0.000    0.030    0.004 codegen.py:732(add_llvm_module)
       20    0.000    0.000    0.000    0.000 callconv.py:838(type_may_always_need_nrt)
      135    0.000    0.000    0.000    0.000 core.py:3803(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        3    0.000    0.000    0.060    0.020 registry.py:1(<module>)
       30    0.000    0.000    0.001    0.000 controlflow.py:271(loops)
        1    0.000    0.000    0.004    0.004 interpreter.py:1(<module>)
       25    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:238(Dvi)
       11    0.000    0.000    0.000    0.000 module.py:79(get_function)
       16    0.000    0.000    0.000    0.000 arrayobj.py:147(fix_integer_index)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
       62    0.000    0.000    0.000    0.000 types.py:441(__init__)
       11    0.000    0.000    0.000    0.000 weakref.py:290(update)
        3    0.000    0.000    0.000    0.000 common.py:49(__init__)
       28    0.000    0.000    0.000    0.000 core.py:5368(__init__)
        2    0.000    0.000    0.001    0.000 parser.py:1(<module>)
      318    0.000    0.000    0.000    0.000 __init__.py:781(__iter__)
       30    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
       54    0.000    0.000    0.000    0.000 imputils.py:103(decorate)
       92    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
      100    0.000    0.000    0.000    0.000 misc.py:170(key)
        6    0.000    0.000    0.001    0.000 functools.py:732(_compose_mro)
       32    0.000    0.000    0.000    0.000 containers.py:217(__iter__)
       12    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
       26    0.000    0.000    0.000    0.000 controlflow.py:428(dfs_rec)
       32    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       33    0.000    0.000    0.000    0.000 packer.py:167(__init__)
       33    0.000    0.000    0.000    0.000 packer.py:170(_build_unflatten_code)
        1    0.000    0.000    0.000    0.000 Image.py:465(Image)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.012    0.012 polar.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ffi.py:1(<module>)
        4    0.000    0.000    0.004    0.001 codegen.py:1323(_scan_and_fix_unresolved_refs)
       52    0.000    0.000    0.000    0.000 values.py:1114(add_attribute)
       24    0.000    0.000    0.002    0.000 cgutils.py:124(_make_refs)
       22    0.000    0.000    0.001    0.000 ast.py:33(parse)
       46    0.000    0.000    0.000    0.000 builder.py:588(icmp_unsigned)
        1    0.000    0.000    0.006    0.006 ticker.py:1(<module>)
        9    0.000    0.000    0.032    0.004 _base.py:729(__init_subclass__)
        1    0.000    0.000    0.025    0.025 cpu.py:48(init)
       19    0.000    0.000    0.003    0.000 linecache.py:36(getlines)
       39    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
       28    0.000    0.000    0.008    0.000 ir.py:1527(infer_constant)
      3/2    0.000    0.000    0.237    0.118 lowering.py:182(lower)
        3    0.000    0.000    0.000    0.000 byteflow.py:203(_prune_phis)
       10    0.000    0.000    0.000    0.000 abstract.py:177(__call__)
      181    0.000    0.000    0.000    0.000 types.py:70(wrap_constant_value)
       70    0.000    0.000    0.000    0.000 instructions.py:712(<listcomp>)
       68    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
        3    0.000    0.000    0.085    0.028 decorators.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        8    0.000    0.000    0.000    0.000 getlimits.py:484(__new__)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        5    0.000    0.000    0.001    0.000 callconv.py:767(return_status_propagate)
        1    0.000    0.000    0.032    0.032 _fontconfig_pattern.py:1(<module>)
       58    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
        8    0.000    0.000    0.000    0.000 module.py:145(data_layout)
        1    0.000    0.000    0.000    0.000 orcjit.py:1(<module>)
       99    0.000    0.000    0.000    0.000 functools.py:668(<listcomp>)
       23    0.000    0.000    0.000    0.000 ir.py:897(__str__)
       65    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
       53    0.000    0.000    0.000    0.000 linalg.py:130(get_linalg_error_extobj)
        8    0.000    0.000    0.006    0.001 arrayobj.py:458(_getitem_array_generic)
       15    0.000    0.000    0.000    0.000 functions.py:685(__init__)
        3    0.000    0.000    0.000    0.000 controlflow.py:557(_find_post_dominators)
       97    0.000    0.000    0.000    0.000 utils.py:277(top)
        5    0.000    0.000    0.003    0.001 ssa.py:83(_fix_ssa_vars)
       79    0.000    0.000    0.000    0.000 base.py:1206(__init__)
       10    0.000    0.000    0.000    0.000 transforms.py:13(__init__)
       11    0.000    0.000    0.000    0.000 interpreter.py:2211(op_LOAD_GLOBAL)
       12    0.000    0.000    0.000    0.000 byteflow.py:724(_op_POP_JUMP_IF)
        1    0.000    0.000    0.000    0.000 compiler.py:43(Flags)
       97    0.000    0.000    0.000    0.000 core.py:5713(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        6    0.000    0.000    0.000    0.000 models.py:356(__init__)
       19    0.000    0.000    0.000    0.000 context.py:48(__init__)
        1    0.000    0.000    0.020    0.020 art3d.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:747(__init_subclass__)
        2    0.000    0.000    0.000    0.000 options.py:100(include_default_options)
       18    0.000    0.000    0.000    0.000 __init__.py:482(cycler)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.012    0.012 ExifTags.py:1(<module>)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
       30    0.000    0.000    0.000    0.000 types.py:455(__eq__)
       88    0.000    0.000    0.000    0.000 _utils.py:64(set_metadata)
        3    0.000    0.000    0.000    0.000 controlflow.py:419(_find_postorder)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1969(<listcomp>)
        2    0.000    0.000    0.000    0.000 pythonapi.py:262(unpack_tuple)
       23    0.000    0.000    0.000    0.000 inline_closurecall.py:1528(__init__)
      218    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       18    0.000    0.000    0.000    0.000 pythonapi.py:374(get_c_object)
       36    0.000    0.000    0.001    0.000 traceback.py:301(line)
       93    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
      161    0.000    0.000    0.000    0.000 util.py:196(escape_re_range_char)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       29    0.000    0.000    0.000    0.000 mathimpl.py:123(unary_math_int_impl)
        1    0.000    0.000    0.000    0.000 target_extension.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2978(__array_finalize__)
       15    0.000    0.000    0.001    0.000 core.py:2792(charsAsStr)
       24    0.000    0.000    0.000    0.000 base.py:800(get_dummy_value)
       33    0.000    0.000    0.001    0.000 callconv.py:161(_get_arg_packer)
        3    0.000    0.000    0.003    0.001 linecache.py:80(updatecache)
       10    0.000    0.000    0.000    0.000 passmanagers.py:643(add_refprune_pass)
        8    0.000    0.000    0.000    0.000 plyparser.py:116(_create_param_rules)
       16    0.000    0.000    0.000    0.000 typeinfer.py:242(<listcomp>)
       34    0.000    0.000    0.000    0.000 traceback.py:288(__getitem__)
        5    0.000    0.000    0.000    0.000 typed_passes.py:676(_get_attr_info)
       46    0.000    0.000    0.000    0.000 castgraph.py:62(__iter__)
       14    0.000    0.000    0.000    0.000 types.py:506(structure_repr)
       81    0.000    0.000    0.000    0.000 __init__.py:14(set_module)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:1(<module>)
       16    0.000    0.000    0.000    0.000 core.py:1526(__or__)
       22    0.000    0.000    0.000    0.000 models.py:708(traverse)
       14    0.000    0.000    0.000    0.000 results.py:436(<listcomp>)
        8    0.000    0.000    0.000    0.000 packer.py:115(assign_names)
       62    0.000    0.000    0.000    0.000 patches.py:2285(_register_style)
        1    0.000    0.000    0.000    0.000 helpers.py:1061(<listcomp>)
        1    0.000    0.000    0.078    0.078 stencil.py:1(<module>)
        8    0.000    0.000    0.000    0.000 passmanagers.py:725(__init__)
        3    0.000    0.000    0.001    0.000 compiler.py:543(define_pipelines)
        1    0.000    0.000    0.013    0.013 pythonapi.py:1(<module>)
        4    0.000    0.000    0.003    0.001 base.py:881(call_internal)
       11    0.000    0.000    0.000    0.000 value.py:199(linkage)
        9    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.001    0.001 _compressed.py:1(<module>)
       38    0.000    0.000    0.000    0.000 sigutils.py:4(is_signature)
      114    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       14    0.000    0.000    0.000    0.000 types.py:510(<listcomp>)
       23    0.000    0.000    0.000    0.000 core.py:4948(__init__)
        1    0.000    0.000    0.003    0.003 resolver.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
       10    0.000    0.000    0.000    0.000 numbers.py:624(real_mul_impl)
       25    0.000    0.000    0.000    0.000 cgutils.py:1184(normalize_ir_text)
        8    0.000    0.000    0.000    0.000 scalars.py:46(cast_python_value)
       26    0.000    0.000    0.000    0.000 instructions.py:419(__init__)
       49    0.000    0.000    0.000    0.000 core.py:2333(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 ssa.py:155(<setcomp>)
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        7    0.000    0.000    0.000    0.000 __init__.py:804(mtime)
      147    0.000    0.000    0.000    0.000 instructions.py:368(<genexpr>)
        1    0.000    0.000    0.000    0.000 byteflow.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
       43    0.000    0.000    0.000    0.000 bytecode.py:30(get_code_object)
        1    0.000    0.000    0.002    0.002 _tricontour.py:1(<module>)
       51    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        1    0.000    0.000    0.024    0.024 codegen.py:1163(__init__)
       81    0.000    0.000    0.000    0.000 tracing.py:205(noevent)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x1043a48b0}
       12    0.000    0.000    0.000    0.000 inspect.py:2787(args)
      129    0.000    0.000    0.000    0.000 results.py:17(__getitem__)
        3    0.000    0.000    0.000    0.000 byteflow.py:222(find_use_defs)
        7    0.000    0.000    0.000    0.000 decorator.py:127(update)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       17    0.000    0.000    0.000    0.000 inspect.py:2746(__hash__)
        1    0.000    0.000    0.140    0.140 dylib.py:1(<module>)
        3    0.000    0.000    0.007    0.002 lowering.py:357(init)
       35    0.000    0.000    0.000    0.000 ffi.py:361(__enter__)
        1    0.000    0.000    0.000    0.000 lines.py:216(Line2D)
      3/1    0.000    0.000    0.432    0.432 typeinfer.py:1067(propagate)
       51    0.000    0.000    0.000    0.000 shape_base.py:215(_vhstack_dispatcher)
        4    0.000    0.000    0.001    0.000 quicksort.py:27(make_quicksort_impl)
       48    0.000    0.000    0.000    0.000 collections.py:43(generic)
       41    0.000    0.000    0.000    0.000 posixpath.py:488(<listcomp>)
       16    0.000    0.000    0.000    0.000 cgutils.py:145(_get_ptr_by_name)
        9    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
       48    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
       33    0.000    0.000    0.001    0.000 controlflow.py:218(_loops)
        5    0.000    0.000    0.000    0.000 cloudpickle.py:284(_lookup_module_and_qualname)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.002    0.002 api.py:1(<module>)
        3    0.000    0.000    0.000    0.000 compiler.py:387(_make_subtarget)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:885(_find_arraycall)
      117    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       41    0.000    0.000    0.000    0.000 posixpath.py:489(<listcomp>)
      105    0.000    0.000    0.000    0.000 registry.py:5(register)
        2    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.006    0.006 npytypes.py:1(<module>)
       51    0.000    0.000    0.000    0.000 _methods.py:61(_all)
        9    0.000    0.000    0.001    0.000 pythonapi.py:1402(serialize_object)
       90    0.000    0.000    0.000    0.000 __init__.py:185(keys)
       12    0.000    0.000    0.000    0.000 value.py:195(linkage)
        2    0.000    0.000    0.000    0.000 nrtdynmod.py:111(_define_atomic_inc_dec)
      3/1    0.000    0.000    0.554    0.554 compiler.py:455(compile_extra)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       47    0.000    0.000    0.000    0.000 typeconv.py:63(set_safe_convert)
        2    0.000    0.000    0.001    0.000 analysis.py:1(<module>)
        3    0.000    0.000    0.000    0.000 controlflow.py:496(_find_dominance_frontier)
       34    0.000    0.000    0.000    0.000 models.py:456(get_argument_type)
       38    0.000    0.000    0.000    0.000 ir.py:1007(__init__)
        3    0.000    0.000    0.006    0.002 interpreter.py:1412(post_process)
        2    0.000    0.000    0.000    0.000 models.py:557(_from)
       13    0.000    0.000    0.000    0.000 core.py:8406(_replace_return_type)
       27    0.000    0.000    0.000    0.000 values.py:519(__init__)
        3    0.000    0.000    0.001    0.000 transforms.py:10(visit_Function)
      105    0.000    0.000    0.000    0.000 __init__.py:331(wrapper)
       52    0.000    0.000    0.000    0.000 linalg.py:203(_assert_stacked_2d)
       13    0.000    0.000    0.000    0.000 core.py:8394(getdoc)
       38    0.000    0.000    0.000    0.000 ansi.py:12(code_to_chars)
        5    0.000    0.000    0.000    0.000 model.py:589(global_cache)
       24    0.000    0.000    0.000    0.000 containers.py:170(_make_homogeneous_tuple)
        2    0.000    0.000    0.000    0.000 cgutils.py:261(__init__)
        4    0.000    0.000    0.000    0.000 npyimpl.py:466(__init__)
      138    0.000    0.000    0.000    0.000 ir.py:863(get_targets)
       24    0.000    0.000    0.000    0.000 ir.py:1259(copy)
       26    0.000    0.000    0.000    0.000 core.py:6855(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:237(getdoc)
        3    0.000    0.000    0.004    0.001 patches.py:2211(__init_subclass__)
        1    0.000    0.000    0.000    0.000 __init__.py:234(<listcomp>)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
       15    0.000    0.000    0.000    0.000 rcsetup.py:85(_listify_validator)
        2    0.000    0.000    0.025    0.012 cpu.py:181(create_cpython_wrapper)
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        5    0.000    0.000    0.000    0.000 __init__.py:513(string_at)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:169(_should_collect_from_parameters)
       17    0.000    0.000    0.000    0.000 models.py:544(get_argument_type)
        1    0.000    0.000    0.001    0.001 cmathdecl.py:1(<module>)
       13    0.000    0.000    0.000    0.000 callconv.py:101(get_return_type)
        3    0.000    0.000    0.000    0.000 untyped_passes.py:160(run_pass)
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        2    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       65    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
       24    0.000    0.000    0.000    0.000 cgutils.py:460(if_unlikely)
       15    0.000    0.000    0.000    0.000 types.py:548(__init__)
        8    0.000    0.000    0.000    0.000 arrayobj.py:172(normalize_indices)
        1    0.000    0.000    0.000    0.000 abstract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bytecode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.016    0.016 geo.py:1(<module>)
       21    0.000    0.000    0.000    0.000 _docstring.py:43(update)
        1    0.000    0.000    0.001    0.001 scalars.py:1(<module>)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:340(<dictcomp>)
       21    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
        2    0.000    0.000    0.000    0.000 getlimits.py:589(smallest_normal)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1076(ArrayAnalysis)
       48    0.000    0.000    0.000    0.000 containers.py:133(<genexpr>)
        7    0.000    0.000    0.000    0.000 interpreter.py:2779(op_RETURN_VALUE)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1595(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 hashing.py:403(DJBX33A)
        8    0.000    0.000    0.000    0.000 interpreter.py:2659(_inplace_binop)
       23    0.000    0.000    0.000    0.000 static_getitem.py:103(match)
       18    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
      100    0.000    0.000    0.000    0.000 targetconfig.py:252(_guard_option)
      111    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1671(FigureCanvasBase)
       21    0.000    0.000    0.000    0.000 mathimpl.py:139(unary_math_extern)
       37    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        3    0.000    0.000    0.000    0.000 environment.py:17(from_fndesc)
       64    0.000    0.000    0.000    0.000 ir.py:1322(is_terminated)
       80    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
       27    0.000    0.000    0.001    0.000 postproc.py:38(cfg)
       26    0.000    0.000    0.000    0.000 byteflow.py:489(op_STORE_FAST)
        3    0.000    0.000    0.013    0.004 untyped_passes.py:244(run_pass)
        1    0.000    0.000    0.000    0.000 pylowering.py:1(<module>)
       13    0.000    0.000    0.003    0.000 rcsetup.py:401(validate_font_properties)
        1    0.000    0.000    0.000    0.000 ir.py:370(Expr)
        1    0.000    0.000    0.004    0.004 version.py:157(Version)
        1    0.000    0.000    0.001    0.001 _fontconfig_pattern.py:57(_make_fontconfig_parser)
        4    0.000    0.000    0.000    0.000 pythonapi.py:1349(unserialize)
       17    0.000    0.000    0.000    0.000 imputils.py:329(<listcomp>)
        8    0.000    0.000    0.073    0.009 passmanagers.py:668(run)
       24    0.000    0.000    0.000    0.000 inline_closurecall.py:155(_inline_reduction)
       42    0.000    0.000    0.000    0.000 packer.py:140(_flatten)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:837(search)
       86    0.000    0.000    0.000    0.000 npydecl.py:321(typing_class)
        1    0.000    0.000    0.000    0.000 typedlist.py:193(List)
       65    0.000    0.000    0.000    0.000 results.py:244(__bool__)
       40    0.000    0.000    0.000    0.000 dispatcher.py:295(_make_finalizer)
       61    0.000    0.000    0.000    0.000 callconv.py:60(__init__)
        1    0.000    0.000    0.001    0.001 traceback.py:338(extract)
        1    0.000    0.000    0.000    0.000 stencilparfor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 byteflow.py:308(TraceRunner)
       53    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       28    0.000    0.000    0.000    0.000 rcsetup.py:462(_validate_linestyle)
        4    0.000    0.000    0.002    0.000 base.py:893(call_internal_no_propagate)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.019    0.019 rules.py:15(_init_casting_rules)
       23    0.000    0.000    0.000    0.000 static_getitem.py:147(match)
        2    0.000    0.000    0.013    0.007 callwrapper.py:101(build)
        8    0.000    0.000    0.000    0.000 ir.py:404(inplace_binop)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       10    0.000    0.000    0.000    0.000 targetconfig.py:215(inherit_if_not_set)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.001    0.001 instructions.py:1(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:240(_check_versions)
        5    0.000    0.000    0.000    0.000 base.py:298(declare_env_global)
       39    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:295(<listcomp>)
        8    0.000    0.000    0.000    0.000 base.py:1016(make_tuple)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
        5    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        5    0.000    0.000    0.000    0.000 module.py:151(declare_intrinsic)
        6    0.000    0.000    0.001    0.000 functools.py:774(_find_impl)
       29    0.000    0.000    0.000    0.000 base.py:510(get_constant)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:618(__new__)
       97    0.000    0.000    0.000    0.000 interpreter.py:1745(code_locals)
       30    0.000    0.000    0.000    0.000 controlflow.py:278(in_loops)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:464(<dictcomp>)
        1    0.000    0.000    0.027    0.027 base.py:225(__init__)
       27    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 typeof.py:240(_typeof_ndarray)
        1    0.000    0.000    0.004    0.004 c_parser.py:1(<module>)
        8    0.000    0.000    0.000    0.000 byteflow.py:1141(op_BUILD_TUPLE)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decorator.py:1(<module>)
      107    0.000    0.000    0.000    0.000 values.py:1164(function)
       22    0.000    0.000    0.000    0.000 listdecl.py:90(generic)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:634(__init__)
        1    0.000    0.000    0.155    0.155 colorbar.py:1(<module>)
        7    0.000    0.000    0.001    0.000 __init__.py:787(children)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
       23    0.000    0.000    0.000    0.000 lowering.py:450(post_block)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
       19    0.000    0.000    0.000    0.000 base.py:463(get_argument_type)
       36    0.000    0.000    0.000    0.000 values.py:1057(_expand)
       43    0.000    0.000    0.000    0.000 registry.py:50(typing_context)
        3    0.000    0.000    0.000    0.000 compiler.py:625(define_typed_pipeline)
      105    0.000    0.000    0.000    0.000 _docstring.py:86(copy)
      156    0.000    0.000    0.000    0.000 core.py:772(postParse)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:581(_module_repr_from_spec)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
       20    0.000    0.000    0.000    0.000 dataclasses.py:824(_set_new_attribute)
       19    0.000    0.000    0.000    0.000 inline_closurecall.py:1425(inline_array)
        2    0.000    0.000    0.000    0.000 targetconfig.py:92(__init__)
       21    0.000    0.000    0.000    0.000 dataclasses.py:367(field)
       10    0.000    0.000    0.000    0.000 transforms.py:101(_dispose)
       31    0.000    0.000    0.000    0.000 models.py:34(__init__)
       31    0.000    0.000    0.000    0.000 module.py:132(get_global)
       13    0.000    0.000    0.000    0.000 module.py:237(_dispose)
       48    0.000    0.000    0.000    0.000 typeinfer.py:244(<genexpr>)
       17    0.000    0.000    0.000    0.000 inspect.py:1349(formatannotation)
        1    0.000    0.000    0.003    0.003 debuginfo.py:1(<module>)
        9    0.000    0.000    0.003    0.000 core.py:5392(__init__)
        1    0.000    0.000    0.000    0.000 _sputils.py:1(<module>)
        8    0.000    0.000    0.000    0.000 colors.py:1630(make_norm_from_scale)
       23    0.000    0.000    0.000    0.000 ir_print.py:59(match)
