#=====================================================
# File created:        Sat-09-Mar-2024-at-05-22-38PM
# Size of lattice:     75x75
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.986608
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -5678.3121  0.2565 
   00001    0.6848   -8225.7990  0.2608 
   00002    0.6315   -9956.1876  0.2664 
   00003    0.5893  -11213.8546  0.2649 
   00004    0.5748  -12280.4942  0.2697 
   00005    0.5435  -13061.7349  0.2717 
   00006    0.5220  -13676.3572  0.2722 
   00007    0.5154  -14248.5765  0.2712 
   00008    0.4932  -14643.9734  0.2741 
   00009    0.4869  -14972.5163  0.2792 
   00010    0.4772  -15296.7058  0.2821 
   00011    0.4761  -15514.6633  0.2850 
   00012    0.4770  -15840.8425  0.2914 
   00013    0.4772  -16015.5985  0.2880 
   00014    0.4585  -16203.6004  0.2912 
   00015    0.4613  -16388.6988  0.2942 
   00016    0.4606  -16464.9963  0.2965 
   00017    0.4428  -16661.3771  0.3011 
   00018    0.4469  -16705.3837  0.2962 
   00019    0.4507  -16868.4895  0.2946 
   00020    0.4430  -16914.9198  0.2913 
   00021    0.4532  -17037.4413  0.2959 
   00022    0.4448  -17081.8517  0.2950 
   00023    0.4453  -17176.4197  0.2926 
   00024    0.4384  -17316.8347  0.2863 
   00025    0.4455  -17398.8838  0.2878 
   00026    0.4400  -17462.8634  0.2908 
   00027    0.4373  -17515.4968  0.2894 
   00028    0.4388  -17463.2715  0.2880 
   00029    0.4480  -17527.5811  0.2887 
   00030    0.4236  -17649.9060  0.2858 
   00031    0.4288  -17712.0170  0.2898 
   00032    0.4368  -17742.0016  0.2874 
   00033    0.4311  -17765.9545  0.2850 
   00034    0.4370  -17870.2415  0.2825 
   00035    0.4231  -17832.2562  0.2851 
   00036    0.4352  -17910.4073  0.2831 
   00037    0.4293  -17968.9035  0.2792 
   00038    0.4350  -17906.4190  0.2860 
   00039    0.4331  -17926.7484  0.2895 
   00040    0.4169  -18028.1447  0.2879 
   00041    0.4203  -18143.6553  0.2856 
   00042    0.4356  -18126.8897  0.2832 
   00043    0.4352  -18111.2221  0.2856 
   00044    0.4297  -18153.8633  0.2853 
   00045    0.4308  -18195.6181  0.2841 
   00046    0.4247  -18280.7615  0.2864 
   00047    0.4357  -18246.4631  0.2836 
   00048    0.4304  -18294.0983  0.2849 
   00049    0.4320  -18261.8478  0.2852 
   00050    0.4030  -18271.3148  0.2861 
