#=====================================================
# File created:        Sun-03-Mar-2024-at-12-01-16AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.751345
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2322.6574  0.2681 
   00001    0.6896   -3662.3364  0.2716 
   00002    0.6092   -4448.4619  0.2872 
   00003    0.5736   -4988.3416  0.2961 
   00004    0.5596   -5476.0107  0.3010 
   00005    0.5224   -5859.9329  0.3110 
   00006    0.5216   -6141.3273  0.3220 
   00007    0.5160   -6397.3134  0.3245 
   00008    0.5056   -6606.2703  0.3284 
   00009    0.4868   -6685.2661  0.3233 
   00010    0.4772   -6858.6298  0.3262 
   00011    0.4736   -7069.2477  0.3279 
   00012    0.4592   -7164.6127  0.3214 
   00013    0.4604   -7266.4678  0.3258 
   00014    0.4660   -7355.9492  0.3262 
   00015    0.4500   -7388.1991  0.3304 
   00016    0.4584   -7479.2626  0.3336 
   00017    0.4272   -7547.4758  0.3342 
   00018    0.4572   -7588.7467  0.3364 
   00019    0.4584   -7593.6061  0.3340 
   00020    0.4612   -7621.8278  0.3346 
   00021    0.4496   -7651.8176  0.3371 
   00022    0.4532   -7656.5137  0.3409 
   00023    0.4344   -7706.3179  0.3364 
   00024    0.4244   -7683.4495  0.3405 
   00025    0.4296   -7743.8304  0.3424 
   00026    0.4496   -7766.2048  0.3484 
   00027    0.4408   -7841.0655  0.3447 
   00028    0.4296   -7854.0562  0.3434 
   00029    0.4452   -7898.3636  0.3401 
   00030    0.4292   -7904.1898  0.3362 
   00031    0.4356   -7954.5332  0.3386 
   00032    0.4296   -8014.1901  0.3432 
   00033    0.4164   -8013.0713  0.3409 
   00034    0.4348   -8038.5526  0.3475 
   00035    0.4436   -8068.2880  0.3515 
   00036    0.4268   -8087.5850  0.3508 
   00037    0.4056   -8064.4210  0.3516 
   00038    0.4328   -8075.7456  0.3509 
   00039    0.4224   -8054.5620  0.3578 
   00040    0.4224   -8048.7394  0.3606 
   00041    0.4088   -8062.0720  0.3567 
   00042    0.4332   -8064.8768  0.3616 
   00043    0.4224   -8093.1361  0.3573 
   00044    0.4204   -8090.3326  0.3507 
   00045    0.4336   -8095.5394  0.3500 
   00046    0.4324   -8083.9777  0.3494 
   00047    0.4160   -8092.8475  0.3469 
   00048    0.4276   -8149.4993  0.3409 
   00049    0.4188   -8140.0336  0.3439 
   00050    0.4180   -8169.8610  0.3474 
