#=====================================================
# File created:        Sun-03-Mar-2024-at-01-07-54PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.984560
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2521.7455  0.2547 
   00001    0.6736   -3757.0913  0.2826 
   00002    0.6284   -4573.6423  0.2900 
   00003    0.5724   -5073.9160  0.2831 
   00004    0.5472   -5536.3742  0.2764 
   00005    0.5312   -5905.6142  0.2789 
   00006    0.5128   -6195.3147  0.2855 
   00007    0.5036   -6376.4592  0.2960 
   00008    0.5208   -6611.6776  0.3067 
   00009    0.4852   -6808.8877  0.3040 
   00010    0.4896   -6955.5035  0.3169 
   00011    0.4816   -7047.8893  0.3187 
   00012    0.4620   -7135.6495  0.3324 
   00013    0.4748   -7263.8360  0.3318 
   00014    0.4716   -7351.3990  0.3268 
   00015    0.4536   -7353.3130  0.3340 
   00016    0.4656   -7438.1889  0.3417 
   00017    0.4632   -7528.7836  0.3480 
   00018    0.4536   -7567.1348  0.3472 
   00019    0.4500   -7620.1343  0.3560 
   00020    0.4556   -7666.8282  0.3616 
   00021    0.4512   -7735.6069  0.3698 
   00022    0.4384   -7745.0149  0.3797 
   00023    0.4428   -7766.5092  0.3816 
   00024    0.4276   -7838.2820  0.3868 
   00025    0.4472   -7862.5877  0.3913 
   00026    0.4292   -7840.7111  0.3910 
   00027    0.4364   -7888.2770  0.3839 
   00028    0.4188   -7904.3313  0.3861 
   00029    0.4448   -7849.3916  0.3870 
   00030    0.4348   -7914.4594  0.3867 
   00031    0.4348   -7951.9716  0.3868 
   00032    0.4168   -7951.3211  0.3812 
   00033    0.4344   -7986.8815  0.3795 
   00034    0.4328   -7969.9119  0.3751 
   00035    0.4232   -7983.9271  0.3779 
   00036    0.4404   -7998.1566  0.3738 
   00037    0.4352   -8020.5736  0.3801 
   00038    0.4344   -7986.5498  0.3815 
   00039    0.4256   -8014.1126  0.3792 
   00040    0.4340   -8037.3481  0.3807 
   00041    0.4328   -8097.9247  0.3856 
   00042    0.4244   -8096.6942  0.3814 
   00043    0.4196   -8108.2194  0.3780 
   00044    0.4516   -8127.4583  0.3810 
   00045    0.4156   -8106.6014  0.3819 
   00046    0.4312   -8125.2109  0.3818 
   00047    0.4448   -8150.6762  0.3815 
   00048    0.4140   -8155.4139  0.3905 
   00049    0.4356   -8123.2584  0.3893 
   00050    0.4268   -8130.3264  0.3871 
