#=====================================================
# File created:        Sat-09-Mar-2024-at-07-12-39PM
# Size of lattice:     75x75
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.688941
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -5584.8817  0.2512 
   00001    0.6761   -8388.3714  0.2533 
   00002    0.6110  -10154.9081  0.2634 
   00003    0.5936  -11329.9271  0.2638 
   00004    0.5604  -12311.7290  0.2682 
   00005    0.5403  -13158.0520  0.2654 
   00006    0.5102  -13767.2562  0.2637 
   00007    0.5083  -14323.2359  0.2621 
   00008    0.5001  -14803.6715  0.2626 
   00009    0.4862  -15282.2666  0.2652 
   00010    0.4757  -15581.0053  0.2664 
   00011    0.4620  -15829.6589  0.2658 
   00012    0.4640  -16053.7226  0.2654 
   00013    0.4581  -16243.6202  0.2589 
   00014    0.4684  -16443.5201  0.2575 
   00015    0.4645  -16564.8274  0.2601 
   00016    0.4553  -16681.1641  0.2612 
   00017    0.4498  -16849.8995  0.2637 
   00018    0.4475  -16891.9121  0.2709 
   00019    0.4460  -16963.0361  0.2727 
   00020    0.4505  -17039.4545  0.2687 
   00021    0.4500  -17190.8962  0.2643 
   00022    0.4455  -17288.5437  0.2661 
   00023    0.4233  -17351.4765  0.2675 
   00024    0.4356  -17439.8966  0.2678 
   00025    0.4304  -17577.0806  0.2701 
   00026    0.4391  -17661.5852  0.2664 
   00027    0.4297  -17698.2981  0.2665 
   00028    0.4279  -17745.2659  0.2599 
   00029    0.4249  -17780.1025  0.2598 
   00030    0.4302  -17827.6184  0.2637 
   00031    0.4404  -17821.6727  0.2608 
   00032    0.4398  -17819.5873  0.2617 
   00033    0.4409  -17859.1416  0.2660 
   00034    0.4352  -17891.9550  0.2678 
   00035    0.4325  -17898.9516  0.2665 
   00036    0.4261  -17950.1520  0.2656 
   00037    0.4421  -17949.2363  0.2616 
   00038    0.4325  -17925.8380  0.2620 
   00039    0.4421  -17999.3470  0.2599 
   00040    0.4336  -18013.6892  0.2582 
   00041    0.4473  -18006.0273  0.2608 
   00042    0.4290  -18020.0716  0.2629 
   00043    0.4306  -18100.2040  0.2621 
   00044    0.4279  -18162.9563  0.2633 
   00045    0.4267  -18130.9073  0.2625 
   00046    0.4300  -18111.1512  0.2642 
   00047    0.4229  -18137.9751  0.2633 
   00048    0.4300  -18181.4629  0.2623 
   00049    0.4336  -18189.6807  0.2662 
   00050    0.4423  -18117.9965  0.2694 
