#=====================================================
# File created:        Tue-12-Mar-2024-at-05-44-33PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.676658
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2502.2767  0.2746 
   00001    0.6652   -3829.3954  0.2929 
   00002    0.6068   -4602.9337  0.2983 
   00003    0.5784   -5226.8569  0.2992 
   00004    0.5536   -5591.5482  0.3040 
   00005    0.5280   -5904.0660  0.3031 
   00006    0.5092   -6175.4037  0.3115 
   00007    0.5116   -6351.0230  0.3178 
   00008    0.4840   -6496.2793  0.3201 
   00009    0.4968   -6602.5364  0.3192 
   00010    0.4716   -6738.8497  0.3236 
   00011    0.4876   -6876.8423  0.3223 
   00012    0.4840   -6975.6693  0.3306 
   00013    0.4756   -7115.3711  0.3305 
   00014    0.4736   -7182.8431  0.3332 
   00015    0.4556   -7289.7541  0.3352 
   00016    0.4548   -7369.9166  0.3347 
   00017    0.4820   -7459.7749  0.3411 
   00018    0.4440   -7553.6899  0.3438 
   00019    0.4568   -7637.3479  0.3361 
   00020    0.4416   -7671.2913  0.3400 
   00021    0.4392   -7670.7933  0.3448 
   00022    0.4220   -7692.0739  0.3469 
   00023    0.4544   -7692.4658  0.3468 
   00024    0.4532   -7768.4264  0.3411 
   00025    0.4436   -7786.3490  0.3502 
   00026    0.4232   -7805.8397  0.3470 
   00027    0.4424   -7813.1989  0.3471 
   00028    0.4452   -7878.8807  0.3441 
   00029    0.4456   -7890.9803  0.3481 
   00030    0.4044   -7907.6623  0.3496 
   00031    0.4408   -7969.9819  0.3480 
   00032    0.4176   -7932.4710  0.3455 
   00033    0.4192   -7983.2774  0.3475 
   00034    0.4392   -7977.2452  0.3441 
   00035    0.4364   -8025.3683  0.3522 
   00036    0.4188   -8033.2491  0.3505 
   00037    0.4432   -8025.8626  0.3498 
   00038    0.4420   -8018.5238  0.3546 
   00039    0.4228   -8029.6193  0.3494 
   00040    0.4224   -8071.6034  0.3469 
   00041    0.4372   -8057.1751  0.3476 
   00042    0.4284   -8058.2538  0.3480 
   00043    0.4444   -8094.2255  0.3428 
   00044    0.4308   -8053.4887  0.3408 
   00045    0.4356   -8097.0847  0.3375 
   00046    0.4300   -8125.0768  0.3368 
   00047    0.4168   -8123.5779  0.3366 
   00048    0.4132   -8133.8327  0.3396 
   00049    0.4232   -8154.2102  0.3304 
   00050    0.4396   -8173.9649  0.3321 
