#=====================================================
# File created:        Tue-12-Mar-2024-at-05-44-29PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.858407
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2523.9998  0.2677 
   00001    0.6700   -3741.0435  0.2676 
   00002    0.6152   -4484.3667  0.2716 
   00003    0.5844   -5046.3533  0.2776 
   00004    0.5700   -5432.2863  0.2789 
   00005    0.5492   -5747.1432  0.2821 
   00006    0.5052   -6102.5620  0.2821 
   00007    0.5032   -6342.0926  0.2812 
   00008    0.4860   -6541.3195  0.2821 
   00009    0.4868   -6738.2134  0.2901 
   00010    0.4684   -6796.7106  0.2869 
   00011    0.4796   -6893.4609  0.2890 
   00012    0.4700   -7043.4473  0.2963 
   00013    0.4812   -7153.1718  0.2957 
   00014    0.4516   -7258.6799  0.2840 
   00015    0.4808   -7349.2326  0.2774 
   00016    0.4588   -7474.3007  0.2884 
   00017    0.4564   -7498.8845  0.2868 
   00018    0.4384   -7520.4168  0.2842 
   00019    0.4552   -7541.8330  0.2874 
   00020    0.4620   -7596.2945  0.2906 
   00021    0.4576   -7676.5244  0.2941 
   00022    0.4392   -7719.6231  0.2947 
   00023    0.4420   -7768.5890  0.2934 
   00024    0.4392   -7786.8202  0.2951 
   00025    0.4472   -7764.9793  0.2900 
   00026    0.4372   -7820.6959  0.2897 
   00027    0.4536   -7804.7667  0.3014 
   00028    0.4344   -7859.8954  0.3131 
   00029    0.4396   -7913.8716  0.3122 
   00030    0.4456   -7914.6516  0.3169 
   00031    0.4368   -7922.0478  0.3188 
   00032    0.4252   -7884.7856  0.3148 
   00033    0.4304   -7950.2239  0.3161 
   00034    0.4452   -7946.9880  0.3135 
   00035    0.4148   -7947.5476  0.3146 
   00036    0.4348   -7939.9340  0.3134 
   00037    0.4364   -7955.6176  0.3168 
   00038    0.4316   -7997.9279  0.3171 
   00039    0.4332   -8002.1347  0.3176 
   00040    0.4128   -8033.8141  0.3196 
   00041    0.4292   -8033.2617  0.3185 
   00042    0.4180   -8094.1208  0.3230 
   00043    0.4224   -8105.5828  0.3187 
   00044    0.4400   -8115.9590  0.3152 
   00045    0.4104   -8129.1303  0.3135 
   00046    0.4044   -8153.0839  0.3046 
   00047    0.4268   -8113.4708  0.3018 
   00048    0.4232   -8165.2540  0.3018 
   00049    0.4260   -8126.4528  0.3015 
   00050    0.4268   -8102.7793  0.3034 
