#=====================================================
# File created:        Mon-11-Mar-2024-at-03-20-05PM
# Size of lattice:     50x50
# Number of MC steps:  200
# Reduced temperature: 0.500
# Run time (s):        0.287480
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2549.3562  0.2703 
   00001    0.6824   -3758.6299  0.2658 
   00002    0.6168   -4559.2725  0.2672 
   00003    0.5812   -5129.9673  0.2656 
   00004    0.5736   -5590.5728  0.2733 
   00005    0.5300   -5903.3716  0.2702 
   00006    0.5268   -6112.0107  0.2778 
   00007    0.4980   -6412.9175  0.2705 
   00008    0.4964   -6598.9272  0.2770 
   00009    0.4808   -6752.3335  0.2814 
   00010    0.4912   -6912.4404  0.2847 
   00011    0.4688   -7088.0225  0.2926 
   00012    0.4740   -7225.7593  0.2854 
   00013    0.4504   -7316.1025  0.2958 
   00014    0.4556   -7405.5039  0.2973 
   00015    0.4584   -7535.6602  0.2950 
   00016    0.4668   -7625.5605  0.2948 
   00017    0.4340   -7654.6704  0.2967 
   00018    0.4444   -7652.9189  0.2994 
   00019    0.4316   -7678.4458  0.3070 
   00020    0.4300   -7710.2666  0.3069 
   00021    0.4280   -7734.3486  0.3063 
   00022    0.4400   -7808.1675  0.3086 
   00023    0.4384   -7857.6289  0.3114 
   00024    0.4332   -7857.8950  0.3119 
   00025    0.4344   -7901.2896  0.3107 
   00026    0.4324   -7929.1733  0.3182 
   00027    0.4468   -7893.6157  0.3171 
   00028    0.4356   -7899.2559  0.3170 
   00029    0.4408   -7907.1338  0.3298 
   00030    0.4364   -7917.9438  0.3375 
   00031    0.4268   -7910.1196  0.3380 
   00032    0.4420   -7973.3604  0.3335 
   00033    0.4280   -8023.6235  0.3395 
   00034    0.4168   -8053.0063  0.3385 
   00035    0.4288   -8096.9375  0.3400 
   00036    0.4292   -8102.6265  0.3373 
   00037    0.4164   -8159.1611  0.3357 
   00038    0.4120   -8125.0825  0.3415 
   00039    0.4244   -8110.2949  0.3441 
   00040    0.4240   -8160.8740  0.3427 
   00041    0.4336   -8135.7329  0.3485 
   00042    0.4452   -8120.1836  0.3524 
   00043    0.4104   -8179.0181  0.3506 
   00044    0.4256   -8190.0503  0.3536 
   00045    0.4228   -8186.9731  0.3508 
   00046    0.4236   -8229.6934  0.3448 
   00047    0.4184   -8235.0889  0.3486 
   00048    0.4180   -8332.2939  0.3478 
   00049    0.4156   -8334.8281  0.3473 
   00050    0.4072   -8370.3975  0.3511 
   00051    0.4172   -8338.3906  0.3609 
   00052    0.4164   -8360.3418  0.3595 
   00053    0.4284   -8354.7480  0.3613 
   00054    0.4056   -8330.4463  0.3560 
   00055    0.4268   -8325.6855  0.3505 
   00056    0.4140   -8350.7578  0.3541 
   00057    0.4180   -8357.9023  0.3513 
   00058    0.3904   -8360.6172  0.3486 
   00059    0.4140   -8369.7812  0.3450 
   00060    0.3980   -8387.6494  0.3456 
   00061    0.4124   -8396.8398  0.3448 
   00062    0.4176   -8407.1562  0.3504 
   00063    0.4168   -8382.7715  0.3527 
   00064    0.4212   -8398.5098  0.3525 
   00065    0.3992   -8376.3096  0.3539 
   00066    0.4028   -8365.0225  0.3539 
   00067    0.4188   -8364.1299  0.3601 
   00068    0.4212   -8358.3438  0.3640 
   00069    0.4152   -8362.6875  0.3661 
   00070    0.4136   -8347.7812  0.3673 
   00071    0.4360   -8368.9160  0.3648 
   00072    0.4252   -8385.3662  0.3654 
   00073    0.4196   -8369.2617  0.3683 
   00074    0.4116   -8411.4004  0.3721 
   00075    0.4224   -8395.2920  0.3724 
   00076    0.4280   -8394.8115  0.3740 
   00077    0.4236   -8394.6504  0.3735 
   00078    0.4136   -8391.0908  0.3767 
   00079    0.4068   -8383.2178  0.3736 
   00080    0.4136   -8404.5811  0.3738 
   00081    0.4080   -8392.4746  0.3719 
   00082    0.4096   -8404.1299  0.3685 
   00083    0.4160   -8406.3525  0.3739 
   00084    0.4180   -8405.7178  0.3761 
   00085    0.3896   -8393.8975  0.3773 
   00086    0.4220   -8374.4902  0.3849 
   00087    0.3968   -8375.4062  0.3833 
   00088    0.3956   -8366.5713  0.3784 
   00089    0.4288   -8403.4854  0.3838 
   00090    0.4132   -8454.2598  0.3957 
   00091    0.4220   -8441.2900  0.3968 
   00092    0.4080   -8464.1328  0.3922 
   00093    0.4052   -8505.7012  0.3851 
   00094    0.4076   -8476.3252  0.3885 
   00095    0.4136   -8437.1045  0.3957 
   00096    0.4292   -8454.8955  0.4000 
   00097    0.4080   -8411.9238  0.4006 
   00098    0.4096   -8411.2061  0.4015 
   00099    0.3908   -8429.3877  0.3995 
   00100    0.4320   -8406.7451  0.4042 
   00101    0.3952   -8403.8281  0.4064 
   00102    0.4068   -8464.7148  0.4034 
   00103    0.4164   -8450.8145  0.4033 
   00104    0.4280   -8451.3496  0.4017 
   00105    0.4136   -8442.4414  0.4073 
   00106    0.4224   -8401.4443  0.4016 
   00107    0.4176   -8405.8496  0.4026 
   00108    0.4160   -8416.5918  0.4128 
   00109    0.4184   -8415.4150  0.4087 
   00110    0.4272   -8437.7236  0.4149 
   00111    0.4120   -8428.4629  0.4132 
   00112    0.4188   -8432.1953  0.4150 
   00113    0.4176   -8446.9932  0.4197 
   00114    0.4060   -8481.3789  0.4157 
   00115    0.4180   -8448.0586  0.4152 
   00116    0.4132   -8424.1611  0.4217 
   00117    0.4084   -8431.3887  0.4245 
   00118    0.4256   -8434.3135  0.4246 
   00119    0.4044   -8414.1514  0.4302 
   00120    0.4164   -8464.2607  0.4315 
   00121    0.4256   -8433.8506  0.4334 
   00122    0.4364   -8446.6230  0.4259 
   00123    0.4148   -8445.4180  0.4264 
   00124    0.4064   -8472.7090  0.4354 
   00125    0.4112   -8477.4648  0.4422 
   00126    0.4292   -8449.2910  0.4378 
   00127    0.3968   -8431.2637  0.4419 
   00128    0.4200   -8434.0264  0.4347 
   00129    0.4164   -8397.5605  0.4369 
   00130    0.4100   -8386.5000  0.4447 
   00131    0.4100   -8370.5195  0.4443 
   00132    0.4228   -8414.4658  0.4444 
   00133    0.4372   -8437.7051  0.4398 
   00134    0.4136   -8386.8037  0.4423 
   00135    0.4088   -8408.8877  0.4488 
   00136    0.4336   -8410.1426  0.4541 
   00137    0.3944   -8372.8828  0.4577 
   00138    0.4148   -8419.3740  0.4655 
   00139    0.4164   -8418.0391  0.4701 
   00140    0.4140   -8416.2275  0.4674 
   00141    0.4124   -8446.9102  0.4778 
   00142    0.4096   -8451.8652  0.4777 
   00143    0.3964   -8505.8525  0.4808 
   00144    0.3972   -8492.1885  0.4806 
   00145    0.4188   -8459.7969  0.4775 
   00146    0.4232   -8438.9121  0.4767 
   00147    0.4140   -8452.8623  0.4828 
   00148    0.4104   -8443.8027  0.4856 
   00149    0.4076   -8447.8848  0.4855 
   00150    0.4040   -8464.3057  0.4927 
   00151    0.4096   -8487.5205  0.4989 
   00152    0.3940   -8460.6211  0.4973 
   00153    0.4132   -8465.3936  0.4953 
   00154    0.4148   -8469.1494  0.4962 
   00155    0.4128   -8454.0439  0.4995 
   00156    0.3944   -8482.7021  0.5008 
   00157    0.4288   -8452.1133  0.4997 
   00158    0.4264   -8456.3896  0.5027 
   00159    0.4248   -8437.8486  0.5009 
   00160    0.4344   -8440.7559  0.5019 
   00161    0.4020   -8451.9170  0.5120 
   00162    0.4164   -8443.8457  0.5133 
   00163    0.4168   -8446.3926  0.5094 
   00164    0.3928   -8424.0127  0.5103 
   00165    0.4032   -8436.1309  0.5125 
   00166    0.3788   -8455.0391  0.5158 
   00167    0.4088   -8456.9658  0.5153 
   00168    0.4116   -8409.3584  0.5173 
   00169    0.3944   -8445.8516  0.5181 
   00170    0.4140   -8458.3291  0.5222 
   00171    0.4180   -8466.5059  0.5188 
   00172    0.4016   -8451.0830  0.5105 
   00173    0.4140   -8422.6709  0.4987 
   00174    0.4208   -8430.0732  0.4981 
   00175    0.4316   -8387.5596  0.4913 
   00176    0.4068   -8414.5713  0.4927 
   00177    0.4240   -8425.2852  0.4937 
   00178    0.4172   -8417.4102  0.4960 
   00179    0.4052   -8452.9521  0.4993 
   00180    0.3996   -8447.7324  0.5030 
   00181    0.4336   -8445.1260  0.5035 
   00182    0.4180   -8423.1650  0.5076 
   00183    0.4212   -8446.7139  0.5045 
   00184    0.4068   -8471.1289  0.5108 
   00185    0.4024   -8468.8145  0.5099 
   00186    0.4072   -8473.5225  0.5101 
   00187    0.4080   -8472.0830  0.5136 
   00188    0.4144   -8504.1572  0.5123 
   00189    0.4152   -8463.2959  0.5158 
   00190    0.4088   -8468.1670  0.5113 
   00191    0.4216   -8475.0977  0.5118 
   00192    0.4048   -8454.0391  0.5098 
   00193    0.4152   -8447.4854  0.5143 
   00194    0.4068   -8442.4746  0.5155 
   00195    0.4108   -8467.1709  0.5168 
   00196    0.4208   -8444.8584  0.5077 
   00197    0.4320   -8511.3701  0.5032 
   00198    0.4100   -8541.2920  0.5087 
   00199    0.4100   -8507.8027  0.5141 
   00200    0.4060   -8532.4033  0.5126 
