#=====================================================
# File created:        Tue-12-Mar-2024-at-06-27-58PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.211931
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2569.7853  0.2661 
   00001    0.6736   -3704.2585  0.2674 
   00002    0.6372   -4475.2012  0.2723 
   00003    0.5532   -5048.1520  0.2769 
   00004    0.5776   -5553.4057  0.2782 
   00005    0.5228   -5824.1913  0.2865 
   00006    0.5348   -6135.4822  0.2882 
   00007    0.4976   -6380.6965  0.2908 
   00008    0.4960   -6589.9336  0.2899 
   00009    0.4924   -6750.1111  0.2999 
   00010    0.5000   -6877.2910  0.3094 
   00011    0.4884   -7083.2003  0.3090 
   00012    0.4788   -7196.8342  0.3039 
   00013    0.4640   -7272.6643  0.3045 
   00014    0.4648   -7284.0651  0.3094 
   00015    0.4444   -7402.2453  0.3047 
   00016    0.4680   -7474.0225  0.3121 
   00017    0.4492   -7533.6016  0.3093 
   00018    0.4548   -7576.2577  0.3176 
   00019    0.4584   -7566.1019  0.3066 
   00020    0.4588   -7597.8144  0.3089 
   00021    0.4492   -7658.3661  0.3135 
   00022    0.4580   -7695.6163  0.3154 
   00023    0.4388   -7733.1680  0.3137 
   00024    0.4312   -7792.5969  0.3142 
   00025    0.4388   -7815.9664  0.3176 
   00026    0.4396   -7845.4106  0.3189 
   00027    0.4332   -7898.8674  0.3206 
   00028    0.4316   -7925.9071  0.3197 
   00029    0.4312   -7948.7576  0.3206 
   00030    0.4320   -7974.3505  0.3232 
   00031    0.4468   -7979.4589  0.3231 
   00032    0.4192   -7995.2429  0.3288 
   00033    0.4336   -8010.0620  0.3240 
   00034    0.4152   -8030.5581  0.3245 
   00035    0.4308   -8031.5921  0.3171 
   00036    0.4332   -8030.7987  0.3202 
   00037    0.4264   -7982.4088  0.3270 
   00038    0.4332   -7983.1016  0.3196 
   00039    0.4280   -8018.5396  0.3193 
   00040    0.4264   -8048.6512  0.3208 
   00041    0.4176   -8071.7987  0.3229 
   00042    0.4296   -8091.0163  0.3214 
   00043    0.4336   -8100.6654  0.3185 
   00044    0.4352   -8110.3273  0.3227 
   00045    0.4176   -8132.0758  0.3265 
   00046    0.4336   -8133.2257  0.3223 
   00047    0.4368   -8121.5054  0.3237 
   00048    0.4340   -8124.7648  0.3263 
   00049    0.4208   -8127.0076  0.3307 
   00050    0.4332   -8123.8745  0.3230 
