#=====================================================
# File created:        Sat-09-Mar-2024-at-06-00-28PM
# Size of lattice:     25x25
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.034221
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -575.4996  0.2863 
   00001    0.6768    -926.7796  0.3244 
   00002    0.6144   -1103.2833  0.3432 
   00003    0.5920   -1230.5819  0.3785 
   00004    0.5344   -1330.5077  0.3923 
   00005    0.5568   -1435.1555  0.4010 
   00006    0.5152   -1514.5173  0.4303 
   00007    0.5168   -1585.3724  0.4402 
   00008    0.5024   -1651.9977  0.4550 
   00009    0.5360   -1683.9120  0.4642 
   00010    0.4832   -1717.1359  0.4825 
   00011    0.4528   -1751.5171  0.4980 
   00012    0.4704   -1785.7456  0.5145 
   00013    0.4384   -1806.7208  0.5181 
   00014    0.4400   -1863.5997  0.5310 
   00015    0.4576   -1872.0756  0.5342 
   00016    0.4304   -1860.2196  0.5489 
   00017    0.4720   -1886.2958  0.5501 
   00018    0.4480   -1908.1395  0.5663 
   00019    0.4688   -1946.1603  0.5783 
   00020    0.4432   -1946.2102  0.5844 
   00021    0.4304   -1971.3032  0.5915 
   00022    0.4208   -1984.4005  0.6020 
   00023    0.4672   -1993.3524  0.6088 
   00024    0.4176   -1989.3846  0.6095 
   00025    0.4320   -2013.6093  0.6219 
   00026    0.3872   -2033.1577  0.6200 
   00027    0.4368   -2040.1331  0.6122 
   00028    0.4352   -2028.9000  0.6115 
   00029    0.4592   -2053.6128  0.6258 
   00030    0.4336   -2081.5386  0.6276 
   00031    0.4304   -2061.4094  0.6298 
   00032    0.4384   -2048.0857  0.6310 
   00033    0.4192   -2055.4851  0.6278 
   00034    0.4160   -2069.5608  0.6293 
   00035    0.4656   -2076.0366  0.6301 
   00036    0.3824   -2081.6997  0.6363 
   00037    0.4480   -2077.6772  0.6321 
   00038    0.4384   -2082.9880  0.6275 
   00039    0.4288   -2067.5715  0.6274 
   00040    0.4048   -2068.5273  0.6282 
   00041    0.3744   -2084.3408  0.6331 
   00042    0.4048   -2088.9290  0.6309 
   00043    0.4224   -2061.6238  0.6336 
   00044    0.3808   -2057.5432  0.6258 
   00045    0.4160   -2048.5881  0.6311 
   00046    0.4192   -2045.3550  0.6258 
   00047    0.4176   -2050.9827  0.6208 
   00048    0.4432   -2073.9512  0.6271 
   00049    0.4336   -2078.6782  0.6273 
   00050    0.4176   -2063.4434  0.6279 
