#=====================================================
# File created:        Sat-02-Mar-2024-at-11-57-14PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.042567
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2549.7989  0.2821 
   00001    0.6908   -3731.8617  0.2894 
   00002    0.6368   -4480.7052  0.2900 
   00003    0.5824   -5018.5822  0.2891 
   00004    0.5512   -5459.0293  0.2950 
   00005    0.5236   -5816.9240  0.2994 
   00006    0.5172   -6114.6792  0.3143 
   00007    0.5076   -6336.0178  0.3190 
   00008    0.5084   -6559.3420  0.3267 
   00009    0.4836   -6731.0757  0.3300 
   00010    0.4880   -6898.6200  0.3332 
   00011    0.4824   -7004.7133  0.3412 
   00012    0.4736   -7161.6962  0.3454 
   00013    0.4652   -7238.6375  0.3464 
   00014    0.4716   -7318.3354  0.3519 
   00015    0.4684   -7344.3221  0.3535 
   00016    0.4692   -7392.8962  0.3573 
   00017    0.4464   -7446.5198  0.3631 
   00018    0.4516   -7489.7814  0.3709 
   00019    0.4636   -7587.5444  0.3770 
   00020    0.4592   -7611.4253  0.3783 
   00021    0.4360   -7729.4102  0.3887 
   00022    0.4496   -7708.5028  0.3867 
   00023    0.4144   -7759.2133  0.3895 
   00024    0.4428   -7842.8146  0.3879 
   00025    0.4316   -7843.1176  0.3937 
   00026    0.4488   -7855.5266  0.3891 
   00027    0.4248   -7865.8529  0.3846 
   00028    0.4392   -7908.2320  0.3882 
   00029    0.4284   -7854.3871  0.3883 
   00030    0.4492   -7935.3063  0.3889 
   00031    0.4464   -7941.7726  0.3940 
   00032    0.4168   -7942.3202  0.3908 
   00033    0.4360   -7955.9821  0.3913 
   00034    0.4360   -7981.0554  0.3941 
   00035    0.4392   -8050.9553  0.4009 
   00036    0.4376   -8075.9687  0.3994 
   00037    0.4276   -8044.4956  0.4039 
   00038    0.4104   -8070.9935  0.4011 
   00039    0.4120   -8074.8510  0.4022 
   00040    0.4268   -8102.4130  0.4062 
   00041    0.4396   -8086.5283  0.4084 
   00042    0.4268   -8097.3589  0.4141 
   00043    0.4332   -8081.8342  0.4177 
   00044    0.4144   -8056.6862  0.4167 
   00045    0.4540   -8044.8218  0.4110 
   00046    0.4340   -8108.0607  0.4212 
   00047    0.4244   -8124.9747  0.4175 
   00048    0.4292   -8134.2975  0.4194 
   00049    0.4288   -8186.1048  0.4251 
   00050    0.4268   -8238.1023  0.4311 
