#=====================================================
# File created:        Mon-11-Mar-2024-at-03-19-59PM
# Size of lattice:     50x50
# Number of MC steps:  150
# Reduced temperature: 0.500
# Run time (s):        0.218531
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2453.0435  0.2661 
   00001    0.6896   -3691.9329  0.2621 
   00002    0.6376   -4432.3433  0.2689 
   00003    0.5880   -5092.7900  0.2732 
   00004    0.5660   -5553.3799  0.2740 
   00005    0.5384   -5867.9116  0.2748 
   00006    0.5196   -6127.9307  0.2645 
   00007    0.4940   -6345.4302  0.2624 
   00008    0.5040   -6499.4688  0.2523 
   00009    0.4844   -6630.8384  0.2535 
   00010    0.4720   -6792.8271  0.2538 
   00011    0.4732   -6920.8862  0.2570 
   00012    0.4728   -6968.2852  0.2603 
   00013    0.4748   -7013.6074  0.2619 
   00014    0.4744   -7112.0195  0.2578 
   00015    0.4724   -7153.6836  0.2549 
   00016    0.4688   -7181.6440  0.2648 
   00017    0.4688   -7274.6318  0.2695 
   00018    0.4532   -7337.6748  0.2750 
   00019    0.4640   -7351.1362  0.2735 
   00020    0.4560   -7398.9873  0.2744 
   00021    0.4500   -7457.3647  0.2814 
   00022    0.4476   -7470.3325  0.2928 
   00023    0.4420   -7521.2998  0.2983 
   00024    0.4436   -7541.0581  0.3049 
   00025    0.4232   -7603.0688  0.3041 
   00026    0.4424   -7661.7988  0.3067 
   00027    0.4568   -7731.1772  0.3005 
   00028    0.4344   -7745.5435  0.3006 
   00029    0.4336   -7775.2959  0.3008 
   00030    0.4596   -7774.4980  0.2990 
   00031    0.4428   -7782.9541  0.2997 
   00032    0.4304   -7799.6270  0.3081 
   00033    0.4428   -7853.5127  0.3105 
   00034    0.4264   -7904.0991  0.3077 
   00035    0.4352   -7948.2275  0.3119 
   00036    0.4372   -7966.2300  0.3108 
   00037    0.4320   -7966.0552  0.3133 
   00038    0.4252   -7907.9302  0.3035 
   00039    0.4396   -7913.5952  0.3060 
   00040    0.4208   -7921.8223  0.3046 
   00041    0.4364   -7975.8555  0.3027 
   00042    0.4572   -7982.4663  0.3121 
   00043    0.4332   -8046.9546  0.3141 
   00044    0.4468   -8051.2793  0.3108 
   00045    0.4340   -8087.9072  0.3145 
   00046    0.4188   -8048.8940  0.3184 
   00047    0.4352   -8084.9497  0.3152 
   00048    0.4300   -8068.4487  0.3109 
   00049    0.4252   -8047.2671  0.3149 
   00050    0.4268   -8031.9370  0.3168 
   00051    0.4288   -8061.4102  0.3077 
   00052    0.4268   -8095.0234  0.3153 
   00053    0.4312   -8140.1802  0.3140 
   00054    0.4208   -8158.8193  0.3107 
   00055    0.4288   -8184.5508  0.3204 
   00056    0.4392   -8165.5054  0.3243 
   00057    0.4316   -8136.8159  0.3287 
   00058    0.4056   -8116.3804  0.3306 
   00059    0.4168   -8172.0352  0.3334 
   00060    0.4332   -8183.0059  0.3307 
   00061    0.4276   -8211.8584  0.3282 
