#=====================================================
# File created:        Tue-12-Mar-2024-at-03-57-06PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.528009
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2457.5779  0.2509 
   00001    0.6928   -3665.9255  0.2691 
   00002    0.6152   -4487.1329  0.2676 
   00003    0.5880   -5037.8735  0.2709 
   00004    0.5544   -5407.3868  0.2711 
   00005    0.5488   -5802.3813  0.2741 
   00006    0.5428   -6074.0706  0.2847 
   00007    0.5044   -6326.4696  0.2858 
   00008    0.4780   -6550.3117  0.2986 
   00009    0.4992   -6696.1625  0.3031 
   00010    0.5016   -6831.0451  0.2996 
   00011    0.4640   -6965.7551  0.2959 
   00012    0.4728   -7134.6414  0.2940 
   00013    0.4668   -7214.9639  0.3002 
   00014    0.4708   -7302.5803  0.3039 
   00015    0.4588   -7414.3554  0.3070 
   00016    0.4612   -7450.3248  0.3106 
   00017    0.4520   -7535.3786  0.3180 
   00018    0.4668   -7576.4216  0.3135 
   00019    0.4644   -7618.2609  0.3142 
   00020    0.4404   -7678.5117  0.3074 
   00021    0.4564   -7691.5833  0.3081 
   00022    0.4544   -7747.3346  0.3052 
   00023    0.4360   -7797.2236  0.3043 
   00024    0.4140   -7838.3399  0.3073 
   00025    0.4540   -7820.2660  0.3030 
   00026    0.4264   -7859.2331  0.3057 
   00027    0.4380   -7908.8688  0.3110 
   00028    0.4272   -7959.6898  0.3146 
   00029    0.4376   -7980.2627  0.3099 
   00030    0.4352   -7990.2553  0.3089 
   00031    0.4320   -7991.9743  0.3020 
   00032    0.4328   -7984.2816  0.3085 
   00033    0.4280   -8026.3780  0.3078 
   00034    0.4340   -8022.0022  0.3047 
   00035    0.4396   -8071.6993  0.3034 
   00036    0.4332   -8090.4135  0.3041 
   00037    0.4448   -8113.5307  0.3000 
   00038    0.4188   -8107.4394  0.2971 
   00039    0.4148   -8097.5716  0.2992 
   00040    0.4340   -8111.7211  0.2956 
   00041    0.4172   -8112.4214  0.3021 
   00042    0.4140   -8120.2755  0.3022 
   00043    0.4336   -8106.2808  0.3091 
   00044    0.4168   -8141.8878  0.3051 
   00045    0.4172   -8221.9813  0.3061 
   00046    0.4192   -8231.1941  0.3082 
   00047    0.4260   -8203.6521  0.3008 
   00048    0.4336   -8195.5454  0.3032 
   00049    0.4228   -8222.2539  0.3022 
   00050    0.4280   -8206.4077  0.3015 
