#=====================================================
# File created:        Mon-11-Mar-2024-at-01-28-52PM
# Size of lattice:     50x50
# Number of MC steps:  200
# Reduced temperature: 0.500
# Run time (s):        6.176875
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2417.0679  0.2636 
   00001    0.6856   -3615.2184  0.2672 
   00002    0.6256   -4402.7489  0.2681 
   00003    0.5708   -5074.7052  0.2691 
   00004    0.5660   -5493.6560  0.2629 
   00005    0.5288   -5848.2564  0.2649 
   00006    0.5128   -6103.9473  0.2652 
   00007    0.5064   -6397.4801  0.2695 
   00008    0.5116   -6588.7308  0.2711 
   00009    0.4808   -6720.0129  0.2740 
   00010    0.4736   -6864.9462  0.2800 
   00011    0.4640   -6976.4103  0.2791 
   00012    0.4720   -7044.4406  0.2778 
   00013    0.4624   -7094.6977  0.2741 
   00014    0.4644   -7189.5878  0.2775 
   00015    0.4516   -7310.3430  0.2742 
   00016    0.4648   -7348.8878  0.2718 
   00017    0.4600   -7361.6360  0.2724 
   00018    0.4540   -7445.9106  0.2762 
   00019    0.4412   -7521.2011  0.2696 
   00020    0.4408   -7568.3910  0.2767 
   00021    0.4280   -7594.2150  0.2743 
   00022    0.4440   -7626.2427  0.2692 
   00023    0.4412   -7696.1721  0.2754 
   00024    0.4440   -7669.4189  0.2714 
   00025    0.4576   -7723.5481  0.2666 
   00026    0.4500   -7754.6652  0.2647 
   00027    0.4468   -7775.9143  0.2646 
   00028    0.4348   -7800.5318  0.2668 
   00029    0.4396   -7801.5153  0.2704 
   00030    0.4388   -7840.7719  0.2669 
   00031    0.4308   -7892.9896  0.2681 
   00032    0.4308   -7905.9525  0.2685 
   00033    0.4340   -7917.9284  0.2643 
   00034    0.4308   -7924.3934  0.2608 
   00035    0.4324   -7883.8987  0.2593 
   00036    0.4296   -7967.8085  0.2550 
   00037    0.4116   -7969.2330  0.2604 
   00038    0.4464   -7964.5088  0.2638 
   00039    0.4380   -8007.3138  0.2620 
   00040    0.4284   -8029.8794  0.2543 
   00041    0.4360   -8070.4705  0.2593 
   00042    0.4228   -8109.3851  0.2652 
   00043    0.4292   -8114.6977  0.2644 
   00044    0.4356   -8113.6882  0.2589 
   00045    0.4240   -8077.3831  0.2572 
   00046    0.4024   -8073.6868  0.2587 
   00047    0.4400   -8059.4614  0.2659 
   00048    0.4384   -8122.1709  0.2611 
   00049    0.4160   -8120.6915  0.2611 
   00050    0.4320   -8150.6071  0.2595 
   00051    0.4400   -8114.3609  0.2574 
   00052    0.4376   -8135.3584  0.2576 
   00053    0.4220   -8128.6285  0.2575 
   00054    0.4264   -8166.3576  0.2565 
   00055    0.4236   -8145.8079  0.2536 
   00056    0.4240   -8139.4875  0.2532 
   00057    0.4184   -8180.0021  0.2552 
   00058    0.4336   -8226.2573  0.2592 
   00059    0.4308   -8249.2085  0.2624 
   00060    0.4168   -8299.3721  0.2674 
   00061    0.4024   -8335.6432  0.2693 
   00062    0.4248   -8272.7018  0.2721 
   00063    0.4396   -8249.0859  0.2651 
   00064    0.4328   -8234.7050  0.2667 
   00065    0.4044   -8236.4991  0.2685 
   00066    0.4036   -8254.9213  0.2736 
   00067    0.3960   -8288.9006  0.2663 
   00068    0.4072   -8260.6852  0.2644 
   00069    0.4140   -8273.9640  0.2641 
   00070    0.4248   -8249.2006  0.2605 
   00071    0.4080   -8290.2868  0.2633 
   00072    0.4136   -8316.0822  0.2591 
   00073    0.4096   -8285.7145  0.2634 
   00074    0.4208   -8290.1069  0.2644 
   00075    0.3928   -8286.6402  0.2686 
   00076    0.4208   -8345.4131  0.2652 
   00077    0.4300   -8334.0905  0.2635 
   00078    0.4192   -8295.4966  0.2648 
   00079    0.4092   -8296.6809  0.2571 
   00080    0.4084   -8299.1250  0.2703 
   00081    0.4228   -8302.0186  0.2699 
   00082    0.4184   -8267.1720  0.2700 
   00083    0.4192   -8286.3819  0.2688 
   00084    0.4308   -8271.8975  0.2701 
   00085    0.4128   -8295.5113  0.2662 
   00086    0.4328   -8297.8004  0.2640 
   00087    0.4292   -8296.5881  0.2637 
   00088    0.4184   -8316.0578  0.2648 
   00089    0.4156   -8337.2507  0.2648 
   00090    0.3968   -8343.6433  0.2633 
   00091    0.4152   -8322.4553  0.2650 
   00092    0.4176   -8327.5607  0.2744 
   00093    0.4192   -8342.3956  0.2769 
   00094    0.4212   -8325.8369  0.2791 
   00095    0.4424   -8337.7740  0.2785 
   00096    0.4124   -8363.0321  0.2823 
   00097    0.4156   -8328.0968  0.2859 
   00098    0.4168   -8301.7655  0.2818 
   00099    0.4244   -8298.7247  0.2815 
   00100    0.4376   -8260.1309  0.2822 
   00101    0.4128   -8225.8401  0.2840 
   00102    0.4028   -8198.5503  0.2962 
   00103    0.4088   -8240.5692  0.2956 
