#=====================================================
# File created:        Mon-11-Mar-2024-at-04-19-12PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.226643
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2460.2767  0.2601 
   00001    0.6644   -3648.0569  0.2589 
   00002    0.6248   -4475.8555  0.2640 
   00003    0.5868   -5025.0532  0.2755 
   00004    0.5820   -5446.1162  0.2843 
   00005    0.5400   -5806.8589  0.2800 
   00006    0.5244   -6054.0300  0.2821 
   00007    0.5128   -6280.2345  0.2820 
   00008    0.5044   -6499.3056  0.2905 
   00009    0.4800   -6710.4465  0.2873 
   00010    0.5060   -6838.3105  0.2823 
   00011    0.4820   -6971.3038  0.2906 
   00012    0.4592   -7124.4869  0.2931 
   00013    0.4592   -7197.8212  0.3036 
   00014    0.4772   -7205.3094  0.3057 
   00015    0.4588   -7272.2272  0.3000 
   00016    0.4600   -7345.0741  0.2997 
   00017    0.4548   -7395.0791  0.2998 
   00018    0.4488   -7420.0789  0.3086 
   00019    0.4600   -7436.1700  0.3051 
   00020    0.4600   -7487.2815  0.3078 
   00021    0.4484   -7566.6838  0.2998 
   00022    0.4520   -7587.5171  0.3126 
   00023    0.4628   -7585.5399  0.3121 
   00024    0.4528   -7648.7649  0.3086 
   00025    0.4540   -7686.8948  0.3105 
   00026    0.4344   -7716.2799  0.3132 
   00027    0.4388   -7739.5418  0.3130 
   00028    0.4448   -7770.5060  0.3163 
   00029    0.4496   -7766.7560  0.3187 
   00030    0.4264   -7826.7287  0.3223 
   00031    0.4384   -7814.9576  0.3285 
   00032    0.4508   -7874.9812  0.3188 
   00033    0.4484   -7880.7278  0.3173 
   00034    0.4404   -7899.3125  0.3228 
   00035    0.4472   -7868.0574  0.3252 
   00036    0.4340   -7836.6832  0.3199 
   00037    0.4280   -7869.2241  0.3211 
   00038    0.4396   -7847.7045  0.3231 
   00039    0.4388   -7880.6336  0.3301 
   00040    0.4528   -7971.7855  0.3346 
   00041    0.4240   -7962.9739  0.3327 
   00042    0.4484   -7993.3403  0.3335 
   00043    0.4276   -7989.1335  0.3334 
   00044    0.4376   -7972.3692  0.3377 
   00045    0.4164   -7971.3813  0.3366 
   00046    0.4420   -7939.2891  0.3346 
   00047    0.4308   -7970.0212  0.3345 
   00048    0.4344   -7961.6002  0.3325 
   00049    0.4356   -8000.7050  0.3297 
   00050    0.4224   -8031.3831  0.3310 
