#=====================================================
# File created:        Sun-03-Mar-2024-at-12-00-11AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.136246
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2554.0561  0.2569 
   00001    0.6820   -3729.1164  0.2694 
   00002    0.6100   -4460.9371  0.2776 
   00003    0.5872   -5050.8681  0.2784 
   00004    0.5484   -5442.4680  0.2923 
   00005    0.5420   -5772.7419  0.3062 
   00006    0.5332   -6010.6616  0.3137 
   00007    0.5148   -6272.7182  0.3149 
   00008    0.4952   -6497.2401  0.3220 
   00009    0.5016   -6712.8135  0.3242 
   00010    0.4780   -6865.9895  0.3367 
   00011    0.4780   -7028.7579  0.3393 
   00012    0.4648   -7177.1658  0.3427 
   00013    0.4500   -7288.6526  0.3355 
   00014    0.4764   -7410.2919  0.3425 
   00015    0.4444   -7498.6618  0.3443 
   00016    0.4512   -7584.5854  0.3530 
   00017    0.4528   -7616.8212  0.3516 
   00018    0.4368   -7676.2820  0.3498 
   00019    0.4312   -7730.6344  0.3608 
   00020    0.4488   -7775.9038  0.3638 
   00021    0.4488   -7845.9060  0.3724 
   00022    0.4536   -7804.8820  0.3712 
   00023    0.4164   -7818.9301  0.3640 
   00024    0.4628   -7861.9377  0.3629 
   00025    0.4412   -7862.2917  0.3588 
   00026    0.4544   -7847.9699  0.3589 
   00027    0.4372   -7856.9568  0.3555 
   00028    0.4356   -7856.9919  0.3481 
   00029    0.4380   -7870.5934  0.3487 
   00030    0.4340   -7905.9394  0.3456 
   00031    0.4356   -7930.2821  0.3491 
   00032    0.4384   -7959.4097  0.3483 
   00033    0.4172   -7967.7583  0.3511 
   00034    0.4240   -8023.1569  0.3494 
   00035    0.4292   -8026.5953  0.3485 
   00036    0.4036   -8055.4729  0.3531 
   00037    0.4044   -8103.3147  0.3549 
   00038    0.4152   -8094.7691  0.3498 
   00039    0.4224   -8171.2086  0.3472 
   00040    0.4352   -8157.1701  0.3504 
   00041    0.4180   -8147.8658  0.3538 
   00042    0.4152   -8143.0584  0.3529 
   00043    0.4152   -8158.6773  0.3562 
   00044    0.4292   -8175.8834  0.3540 
   00045    0.4204   -8194.5145  0.3494 
   00046    0.4328   -8203.2036  0.3498 
   00047    0.4016   -8191.7943  0.3536 
   00048    0.4276   -8180.3820  0.3496 
   00049    0.4188   -8210.1252  0.3515 
   00050    0.4280   -8264.3908  0.3523 
