#=====================================================
# File created:        Mon-11-Mar-2024-at-05-08-18PM
# Size of lattice:     50x50
# Number of MC steps:  75
# Reduced temperature: 0.500
# Run time (s):        0.834368
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2432.7498  0.2671 
   00001    0.6748   -3735.1390  0.2705 
   00002    0.6040   -4572.5459  0.2748 
   00003    0.5808   -5025.1920  0.2804 
   00004    0.5584   -5456.7784  0.2884 
   00005    0.5452   -5740.8920  0.2937 
   00006    0.5244   -6031.4947  0.3041 
   00007    0.5020   -6294.4517  0.3025 
   00008    0.5296   -6476.9376  0.3020 
   00009    0.4832   -6654.3966  0.2934 
   00010    0.4756   -6852.7336  0.2908 
   00011    0.4712   -6994.6156  0.2925 
   00012    0.4632   -7116.7607  0.2973 
   00013    0.4724   -7232.5922  0.2982 
   00014    0.4648   -7278.3233  0.3031 
   00015    0.4492   -7255.1994  0.3077 
   00016    0.4736   -7369.7648  0.3091 
   00017    0.4608   -7476.2054  0.3081 
   00018    0.4520   -7543.7201  0.3077 
   00019    0.4544   -7589.6839  0.3108 
   00020    0.4528   -7644.2793  0.3145 
   00021    0.4476   -7741.7660  0.3210 
   00022    0.4392   -7767.0016  0.3220 
   00023    0.4564   -7759.0590  0.3277 
   00024    0.4200   -7767.3071  0.3287 
   00025    0.4328   -7832.2599  0.3268 
   00026    0.4256   -7859.0582  0.3304 
   00027    0.4496   -7844.4173  0.3309 
   00028    0.4332   -7827.6436  0.3347 
   00029    0.4484   -7858.8918  0.3371 
   00030    0.4428   -7856.6815  0.3406 
   00031    0.4376   -7941.7025  0.3364 
   00032    0.4304   -7948.6982  0.3392 
   00033    0.4404   -7955.2501  0.3390 
   00034    0.4448   -7937.0559  0.3443 
   00035    0.4240   -7902.2409  0.3421 
   00036    0.4408   -7942.9280  0.3381 
   00037    0.4372   -7939.6291  0.3345 
   00038    0.4340   -8022.5523  0.3371 
   00039    0.4204   -8008.4543  0.3372 
   00040    0.4208   -8030.5241  0.3422 
   00041    0.4264   -8070.2505  0.3424 
   00042    0.4320   -8077.2480  0.3487 
   00043    0.4380   -8083.1802  0.3490 
   00044    0.4308   -8063.7979  0.3468 
   00045    0.4204   -8045.8169  0.3487 
   00046    0.4024   -8079.2763  0.3474 
   00047    0.4272   -8130.6430  0.3409 
   00048    0.4116   -8122.5970  0.3375 
   00049    0.4308   -8121.3377  0.3382 
   00050    0.4144   -8174.1916  0.3351 
   00051    0.4184   -8128.8900  0.3397 
   00052    0.4152   -8136.1867  0.3378 
   00053    0.4196   -8166.4819  0.3476 
   00054    0.4356   -8171.6943  0.3476 
   00055    0.4280   -8212.5106  0.3390 
   00056    0.4432   -8183.7522  0.3369 
   00057    0.4280   -8239.5156  0.3399 
   00058    0.4144   -8257.5151  0.3452 
   00059    0.4356   -8227.2732  0.3476 
   00060    0.4032   -8211.0836  0.3462 
   00061    0.4224   -8159.0245  0.3505 
   00062    0.4196   -8135.9502  0.3489 
   00063    0.4168   -8139.0071  0.3431 
   00064    0.4216   -8202.7969  0.3444 
   00065    0.4288   -8226.4881  0.3476 
   00066    0.4348   -8269.6971  0.3503 
   00067    0.3932   -8287.9387  0.3527 
   00068    0.4176   -8271.6400  0.3623 
   00069    0.4348   -8259.8840  0.3702 
   00070    0.4156   -8224.8684  0.3625 
   00071    0.4248   -8278.7118  0.3523 
   00072    0.4220   -8243.8309  0.3591 
   00073    0.4188   -8241.2747  0.3611 
   00074    0.4272   -8254.8379  0.3648 
   00075    0.4124   -8282.1442  0.3650 
