#=====================================================
# File created:        Sat-09-Mar-2024-at-05-28-07PM
# Size of lattice:     25x25
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.540182
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -647.1440  0.2724 
   00001    0.6720    -948.7312  0.2554 
   00002    0.6224   -1134.2923  0.2656 
   00003    0.5504   -1296.9090  0.2725 
   00004    0.5776   -1376.9448  0.2818 
   00005    0.5648   -1441.8454  0.2944 
   00006    0.5120   -1499.4028  0.2922 
   00007    0.4784   -1551.8072  0.3197 
   00008    0.5120   -1600.9715  0.3031 
   00009    0.5008   -1649.4137  0.2997 
   00010    0.4608   -1679.4623  0.3107 
   00011    0.4608   -1731.1725  0.3340 
   00012    0.4624   -1776.1797  0.3403 
   00013    0.4544   -1827.7167  0.3499 
   00014    0.4800   -1818.2373  0.3546 
   00015    0.4640   -1828.2567  0.3430 
   00016    0.4608   -1857.2072  0.3490 
   00017    0.4624   -1868.5195  0.3514 
   00018    0.4912   -1888.3189  0.3604 
   00019    0.4432   -1905.8413  0.3622 
   00020    0.4176   -1909.5788  0.3686 
   00021    0.4256   -1915.8120  0.3550 
   00022    0.4368   -1914.4834  0.3594 
   00023    0.4144   -1930.4514  0.3617 
   00024    0.4944   -1919.3917  0.3640 
   00025    0.4272   -1941.2604  0.3604 
   00026    0.4624   -1960.1948  0.3690 
   00027    0.4640   -1959.6745  0.3601 
   00028    0.4080   -1939.1047  0.3646 
   00029    0.4480   -1948.1508  0.3773 
   00030    0.4352   -1955.0086  0.3767 
   00031    0.4416   -1946.6897  0.3862 
   00032    0.4272   -1947.3770  0.3720 
   00033    0.4416   -1954.8006  0.3684 
   00034    0.4544   -1972.3979  0.3735 
   00035    0.4784   -1954.4863  0.3843 
   00036    0.4240   -1983.2671  0.3884 
   00037    0.4464   -1966.6840  0.3959 
   00038    0.4432   -1981.8906  0.3931 
   00039    0.4384   -1978.7538  0.4024 
   00040    0.4416   -1987.0429  0.4006 
   00041    0.4688   -1981.7667  0.4087 
   00042    0.4192   -2014.9873  0.4194 
   00043    0.4096   -2031.0576  0.4293 
   00044    0.4560   -2025.0024  0.4229 
   00045    0.4112   -2038.1409  0.4301 
   00046    0.4256   -2008.9117  0.4375 
   00047    0.4208   -2005.0665  0.4416 
   00048    0.4624   -2012.5477  0.4418 
   00049    0.3824   -2043.1680  0.4299 
   00050    0.4032   -2050.0782  0.4280 
