#=====================================================
# File created:        Mon-11-Mar-2024-at-01-18-40PM
# Size of lattice:     50x50
# Number of MC steps:  250
# Reduced temperature: 0.500
# Run time (s):        15.150068
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2380.9039  0.2670 
   00001    0.6884   -3726.4558  0.2708 
   00002    0.6096   -4553.2610  0.2702 
   00003    0.5860   -5123.5196  0.2763 
   00004    0.5460   -5566.2586  0.2820 
   00005    0.5464   -5900.9348  0.2801 
   00006    0.5036   -6170.6828  0.2774 
   00007    0.5032   -6394.5277  0.2803 
   00008    0.5120   -6563.2465  0.2734 
   00009    0.4956   -6716.1949  0.2651 
   00010    0.4608   -6872.6876  0.2664 
   00011    0.4748   -6984.6449  0.2746 
   00012    0.4856   -7066.4199  0.2774 
   00013    0.4616   -7144.7833  0.2805 
   00014    0.4556   -7278.6058  0.2876 
   00015    0.4496   -7344.1955  0.2938 
   00016    0.4632   -7391.9741  0.2894 
   00017    0.4512   -7441.9474  0.2900 
   00018    0.4616   -7465.0740  0.2855 
   00019    0.4660   -7445.3601  0.2803 
   00020    0.4488   -7500.2167  0.2816 
   00021    0.4556   -7512.0832  0.2784 
   00022    0.4536   -7537.1776  0.2870 
   00023    0.4344   -7579.6898  0.2785 
   00024    0.4368   -7652.7640  0.2796 
   00025    0.4512   -7711.5872  0.2772 
   00026    0.4508   -7751.3946  0.2790 
   00027    0.4440   -7753.8321  0.2821 
   00028    0.4300   -7773.1291  0.2809 
   00029    0.4348   -7804.1819  0.2743 
   00030    0.4392   -7855.4616  0.2671 
   00031    0.4328   -7833.8316  0.2653 
   00032    0.4372   -7906.8337  0.2695 
   00033    0.4480   -7893.5616  0.2718 
   00034    0.4296   -7899.4193  0.2689 
   00035    0.4556   -7903.1079  0.2651 
   00036    0.4392   -7896.7865  0.2656 
   00037    0.4476   -7922.3575  0.2658 
   00038    0.4432   -7959.9143  0.2599 
   00039    0.4236   -7980.5445  0.2659 
   00040    0.4272   -8031.9721  0.2675 
   00041    0.4340   -8046.4517  0.2704 
   00042    0.4144   -8081.9519  0.2700 
   00043    0.4252   -8082.2881  0.2723 
   00044    0.4292   -8077.2381  0.2776 
   00045    0.4304   -8131.4600  0.2725 
   00046    0.4208   -8092.9786  0.2697 
   00047    0.4356   -8136.3719  0.2708 
   00048    0.4220   -8120.5601  0.2786 
   00049    0.4148   -8128.6480  0.2829 
   00050    0.4288   -8187.9037  0.2800 
   00051    0.4220   -8147.3179  0.2745 
   00052    0.4448   -8130.4191  0.2762 
   00053    0.4204   -8128.6858  0.2781 
   00054    0.4292   -8174.4625  0.2787 
   00055    0.4376   -8164.6767  0.2810 
   00056    0.4272   -8208.9751  0.2809 
   00057    0.4100   -8264.3704  0.2818 
   00058    0.4288   -8278.4023  0.2789 
   00059    0.4320   -8251.3497  0.2790 
   00060    0.4112   -8286.5163  0.2724 
   00061    0.4228   -8288.9272  0.2751 
   00062    0.4160   -8285.5311  0.2782 
   00063    0.4096   -8286.5857  0.2790 
   00064    0.4144   -8270.6254  0.2797 
   00065    0.4068   -8237.9813  0.2792 
   00066    0.4140   -8228.0859  0.2829 
   00067    0.4152   -8227.6395  0.2875 
   00068    0.3960   -8285.6937  0.2905 
   00069    0.4080   -8301.7080  0.2875 
   00070    0.4304   -8277.6743  0.2889 
   00071    0.4328   -8278.4512  0.2916 
   00072    0.4264   -8315.0487  0.2896 
   00073    0.4236   -8323.8757  0.2828 
   00074    0.4060   -8283.3094  0.2805 
   00075    0.4332   -8349.3428  0.2857 
   00076    0.4172   -8335.2943  0.2866 
   00077    0.3992   -8310.9702  0.2877 
   00078    0.4168   -8343.7537  0.2939 
   00079    0.4212   -8305.2665  0.2890 
   00080    0.4204   -8330.7476  0.2858 
   00081    0.3996   -8361.8116  0.2870 
   00082    0.4132   -8355.3212  0.2866 
   00083    0.4104   -8366.7878  0.2879 
   00084    0.4056   -8386.9805  0.2933 
   00085    0.4080   -8352.2470  0.2897 
   00086    0.4116   -8360.4881  0.2818 
   00087    0.4164   -8385.9384  0.2795 
   00088    0.4108   -8383.0618  0.2785 
   00089    0.4104   -8392.0114  0.2734 
   00090    0.4020   -8333.6363  0.2752 
   00091    0.4072   -8295.8434  0.2677 
   00092    0.4144   -8258.2406  0.2738 
   00093    0.4308   -8276.1107  0.2792 
   00094    0.4216   -8342.4102  0.2767 
   00095    0.4220   -8306.9731  0.2781 
   00096    0.4164   -8307.2916  0.2781 
   00097    0.4052   -8268.7703  0.2772 
   00098    0.4356   -8304.0992  0.2770 
   00099    0.4340   -8294.5749  0.2730 
   00100    0.4144   -8340.3349  0.2693 
   00101    0.4256   -8362.2401  0.2668 
   00102    0.4244   -8312.2790  0.2775 
   00103    0.4328   -8336.1538  0.2740 
   00104    0.4216   -8307.8649  0.2743 
   00105    0.4132   -8286.8972  0.2840 
   00106    0.4252   -8252.8532  0.2850 
   00107    0.4076   -8242.7805  0.2883 
   00108    0.4220   -8264.0210  0.2840 
   00109    0.4212   -8267.7716  0.2852 
   00110    0.4256   -8284.5017  0.2806 
   00111    0.4208   -8279.8243  0.2768 
   00112    0.4196   -8325.8579  0.2762 
   00113    0.4136   -8312.8754  0.2703 
   00114    0.4244   -8320.9909  0.2708 
   00115    0.4312   -8335.2274  0.2744 
   00116    0.4164   -8306.6870  0.2781 
   00117    0.4056   -8301.0279  0.2804 
   00118    0.4152   -8326.3314  0.2857 
   00119    0.4192   -8316.2061  0.2862 
   00120    0.4236   -8348.7526  0.2908 
   00121    0.3980   -8319.1232  0.2941 
   00122    0.4124   -8333.0908  0.2961 
   00123    0.4068   -8361.0534  0.2998 
   00124    0.4316   -8306.1605  0.3049 
   00125    0.4252   -8247.4131  0.3040 
   00126    0.4232   -8283.1228  0.3057 
   00127    0.4108   -8270.9557  0.3068 
   00128    0.4148   -8298.4185  0.3147 
   00129    0.4240   -8331.1635  0.3185 
   00130    0.4408   -8298.1562  0.3172 
   00131    0.4284   -8297.8197  0.3107 
   00132    0.4092   -8319.7213  0.3121 
   00133    0.4244   -8337.7624  0.3113 
   00134    0.4204   -8330.9764  0.3173 
   00135    0.3992   -8313.3548  0.3180 
   00136    0.4300   -8375.1888  0.3195 
   00137    0.4052   -8368.2554  0.3235 
   00138    0.4244   -8370.5586  0.3234 
   00139    0.4248   -8346.3502  0.3211 
   00140    0.4156   -8333.3019  0.3281 
   00141    0.4184   -8330.0751  0.3331 
   00142    0.4104   -8331.5392  0.3337 
   00143    0.4140   -8305.0338  0.3358 
   00144    0.4080   -8302.0760  0.3403 
   00145    0.4240   -8339.1313  0.3404 
   00146    0.4012   -8322.1769  0.3421 
   00147    0.4256   -8272.4314  0.3473 
   00148    0.4308   -8304.3865  0.3406 
   00149    0.4164   -8298.0926  0.3459 
   00150    0.4276   -8300.3951  0.3448 
   00151    0.4188   -8295.7968  0.3456 
   00152    0.4224   -8340.8315  0.3456 
   00153    0.4052   -8347.5852  0.3486 
   00154    0.4044   -8361.5065  0.3514 
   00155    0.4228   -8365.4823  0.3533 
   00156    0.4128   -8380.1672  0.3513 
   00157    0.4308   -8387.0341  0.3513 
   00158    0.4076   -8398.1291  0.3529 
   00159    0.4248   -8413.8979  0.3515 
   00160    0.4356   -8419.3485  0.3453 
   00161    0.4168   -8389.2780  0.3447 
   00162    0.4164   -8391.0733  0.3431 
   00163    0.3904   -8362.8997  0.3421 
   00164    0.4016   -8373.5222  0.3407 
   00165    0.4204   -8360.3959  0.3398 
   00166    0.4068   -8386.9511  0.3407 
   00167    0.4148   -8418.2064  0.3503 
   00168    0.4204   -8358.2915  0.3442 
   00169    0.4336   -8381.3064  0.3412 
   00170    0.4116   -8410.2959  0.3382 
   00171    0.4120   -8412.7195  0.3338 
   00172    0.4108   -8409.8756  0.3378 
   00173    0.4220   -8420.3865  0.3377 
   00174    0.4088   -8405.8000  0.3355 
   00175    0.4200   -8419.6970  0.3328 
   00176    0.4016   -8410.8144  0.3278 
   00177    0.4240   -8364.2205  0.3268 
   00178    0.4132   -8325.6052  0.3262 
   00179    0.4304   -8322.9887  0.3282 
   00180    0.4324   -8265.7673  0.3242 
   00181    0.4400   -8361.5222  0.3293 
   00182    0.4200   -8331.9023  0.3316 
   00183    0.4368   -8338.1498  0.3236 
   00184    0.4200   -8358.9277  0.3244 
   00185    0.4240   -8366.4129  0.3275 
   00186    0.4112   -8354.4773  0.3243 
   00187    0.4092   -8318.6166  0.3211 
   00188    0.4288   -8340.1673  0.3238 
   00189    0.4248   -8370.3396  0.3246 
   00190    0.4152   -8334.0263  0.3307 
   00191    0.4028   -8371.6121  0.3320 
   00192    0.4124   -8389.1379  0.3300 
   00193    0.4152   -8421.3238  0.3314 
   00194    0.4120   -8345.4372  0.3270 
   00195    0.4100   -8351.9730  0.3264 
   00196    0.4264   -8358.4888  0.3271 
   00197    0.4224   -8368.9433  0.3262 
   00198    0.4220   -8330.6891  0.3201 
   00199    0.4256   -8355.0162  0.3176 
   00200    0.4312   -8382.7725  0.3185 
