#=====================================================
# File created:        Tue-12-Mar-2024-at-06-24-17PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.491562
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2514.3666  0.2677 
   00001    0.6860   -3745.0708  0.2720 
   00002    0.6248   -4573.3528  0.2799 
   00003    0.5632   -5109.5176  0.2850 
   00004    0.5608   -5522.1130  0.2929 
   00005    0.5240   -5901.3066  0.2932 
   00006    0.5108   -6117.1437  0.2933 
   00007    0.5108   -6310.5255  0.2957 
   00008    0.4924   -6522.9150  0.2969 
   00009    0.5012   -6659.0697  0.3014 
   00010    0.4920   -6790.5913  0.3078 
   00011    0.4696   -6937.4651  0.3219 
   00012    0.4692   -7057.7425  0.3280 
   00013    0.4656   -7115.3826  0.3293 
   00014    0.4488   -7229.6806  0.3326 
   00015    0.4808   -7293.4041  0.3309 
   00016    0.4348   -7412.3663  0.3421 
   00017    0.4620   -7451.6727  0.3453 
   00018    0.4488   -7460.7334  0.3490 
   00019    0.4468   -7487.9313  0.3483 
   00020    0.4348   -7542.5035  0.3491 
   00021    0.4432   -7602.1579  0.3533 
   00022    0.4500   -7658.4469  0.3564 
   00023    0.4552   -7671.2970  0.3608 
   00024    0.4448   -7696.3447  0.3682 
   00025    0.4468   -7683.6022  0.3788 
   00026    0.4448   -7777.1553  0.3789 
   00027    0.4144   -7790.4657  0.3834 
   00028    0.4492   -7845.7784  0.3839 
   00029    0.4492   -7835.3253  0.3856 
   00030    0.4312   -7889.7095  0.3879 
   00031    0.4592   -7872.1411  0.3811 
   00032    0.4536   -7910.7292  0.3793 
   00033    0.4676   -7937.2260  0.3787 
   00034    0.4380   -7953.8175  0.3696 
   00035    0.4392   -7930.9997  0.3699 
   00036    0.4204   -7936.4444  0.3731 
   00037    0.4440   -7962.1075  0.3869 
   00038    0.4304   -7990.9929  0.3930 
   00039    0.4308   -8012.1266  0.3906 
   00040    0.4324   -8042.0725  0.3867 
   00041    0.4164   -8068.6938  0.3918 
   00042    0.4308   -8032.1295  0.3948 
   00043    0.4276   -8038.6003  0.4020 
   00044    0.4192   -8059.0811  0.4018 
   00045    0.4220   -8073.8030  0.4014 
   00046    0.4288   -8074.6434  0.4013 
   00047    0.4300   -8048.7586  0.4048 
   00048    0.4292   -8097.2050  0.4105 
   00049    0.4180   -8091.2086  0.4112 
   00050    0.4400   -8132.5466  0.4113 
