#=====================================================
# File created:        Sat-09-Mar-2024-at-05-12-34PM
# Size of lattice:     25x25
# Number of MC steps:  50
# Reduced temperature: 50.000
# Run time (s):        0.415064
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -605.0700  0.2708 
   00001    0.9952    -650.1485  0.2721 
   00002    0.9824    -691.5447  0.2674 
   00003    0.9888    -594.0469  0.2753 
   00004    0.9888    -603.6758  0.2653 
   00005    0.9904    -592.9373  0.2763 
   00006    0.9856    -657.9848  0.2622 
   00007    0.9872    -686.0783  0.2755 
   00008    0.9824    -605.8002  0.2684 
   00009    0.9856    -655.1105  0.2767 
   00010    0.9936    -599.7559  0.2684 
   00011    0.9920    -707.7055  0.3095 
   00012    0.9856    -652.0510  0.2825 
   00013    0.9840    -611.4209  0.2537 
   00014    0.9888    -668.4775  0.2592 
   00015    0.9872    -586.5636  0.2596 
   00016    0.9792    -619.1173  0.2578 
   00017    0.9920    -653.9474  0.2570 
   00018    0.9888    -603.1111  0.2639 
   00019    0.9872    -601.7808  0.2911 
   00020    0.9840    -647.3975  0.2647 
   00021    0.9952    -634.3705  0.2680 
   00022    0.9840    -609.1363  0.2826 
   00023    0.9904    -622.1522  0.2692 
   00024    0.9856    -621.1932  0.2577 
   00025    0.9968    -678.4054  0.2615 
   00026    0.9936    -587.9119  0.2690 
   00027    0.9856    -628.0386  0.3003 
   00028    0.9872    -676.8053  0.2698 
   00029    0.9904    -714.2221  0.2962 
   00030    0.9920    -661.9089  0.3246 
   00031    0.9824    -575.3713  0.2732 
   00032    0.9888    -648.7479  0.2842 
   00033    0.9904    -697.3854  0.2580 
   00034    0.9936    -602.6693  0.2802 
   00035    0.9904    -675.8951  0.2990 
   00036    0.9872    -588.3469  0.2909 
   00037    0.9984    -701.7707  0.2789 
   00038    0.9904    -610.9104  0.2649 
   00039    0.9968    -646.3785  0.2850 
   00040    0.9888    -545.0473  0.2683 
   00041    0.9920    -646.6302  0.2734 
   00042    0.9808    -667.8855  0.2672 
   00043    0.9888    -632.5150  0.2655 
   00044    0.9888    -696.3091  0.2624 
   00045    0.9920    -600.3828  0.2544 
   00046    0.9856    -563.6883  0.2615 
   00047    0.9840    -624.1163  0.2827 
   00048    0.9904    -634.3174  0.2704 
   00049    0.9952    -574.2469  0.2957 
   00050    0.9872    -634.8022  0.3278 
