#=====================================================
# File created:        Sat-09-Mar-2024-at-06-05-02PM
# Size of lattice:     25x25
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.014944
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -673.4434  0.2869 
   00001    0.6960    -949.3420  0.2819 
   00002    0.6144   -1115.4159  0.2978 
   00003    0.5904   -1284.2129  0.2957 
   00004    0.5264   -1397.9906  0.2909 
   00005    0.5136   -1478.4786  0.2935 
   00006    0.4784   -1551.6957  0.3015 
   00007    0.5072   -1598.2368  0.3292 
   00008    0.5024   -1659.8739  0.3454 
   00009    0.5360   -1705.6320  0.3427 
   00010    0.4800   -1735.1648  0.3436 
   00011    0.5120   -1762.9556  0.3418 
   00012    0.4960   -1782.3411  0.3325 
   00013    0.4608   -1767.4592  0.3411 
   00014    0.4496   -1787.3403  0.3420 
   00015    0.4160   -1796.0708  0.3384 
   00016    0.4400   -1828.8877  0.3380 
   00017    0.4320   -1842.0051  0.3465 
   00018    0.4496   -1853.2775  0.3433 
   00019    0.4464   -1865.0704  0.3376 
   00020    0.4320   -1882.6792  0.3111 
   00021    0.4496   -1889.5688  0.3082 
   00022    0.4416   -1902.4349  0.3077 
   00023    0.4480   -1917.8503  0.3038 
   00024    0.5008   -1933.6237  0.3044 
   00025    0.4512   -1932.3585  0.3189 
   00026    0.4624   -1932.9225  0.3204 
   00027    0.4528   -1937.5614  0.3130 
   00028    0.4496   -1929.6597  0.3174 
   00029    0.4560   -1939.7902  0.3230 
   00030    0.4800   -1957.8279  0.3137 
   00031    0.4032   -1996.0314  0.3182 
   00032    0.4224   -1981.0610  0.3153 
   00033    0.4256   -1966.0142  0.2994 
   00034    0.4368   -1978.2942  0.3110 
   00035    0.4352   -1985.3665  0.3117 
   00036    0.4560   -1994.5420  0.3170 
   00037    0.4512   -1984.2966  0.3389 
   00038    0.4176   -1980.9106  0.3391 
   00039    0.4784   -1978.9370  0.3480 
   00040    0.4352   -1998.5812  0.3543 
   00041    0.4448   -2002.1071  0.3630 
   00042    0.4032   -1991.2816  0.3443 
   00043    0.4352   -1988.2518  0.3484 
   00044    0.4512   -1988.8441  0.3528 
   00045    0.4496   -1950.2542  0.3575 
   00046    0.4528   -1966.2264  0.3521 
   00047    0.4512   -1974.5977  0.3558 
   00048    0.4576   -1973.3993  0.3533 
   00049    0.4576   -1998.5579  0.3581 
   00050    0.4576   -1976.0463  0.3510 
