#=====================================================
# File created:        Mon-11-Mar-2024-at-01-28-07PM
# Size of lattice:     50x50
# Number of MC steps:  25
# Reduced temperature: 0.500
# Run time (s):        0.773176
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2610.2656  0.2583 
   00001    0.6716   -3836.5085  0.2728 
   00002    0.6292   -4669.7845  0.2850 
   00003    0.5892   -5206.8920  0.2891 
   00004    0.5576   -5602.2567  0.2908 
   00005    0.5524   -6005.7664  0.2919 
   00006    0.5076   -6320.3660  0.2875 
   00007    0.5104   -6490.8602  0.2813 
   00008    0.5048   -6703.6899  0.2837 
   00009    0.4876   -6873.0869  0.2820 
   00010    0.4912   -6980.7701  0.2782 
   00011    0.4940   -7095.4866  0.2726 
   00012    0.4508   -7177.1605  0.2713 
   00013    0.4660   -7255.9150  0.2768 
   00014    0.4552   -7354.9349  0.2800 
   00015    0.4680   -7398.5199  0.2840 
   00016    0.4416   -7456.2740  0.2843 
   00017    0.4508   -7517.5120  0.2788 
   00018    0.4548   -7535.2669  0.2719 
   00019    0.4652   -7540.3679  0.2770 
   00020    0.4384   -7612.7094  0.2834 
   00021    0.4288   -7686.4123  0.2824 
   00022    0.4292   -7627.5684  0.2870 
   00023    0.4696   -7706.5392  0.2930 
   00024    0.4540   -7721.3781  0.3021 
   00025    0.4468   -7756.1855  0.3079 
