#=====================================================
# File created:        Sat-09-Mar-2024-at-07-14-47PM
# Size of lattice:     150x150
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        14.095576
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -22553.9147  0.2605 
   00001    0.6811  -33180.4464  0.2636 
   00002    0.6187  -40565.7305  0.2647 
   00003    0.5784  -45706.9489  0.2661 
   00004    0.5610  -49593.1969  0.2690 
   00005    0.5340  -52884.2649  0.2698 
   00006    0.5212  -55150.7126  0.2670 
   00007    0.5094  -57191.8100  0.2693 
   00008    0.4939  -59033.0595  0.2688 
   00009    0.4915  -60431.3690  0.2681 
   00010    0.4840  -61680.5974  0.2656 
   00011    0.4776  -62761.1229  0.2659 
   00012    0.4719  -63642.5339  0.2669 
   00013    0.4700  -64514.1057  0.2665 
   00014    0.4594  -65288.3913  0.2612 
   00015    0.4623  -65999.7590  0.2631 
   00016    0.4560  -66857.1906  0.2632 
   00017    0.4503  -67340.4706  0.2673 
   00018    0.4490  -67845.6127  0.2687 
   00019    0.4465  -68466.3258  0.2673 
   00020    0.4494  -68881.9613  0.2650 
   00021    0.4500  -69182.8559  0.2656 
   00022    0.4424  -69469.0798  0.2677 
   00023    0.4436  -69797.7735  0.2660 
   00024    0.4381  -69965.4148  0.2662 
   00025    0.4412  -70160.0295  0.2661 
   00026    0.4329  -70305.9133  0.2683 
   00027    0.4284  -70632.6463  0.2688 
   00028    0.4340  -70964.7103  0.2705 
   00029    0.4320  -71154.4519  0.2704 
   00030    0.4320  -71244.7376  0.2692 
   00031    0.4357  -71203.2167  0.2678 
   00032    0.4361  -71332.9105  0.2677 
   00033    0.4300  -71572.5945  0.2632 
   00034    0.4319  -71694.4426  0.2650 
   00035    0.4299  -71876.9121  0.2624 
   00036    0.4299  -72074.0977  0.2645 
   00037    0.4310  -72238.9826  0.2623 
   00038    0.4308  -72302.4108  0.2617 
   00039    0.4324  -72432.1665  0.2619 
   00040    0.4258  -72570.3982  0.2629 
   00041    0.4333  -72511.5283  0.2616 
   00042    0.4258  -72497.1757  0.2639 
   00043    0.4332  -72594.6942  0.2636 
   00044    0.4288  -72751.9627  0.2631 
   00045    0.4279  -72802.3137  0.2620 
   00046    0.4278  -72835.8978  0.2618 
   00047    0.4278  -72981.0664  0.2615 
   00048    0.4250  -72904.1208  0.2626 
   00049    0.4187  -72935.7074  0.2643 
   00050    0.4246  -73185.4628  0.2630 
