#=====================================================
# File created:        Tue-12-Mar-2024-at-06-26-08PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.214910
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2507.3550  0.2540 
   00001    0.6904   -3777.9428  0.2671 
   00002    0.6152   -4605.9260  0.2747 
   00003    0.5648   -5081.8970  0.2710 
   00004    0.5612   -5599.5611  0.2818 
   00005    0.5340   -5961.7261  0.2869 
   00006    0.5084   -6235.1060  0.2974 
   00007    0.5052   -6503.8711  0.3092 
   00008    0.4936   -6720.5693  0.3133 
   00009    0.4844   -6896.8798  0.3087 
   00010    0.4588   -7015.3983  0.3090 
   00011    0.4828   -7156.8932  0.3075 
   00012    0.4840   -7269.1557  0.3151 
   00013    0.4528   -7352.1673  0.3217 
   00014    0.4480   -7409.4876  0.3230 
   00015    0.4484   -7450.5108  0.3272 
   00016    0.4568   -7483.7893  0.3270 
   00017    0.4352   -7517.2606  0.3320 
   00018    0.4428   -7624.0745  0.3311 
   00019    0.4480   -7676.9839  0.3237 
   00020    0.4360   -7671.8783  0.3164 
   00021    0.4444   -7688.3945  0.3129 
   00022    0.4448   -7737.7546  0.3147 
   00023    0.4448   -7815.1583  0.3167 
   00024    0.4544   -7785.8650  0.3192 
   00025    0.4252   -7862.7104  0.3212 
   00026    0.4492   -7854.3547  0.3204 
   00027    0.4404   -7922.4936  0.3213 
   00028    0.4504   -7931.1461  0.3144 
   00029    0.4380   -7901.2226  0.3170 
   00030    0.4276   -7880.0466  0.3183 
   00031    0.4356   -7857.8012  0.3183 
   00032    0.4160   -7889.2821  0.3252 
   00033    0.4388   -7914.2710  0.3230 
   00034    0.4324   -7915.4868  0.3227 
   00035    0.4368   -7900.8309  0.3222 
   00036    0.4208   -7919.1479  0.3245 
   00037    0.4400   -7959.1167  0.3252 
   00038    0.4228   -7991.4831  0.3219 
   00039    0.4272   -8010.9867  0.3213 
   00040    0.4388   -8041.4652  0.3182 
   00041    0.4348   -8032.2072  0.3194 
   00042    0.4272   -8077.4869  0.3219 
   00043    0.4232   -8102.3994  0.3223 
   00044    0.4280   -8042.8562  0.3219 
   00045    0.4244   -8060.8291  0.3201 
   00046    0.4120   -8052.5889  0.3181 
   00047    0.4376   -8057.2434  0.3150 
   00048    0.4392   -8119.8178  0.3184 
   00049    0.4252   -8102.9643  0.3113 
   00050    0.4332   -8115.7161  0.3040 
