#=====================================================
# File created:        Sat-09-Mar-2024-at-06-04-20PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.045862
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2532.9045  0.2655 
   00001    0.7068   -3812.1633  0.2638 
   00002    0.6096   -4554.3491  0.2722 
   00003    0.5720   -5115.4922  0.2782 
   00004    0.5752   -5551.7095  0.2757 
   00005    0.5428   -5837.2310  0.2715 
   00006    0.5156   -6119.3032  0.2730 
   00007    0.5084   -6374.5850  0.2813 
   00008    0.5024   -6554.9761  0.2889 
   00009    0.4716   -6717.6260  0.2930 
   00010    0.4804   -6868.1372  0.2991 
   00011    0.4740   -6998.0898  0.2974 
   00012    0.4748   -7075.7808  0.2946 
   00013    0.4692   -7224.2476  0.3041 
   00014    0.4708   -7303.1938  0.3060 
   00015    0.4436   -7293.8115  0.3152 
   00016    0.4684   -7378.7510  0.3198 
   00017    0.4520   -7451.2173  0.3233 
   00018    0.4476   -7541.3691  0.3160 
   00019    0.4340   -7576.9253  0.3204 
   00020    0.4416   -7585.0312  0.3199 
   00021    0.4556   -7603.3433  0.3227 
   00022    0.4476   -7691.0649  0.3242 
   00023    0.4484   -7696.2407  0.3223 
   00024    0.4484   -7712.9526  0.3316 
   00025    0.4392   -7750.4365  0.3390 
   00026    0.4404   -7796.7681  0.3339 
   00027    0.4420   -7806.4805  0.3357 
   00028    0.4572   -7861.1650  0.3360 
   00029    0.4500   -7869.4141  0.3373 
   00030    0.4468   -7857.5898  0.3336 
   00031    0.4364   -7935.6963  0.3442 
   00032    0.4112   -7963.0405  0.3549 
   00033    0.4376   -8001.1562  0.3583 
   00034    0.4268   -8006.3955  0.3573 
   00035    0.4364   -8013.9980  0.3615 
   00036    0.4196   -8045.8472  0.3573 
   00037    0.4448   -8062.4463  0.3669 
   00038    0.4376   -8034.4326  0.3705 
   00039    0.4352   -8051.9639  0.3792 
   00040    0.4396   -8012.3125  0.3773 
   00041    0.4288   -8033.5918  0.3699 
   00042    0.4136   -8032.9834  0.3694 
   00043    0.4264   -8030.1753  0.3692 
   00044    0.4296   -8035.9497  0.3741 
   00045    0.4196   -8060.8330  0.3752 
   00046    0.4176   -8091.3979  0.3709 
   00047    0.4364   -8097.0215  0.3684 
   00048    0.4192   -8040.5640  0.3712 
   00049    0.4468   -8014.3965  0.3757 
   00050    0.4292   -8044.7168  0.3803 
