#=====================================================
# File created:        Mon-11-Mar-2024-at-01-28-22PM
# Size of lattice:     50x50
# Number of MC steps:  75
# Reduced temperature: 0.500
# Run time (s):        2.311340
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2540.2992  0.2532 
   00001    0.6760   -3746.1049  0.2580 
   00002    0.6124   -4541.0906  0.2542 
   00003    0.5720   -5114.5087  0.2576 
   00004    0.5636   -5526.3028  0.2522 
   00005    0.5352   -5875.6182  0.2524 
   00006    0.5136   -6184.8604  0.2559 
   00007    0.5188   -6419.1320  0.2538 
   00008    0.4848   -6638.3574  0.2652 
   00009    0.4988   -6745.7569  0.2710 
   00010    0.4664   -6894.6801  0.2685 
   00011    0.4680   -7036.3647  0.2737 
   00012    0.4700   -7112.6985  0.2734 
   00013    0.4592   -7209.9441  0.2829 
   00014    0.4708   -7312.2207  0.2853 
   00015    0.4524   -7388.2391  0.2924 
   00016    0.4456   -7476.1677  0.2981 
   00017    0.4608   -7492.9605  0.2967 
   00018    0.4708   -7556.1107  0.2998 
   00019    0.4352   -7556.3408  0.3021 
   00020    0.4520   -7627.6466  0.2993 
   00021    0.4384   -7668.8963  0.3032 
   00022    0.4412   -7673.0351  0.2902 
   00023    0.4660   -7709.7522  0.2930 
   00024    0.4376   -7728.7627  0.2986 
   00025    0.4304   -7726.7494  0.3027 
   00026    0.4476   -7765.5272  0.3109 
   00027    0.4240   -7802.9517  0.3118 
   00028    0.4408   -7781.5605  0.3164 
   00029    0.4588   -7806.1011  0.3166 
   00030    0.4364   -7835.2221  0.3186 
   00031    0.4336   -7816.8508  0.3175 
   00032    0.4440   -7876.8142  0.3150 
   00033    0.4392   -7879.4055  0.3181 
   00034    0.4348   -7926.1088  0.3097 
   00035    0.4408   -7905.7393  0.3083 
   00036    0.4312   -7917.2034  0.3141 
   00037    0.4388   -7962.3732  0.3218 
   00038    0.4104   -7994.2633  0.3250 
   00039    0.4204   -8024.3070  0.3328 
   00040    0.4204   -8023.5704  0.3341 
   00041    0.4220   -8007.6804  0.3389 
   00042    0.4288   -8040.2673  0.3396 
   00043    0.4236   -8089.9322  0.3412 
   00044    0.4220   -8111.6068  0.3446 
   00045    0.4084   -8112.5589  0.3473 
   00046    0.4268   -8069.1352  0.3454 
   00047    0.4264   -8077.5365  0.3449 
   00048    0.4340   -8149.2406  0.3467 
   00049    0.4004   -8150.6353  0.3489 
   00050    0.4156   -8135.1570  0.3489 
   00051    0.4280   -8070.5109  0.3463 
   00052    0.4364   -8110.9257  0.3379 
   00053    0.4100   -8091.4697  0.3392 
   00054    0.4216   -8118.4266  0.3384 
   00055    0.4216   -8177.8913  0.3385 
   00056    0.4280   -8220.4666  0.3393 
   00057    0.4056   -8224.2193  0.3456 
   00058    0.4116   -8188.5537  0.3454 
   00059    0.4348   -8202.4304  0.3392 
   00060    0.4212   -8194.8404  0.3438 
   00061    0.4208   -8172.4823  0.3423 
   00062    0.4364   -8151.4909  0.3436 
   00063    0.4320   -8180.7114  0.3501 
   00064    0.4224   -8135.2590  0.3509 
   00065    0.4056   -8153.5034  0.3474 
   00066    0.4380   -8141.7620  0.3468 
   00067    0.4220   -8215.7643  0.3443 
   00068    0.3984   -8208.2549  0.3452 
   00069    0.4128   -8204.7089  0.3454 
   00070    0.4128   -8221.9960  0.3471 
   00071    0.4128   -8274.6378  0.3423 
   00072    0.4368   -8275.1718  0.3343 
   00073    0.4224   -8280.1786  0.3350 
   00074    0.4264   -8283.6218  0.3379 
   00075    0.4164   -8305.2928  0.3298 
