#=====================================================
# File created:        Sat-09-Mar-2024-at-05-29-04PM
# Size of lattice:     75x75
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.933552
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -5390.1746  0.2689 
   00001    0.6798   -8172.2616  0.2745 
   00002    0.6288  -10093.1060  0.2824 
   00003    0.5973  -11378.5082  0.2904 
   00004    0.5666  -12297.5270  0.2855 
   00005    0.5317  -13113.8251  0.2935 
   00006    0.5239  -13851.5708  0.2956 
   00007    0.4988  -14427.0238  0.2957 
   00008    0.4965  -14865.0676  0.2947 
   00009    0.5003  -15184.4140  0.2959 
   00010    0.4677  -15539.0208  0.3007 
   00011    0.4811  -15838.0504  0.3039 
   00012    0.4642  -16049.8181  0.3103 
   00013    0.4635  -16199.4902  0.3105 
   00014    0.4594  -16443.9741  0.3227 
   00015    0.4535  -16636.3902  0.3243 
   00016    0.4583  -16832.3175  0.3257 
   00017    0.4437  -16899.6750  0.3262 
   00018    0.4512  -17024.2987  0.3267 
   00019    0.4418  -17118.6039  0.3206 
   00020    0.4430  -17266.3364  0.3256 
   00021    0.4439  -17363.1782  0.3232 
   00022    0.4535  -17465.6126  0.3190 
   00023    0.4338  -17493.7944  0.3212 
   00024    0.4398  -17498.4557  0.3246 
   00025    0.4357  -17602.6443  0.3258 
   00026    0.4357  -17547.2798  0.3345 
   00027    0.4386  -17530.6894  0.3361 
   00028    0.4468  -17575.1450  0.3318 
   00029    0.4329  -17712.4689  0.3351 
   00030    0.4437  -17777.5144  0.3386 
   00031    0.4292  -17783.5215  0.3351 
   00032    0.4494  -17849.8389  0.3352 
   00033    0.4377  -17844.1577  0.3349 
   00034    0.4306  -17832.2012  0.3347 
   00035    0.4174  -17882.6463  0.3370 
   00036    0.4380  -17969.4083  0.3370 
   00037    0.4356  -18043.7935  0.3317 
   00038    0.4252  -18044.8267  0.3353 
   00039    0.4325  -18069.4396  0.3334 
   00040    0.4270  -18140.7030  0.3349 
   00041    0.4247  -18106.0386  0.3393 
   00042    0.4153  -18153.3465  0.3416 
   00043    0.4212  -18175.9824  0.3448 
   00044    0.4308  -18196.5054  0.3443 
   00045    0.4300  -18196.9634  0.3445 
   00046    0.4290  -18174.5686  0.3397 
   00047    0.4167  -18225.7439  0.3362 
   00048    0.4188  -18220.1241  0.3396 
   00049    0.4249  -18261.7195  0.3367 
   00050    0.4372  -18230.4007  0.3385 
