#=====================================================
# File created:        Tue-05-Mar-2024-at-03-08-17PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.009511
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2338.5033  0.2572 
   00001    0.6704   -3528.1617  0.2657 
   00002    0.6348   -4387.5005  0.2562 
   00003    0.6064   -4929.0845  0.2579 
   00004    0.5768   -5380.8427  0.2589 
   00005    0.5296   -5703.9866  0.2690 
   00006    0.5552   -5965.8343  0.2755 
   00007    0.5048   -6245.5651  0.2753 
   00008    0.4984   -6468.0127  0.2821 
   00009    0.4820   -6701.2108  0.2849 
   00010    0.5060   -6849.8236  0.2874 
   00011    0.4924   -6985.8200  0.2990 
   00012    0.4704   -7077.4396  0.2951 
   00013    0.4720   -7206.6166  0.3007 
   00014    0.4536   -7332.1245  0.2941 
   00015    0.4584   -7341.6785  0.2946 
   00016    0.4412   -7406.6154  0.2992 
   00017    0.4680   -7490.0651  0.2881 
   00018    0.4560   -7549.1003  0.2942 
   00019    0.4504   -7579.4148  0.2907 
   00020    0.4280   -7634.2381  0.2929 
   00021    0.4508   -7652.1658  0.2878 
   00022    0.4460   -7729.9402  0.2926 
   00023    0.4204   -7757.8096  0.2899 
   00024    0.4556   -7772.3622  0.2906 
   00025    0.4240   -7801.1189  0.2988 
   00026    0.4408   -7835.0055  0.3013 
   00027    0.4488   -7834.9418  0.3074 
   00028    0.4552   -7848.1927  0.3110 
   00029    0.4260   -7873.1380  0.3109 
   00030    0.4440   -7865.6023  0.3147 
   00031    0.4256   -7882.0368  0.3192 
   00032    0.4420   -7908.3660  0.3202 
   00033    0.4220   -7895.8321  0.3156 
   00034    0.4324   -7913.5224  0.3137 
   00035    0.4544   -7911.2863  0.3118 
   00036    0.4168   -7873.0322  0.3045 
   00037    0.4340   -7861.0608  0.3080 
   00038    0.4304   -7873.0018  0.3183 
   00039    0.4356   -7908.5554  0.3262 
   00040    0.4208   -7937.4584  0.3259 
   00041    0.4356   -7997.6744  0.3343 
   00042    0.4336   -7950.8379  0.3313 
   00043    0.4412   -7980.5708  0.3391 
   00044    0.4356   -7972.8228  0.3430 
   00045    0.4300   -7974.4788  0.3421 
   00046    0.4152   -7958.8066  0.3440 
   00047    0.4296   -7987.0568  0.3494 
   00048    0.4424   -8009.4666  0.3550 
   00049    0.4188   -7989.3254  0.3547 
   00050    0.4244   -7968.9291  0.3580 
