#=====================================================
# File created:        Sat-02-Mar-2024-at-11-36-54PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.042036
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2400.2596  0.2663 
   00001    0.6672   -3598.1594  0.2741 
   00002    0.6212   -4523.2025  0.2674 
   00003    0.5784   -5071.5976  0.2554 
   00004    0.5656   -5478.1418  0.2612 
   00005    0.5244   -5781.1985  0.2644 
   00006    0.5316   -6067.2577  0.2737 
   00007    0.5080   -6371.4732  0.2709 
   00008    0.4796   -6516.2436  0.2806 
   00009    0.4912   -6646.5628  0.2934 
   00010    0.4928   -6764.8701  0.3002 
   00011    0.4876   -6808.1417  0.3133 
   00012    0.4728   -6927.6406  0.3175 
   00013    0.4560   -7076.3309  0.3191 
   00014    0.4612   -7099.5806  0.3166 
   00015    0.4528   -7167.2828  0.3235 
   00016    0.4560   -7218.6426  0.3154 
   00017    0.4696   -7269.1785  0.3163 
   00018    0.4516   -7390.8087  0.3202 
   00019    0.4592   -7478.9130  0.3178 
   00020    0.4532   -7521.6769  0.3143 
   00021    0.4328   -7559.3832  0.3179 
   00022    0.4560   -7595.6523  0.3138 
   00023    0.4472   -7654.6352  0.3205 
   00024    0.4308   -7677.7185  0.3215 
   00025    0.4436   -7745.7190  0.3185 
   00026    0.4352   -7756.8401  0.3192 
   00027    0.4616   -7788.0154  0.3227 
   00028    0.4332   -7802.8780  0.3302 
   00029    0.4532   -7850.9570  0.3320 
   00030    0.4396   -7890.2087  0.3276 
   00031    0.4416   -7900.1927  0.3269 
   00032    0.4248   -7925.1855  0.3241 
   00033    0.4216   -7901.9565  0.3148 
   00034    0.4200   -7902.1258  0.3147 
   00035    0.4280   -7908.3293  0.3149 
   00036    0.4396   -7927.0337  0.3102 
   00037    0.4380   -7917.7325  0.3132 
   00038    0.4176   -7909.5897  0.3113 
   00039    0.4440   -7860.0294  0.3073 
   00040    0.4444   -7910.4725  0.3088 
   00041    0.4216   -7955.5090  0.3038 
   00042    0.4180   -7925.7018  0.3015 
   00043    0.4308   -7966.7721  0.3017 
   00044    0.4004   -7956.9399  0.2938 
   00045    0.4204   -7992.4165  0.2951 
   00046    0.4180   -7967.2313  0.2959 
   00047    0.4288   -7947.2930  0.2989 
   00048    0.4280   -7990.2794  0.2895 
   00049    0.4284   -8016.1546  0.2835 
   00050    0.4220   -7976.8558  0.2822 
