#=====================================================
# File created:        Tue-12-Mar-2024-at-03-58-07PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.664795
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2596.4306  0.2596 
   00001    0.6812   -3862.8378  0.2645 
   00002    0.6028   -4615.1129  0.2619 
   00003    0.5596   -5170.6092  0.2758 
   00004    0.5616   -5551.7302  0.2781 
   00005    0.5284   -5882.2512  0.2923 
   00006    0.5240   -6138.3255  0.2925 
   00007    0.4960   -6384.3536  0.2919 
   00008    0.5092   -6563.4190  0.2918 
   00009    0.4944   -6751.1304  0.3009 
   00010    0.4684   -6883.4741  0.3055 
   00011    0.4760   -7012.8967  0.3049 
   00012    0.4616   -7089.3754  0.3027 
   00013    0.4624   -7215.5308  0.2934 
   00014    0.4544   -7304.5352  0.3008 
   00015    0.4748   -7377.3724  0.3063 
   00016    0.4568   -7416.7697  0.3043 
   00017    0.4412   -7438.9214  0.3065 
   00018    0.4524   -7461.5338  0.3123 
   00019    0.4336   -7501.9353  0.3112 
   00020    0.4544   -7527.4468  0.3004 
   00021    0.4424   -7565.6901  0.3049 
   00022    0.4472   -7592.7132  0.3048 
   00023    0.4636   -7574.2612  0.3108 
   00024    0.4516   -7606.4216  0.3184 
   00025    0.4380   -7646.3447  0.3180 
   00026    0.4408   -7665.7789  0.3231 
   00027    0.4408   -7689.9993  0.3261 
   00028    0.4256   -7707.1539  0.3274 
   00029    0.4384   -7713.6828  0.3330 
   00030    0.4308   -7770.4518  0.3355 
   00031    0.4520   -7842.1730  0.3423 
   00032    0.4188   -7902.3531  0.3441 
   00033    0.4368   -7925.0721  0.3421 
   00034    0.4536   -7892.1461  0.3416 
   00035    0.4408   -7914.0480  0.3449 
   00036    0.4364   -7953.4445  0.3420 
   00037    0.4356   -7978.5588  0.3401 
   00038    0.4188   -7977.8702  0.3479 
   00039    0.4208   -7970.9637  0.3489 
   00040    0.4324   -7969.9956  0.3459 
   00041    0.4128   -7987.9213  0.3413 
   00042    0.4260   -7985.3380  0.3428 
   00043    0.4144   -8077.1118  0.3340 
   00044    0.4356   -8108.8445  0.3369 
   00045    0.4144   -8075.9805  0.3393 
   00046    0.4288   -8075.8176  0.3448 
   00047    0.4352   -8087.5986  0.3454 
   00048    0.4392   -8138.6507  0.3422 
   00049    0.4344   -8132.7468  0.3458 
   00050    0.4248   -8069.5713  0.3324 
