#=====================================================
# File created:        Sat-09-Mar-2024-at-05-29-21PM
# Size of lattice:     75x75
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.983168
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -5525.5431  0.2550 
   00001    0.6784   -8285.2677  0.2579 
   00002    0.6281  -10153.7609  0.2647 
   00003    0.5954  -11357.8356  0.2705 
   00004    0.5556  -12385.5995  0.2696 
   00005    0.5410  -13196.1374  0.2690 
   00006    0.5026  -13862.0302  0.2730 
   00007    0.5177  -14279.7854  0.2707 
   00008    0.5028  -14733.7968  0.2721 
   00009    0.4987  -15080.5565  0.2804 
   00010    0.4876  -15426.0458  0.2884 
   00011    0.4875  -15744.8324  0.2873 
   00012    0.4635  -15945.5741  0.2861 
   00013    0.4734  -16215.2026  0.2912 
   00014    0.4624  -16414.3985  0.2924 
   00015    0.4688  -16559.8824  0.2942 
   00016    0.4553  -16585.7384  0.2975 
   00017    0.4453  -16780.5966  0.3026 
   00018    0.4556  -16855.6735  0.3023 
   00019    0.4496  -16987.6972  0.3020 
   00020    0.4421  -17149.5660  0.3018 
   00021    0.4420  -17278.2888  0.3046 
   00022    0.4466  -17295.0053  0.3019 
   00023    0.4412  -17329.8211  0.3043 
   00024    0.4380  -17343.8885  0.3099 
   00025    0.4352  -17436.1042  0.3110 
   00026    0.4345  -17529.0142  0.3152 
   00027    0.4475  -17606.5063  0.3165 
   00028    0.4370  -17626.9222  0.3178 
   00029    0.4364  -17669.7193  0.3126 
   00030    0.4228  -17714.7619  0.3142 
   00031    0.4299  -17733.8448  0.3136 
   00032    0.4414  -17834.9621  0.3143 
   00033    0.4295  -17882.9902  0.3176 
   00034    0.4313  -17857.4471  0.3134 
   00035    0.4370  -17895.2160  0.3150 
   00036    0.4213  -17986.7607  0.3148 
   00037    0.4238  -18037.6349  0.3186 
   00038    0.4260  -18009.9560  0.3157 
   00039    0.4357  -17994.6031  0.3164 
   00040    0.4228  -17992.3464  0.3123 
   00041    0.4165  -17947.8684  0.3120 
   00042    0.4334  -17984.7547  0.3099 
   00043    0.4222  -18063.3402  0.3103 
   00044    0.4228  -18144.4471  0.3135 
   00045    0.4185  -18107.2012  0.3124 
   00046    0.4334  -18143.0810  0.3136 
   00047    0.4345  -18218.1298  0.3156 
   00048    0.4231  -18188.5619  0.3155 
   00049    0.4260  -18196.5980  0.3123 
   00050    0.4213  -18266.8368  0.3126 
