#=====================================================
# File created:        Thu-07-Mar-2024-at-04-08-05PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.553094
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2437.1575  0.2526 
   00001    0.6736   -3660.6888  0.2565 
   00002    0.6096   -4483.2942  0.2514 
   00003    0.5844   -5033.7698  0.2654 
   00004    0.5572   -5466.6489  0.2691 
   00005    0.5448   -5777.6409  0.2658 
   00006    0.5104   -6056.1736  0.2673 
   00007    0.5212   -6333.3286  0.2675 
   00008    0.5012   -6559.1402  0.2777 
   00009    0.4820   -6703.9612  0.2829 
   00010    0.4844   -6827.1206  0.2858 
   00011    0.4772   -6962.8958  0.2969 
   00012    0.4640   -7012.0189  0.2938 
   00013    0.4700   -7114.9346  0.3029 
   00014    0.4716   -7226.4345  0.3129 
   00015    0.4636   -7328.0458  0.3166 
   00016    0.4672   -7378.0547  0.3233 
   00017    0.4452   -7454.5160  0.3237 
   00018    0.4556   -7570.2301  0.3280 
   00019    0.4528   -7579.0954  0.3399 
   00020    0.4432   -7632.6274  0.3436 
   00021    0.4516   -7635.9907  0.3430 
   00022    0.4456   -7685.1170  0.3500 
   00023    0.4460   -7667.7760  0.3603 
   00024    0.4408   -7707.2527  0.3650 
   00025    0.4312   -7725.2979  0.3722 
   00026    0.4128   -7714.5842  0.3750 
   00027    0.4428   -7761.3086  0.3818 
   00028    0.4400   -7755.9610  0.3823 
   00029    0.4544   -7767.9295  0.3850 
   00030    0.4312   -7781.7129  0.3884 
   00031    0.4468   -7830.1548  0.3889 
   00032    0.4492   -7875.5354  0.3955 
   00033    0.4452   -7868.9713  0.3983 
   00034    0.4316   -7924.1034  0.4003 
   00035    0.4316   -7911.4246  0.3987 
   00036    0.4396   -7905.3373  0.3998 
   00037    0.4356   -7879.4923  0.3984 
   00038    0.4356   -7923.6606  0.4065 
   00039    0.4320   -7934.6135  0.3973 
   00040    0.4360   -7892.1058  0.3942 
   00041    0.4272   -7956.1491  0.4010 
   00042    0.4432   -7957.7494  0.4099 
   00043    0.4320   -7938.5995  0.4096 
   00044    0.4412   -7983.5103  0.4213 
   00045    0.4244   -7935.4400  0.4208 
   00046    0.4468   -7981.6853  0.4226 
   00047    0.4300   -7952.1385  0.4276 
   00048    0.4480   -7978.6069  0.4300 
   00049    0.4148   -8086.3084  0.4321 
   00050    0.4312   -8084.2202  0.4349 
