#=====================================================
# File created:        Sat-09-Mar-2024-at-05-22-20PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.883127
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2543.1442  0.2701 
   00001    0.6812   -3813.3556  0.2873 
   00002    0.6232   -4571.1840  0.2921 
   00003    0.5824   -5193.7436  0.3050 
   00004    0.5660   -5603.5930  0.2986 
   00005    0.5300   -5983.1020  0.3032 
   00006    0.5208   -6246.5838  0.2978 
   00007    0.4988   -6445.3442  0.2871 
   00008    0.5012   -6610.1917  0.2872 
   00009    0.4912   -6744.6266  0.2841 
   00010    0.4760   -6858.8343  0.2928 
   00011    0.4864   -7009.8390  0.2948 
   00012    0.4780   -7131.6542  0.3056 
   00013    0.4580   -7219.0326  0.3087 
   00014    0.4620   -7303.3874  0.3170 
   00015    0.4584   -7401.0117  0.3154 
   00016    0.4520   -7494.8234  0.3131 
   00017    0.4660   -7498.2353  0.3172 
   00018    0.4512   -7559.3790  0.3255 
   00019    0.4480   -7618.7012  0.3257 
   00020    0.4364   -7687.5095  0.3233 
   00021    0.4540   -7698.3694  0.3257 
   00022    0.4564   -7772.4537  0.3274 
   00023    0.4504   -7743.9891  0.3344 
   00024    0.4600   -7733.6396  0.3424 
   00025    0.4464   -7734.6954  0.3393 
   00026    0.4364   -7767.3145  0.3411 
   00027    0.4568   -7787.7688  0.3411 
   00028    0.4504   -7846.7739  0.3417 
   00029    0.4496   -7862.3191  0.3366 
   00030    0.4324   -7854.8876  0.3386 
   00031    0.4212   -7888.8094  0.3485 
   00032    0.4412   -7920.2588  0.3524 
   00033    0.4284   -7953.2344  0.3550 
   00034    0.4236   -7982.6923  0.3650 
   00035    0.4252   -7972.9065  0.3657 
   00036    0.4328   -7950.2285  0.3615 
   00037    0.4328   -7954.8984  0.3584 
   00038    0.4292   -7954.4598  0.3593 
   00039    0.4240   -7950.4022  0.3616 
   00040    0.4132   -8031.6179  0.3677 
   00041    0.4312   -8067.4717  0.3761 
   00042    0.4384   -8065.0015  0.3738 
   00043    0.4176   -8072.8034  0.3698 
   00044    0.4196   -8097.9541  0.3687 
   00045    0.4200   -8080.4442  0.3727 
   00046    0.4072   -8049.7880  0.3740 
   00047    0.4140   -8084.3849  0.3746 
   00048    0.4300   -8079.4500  0.3732 
   00049    0.4152   -8122.1557  0.3703 
   00050    0.4296   -8124.3104  0.3665 
