#=====================================================
# File created:        Sat-09-Mar-2024-at-06-05-34PM
# Size of lattice:     75x75
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.093624
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -5516.0015  0.2556 
   00001    0.6869   -8358.2061  0.2564 
   00002    0.6160  -10104.9053  0.2579 
   00003    0.5876  -11395.3877  0.2527 
   00004    0.5596  -12363.9424  0.2628 
   00005    0.5499  -13153.4648  0.2557 
   00006    0.5200  -13735.8223  0.2659 
   00007    0.5173  -14371.6240  0.2680 
   00008    0.4953  -14799.3857  0.2697 
   00009    0.4868  -15156.7139  0.2792 
   00010    0.4919  -15460.0713  0.2789 
   00011    0.4804  -15706.2412  0.2765 
   00012    0.4843  -15977.4775  0.2775 
   00013    0.4576  -16241.2275  0.2744 
   00014    0.4748  -16333.8750  0.2729 
   00015    0.4709  -16472.7715  0.2669 
   00016    0.4553  -16682.5430  0.2659 
   00017    0.4540  -16772.9609  0.2632 
   00018    0.4580  -16947.8574  0.2728 
   00019    0.4505  -17097.6309  0.2742 
   00020    0.4469  -17236.4746  0.2764 
   00021    0.4459  -17312.2695  0.2777 
   00022    0.4373  -17424.5410  0.2806 
   00023    0.4404  -17460.0977  0.2832 
   00024    0.4452  -17555.1816  0.2855 
   00025    0.4478  -17612.6738  0.2882 
   00026    0.4460  -17670.5508  0.2881 
   00027    0.4409  -17709.3906  0.2934 
   00028    0.4293  -17822.2910  0.2891 
   00029    0.4293  -17850.3848  0.2993 
   00030    0.4332  -17917.9629  0.3015 
   00031    0.4281  -17942.8164  0.3013 
   00032    0.4254  -17994.6914  0.3038 
   00033    0.4398  -18003.8789  0.3027 
   00034    0.4270  -18018.7246  0.3030 
   00035    0.4325  -18093.8730  0.3023 
   00036    0.4300  -18113.5020  0.3059 
   00037    0.4281  -18133.7559  0.3065 
   00038    0.4261  -18247.7188  0.3038 
   00039    0.4258  -18251.7324  0.3074 
   00040    0.4149  -18277.1016  0.3095 
   00041    0.4343  -18339.9316  0.3130 
   00042    0.4165  -18416.4688  0.3106 
   00043    0.4169  -18403.5078  0.3070 
   00044    0.4290  -18468.6191  0.3061 
   00045    0.4260  -18537.2207  0.3075 
   00046    0.4066  -18517.6875  0.3043 
   00047    0.4135  -18524.4277  0.3073 
   00048    0.4174  -18427.5293  0.3085 
   00049    0.4254  -18432.3398  0.3114 
   00050    0.4151  -18524.5156  0.3104 
