#=====================================================
# File created:        Sat-09-Mar-2024-at-05-14-25PM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        6.808423
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -10121.9467  0.2548 
   00001    0.6765  -14834.0094  0.2556 
   00002    0.6198  -17970.2576  0.2549 
   00003    0.5941  -20291.9016  0.2551 
   00004    0.5639  -22111.0680  0.2599 
   00005    0.5404  -23368.7514  0.2661 
   00006    0.5239  -24563.9564  0.2661 
   00007    0.5111  -25468.0589  0.2657 
   00008    0.4997  -26365.7140  0.2696 
   00009    0.4901  -26932.1477  0.2726 
   00010    0.4753  -27561.1593  0.2780 
   00011    0.4809  -28064.4345  0.2820 
   00012    0.4710  -28479.2593  0.2814 
   00013    0.4520  -28834.9996  0.2812 
   00014    0.4558  -29097.2359  0.2790 
   00015    0.4601  -29404.0569  0.2828 
   00016    0.4576  -29669.2453  0.2855 
   00017    0.4535  -30009.3597  0.2897 
   00018    0.4470  -30283.1831  0.2920 
   00019    0.4451  -30444.6064  0.2889 
   00020    0.4444  -30605.3002  0.2911 
   00021    0.4469  -30817.6344  0.2925 
   00022    0.4433  -30921.7165  0.2948 
   00023    0.4377  -31074.3131  0.3000 
   00024    0.4438  -31151.5517  0.3052 
   00025    0.4359  -31353.9257  0.3074 
   00026    0.4287  -31438.6779  0.3090 
   00027    0.4439  -31450.8381  0.3092 
   00028    0.4406  -31627.6271  0.3102 
   00029    0.4332  -31716.7767  0.3166 
   00030    0.4365  -31825.1162  0.3188 
   00031    0.4247  -31887.6326  0.3222 
   00032    0.4291  -32059.8643  0.3246 
   00033    0.4296  -32104.3536  0.3278 
   00034    0.4253  -32112.9856  0.3310 
   00035    0.4220  -32118.8097  0.3324 
   00036    0.4219  -32126.4876  0.3314 
   00037    0.4263  -32259.9539  0.3298 
   00038    0.4233  -32293.9190  0.3331 
   00039    0.4326  -32319.5194  0.3331 
   00040    0.4243  -32352.7160  0.3367 
   00041    0.4291  -32352.1532  0.3343 
   00042    0.4330  -32266.6985  0.3332 
   00043    0.4222  -32290.7661  0.3358 
   00044    0.4361  -32307.1894  0.3363 
   00045    0.4219  -32338.7141  0.3415 
   00046    0.4259  -32481.9460  0.3408 
   00047    0.4301  -32610.6275  0.3437 
   00048    0.4339  -32713.9428  0.3412 
   00049    0.4181  -32839.5019  0.3432 
   00050    0.4135  -32855.7134  0.3460 
