#=====================================================
# File created:        Mon-11-Mar-2024-at-03-15-15PM
# Size of lattice:     50x50
# Number of MC steps:  150
# Reduced temperature: 0.500
# Run time (s):        0.658027
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2525.5039  0.2719 
   00001    0.6840   -3741.1401  0.2666 
   00002    0.6196   -4536.4741  0.2697 
   00003    0.5940   -5091.4160  0.2673 
   00004    0.5600   -5569.4229  0.2685 
   00005    0.5280   -5898.1758  0.2805 
   00006    0.5180   -6180.0215  0.2885 
   00007    0.5064   -6412.9839  0.2919 
   00008    0.4932   -6573.1025  0.2888 
   00009    0.4928   -6802.8818  0.2852 
   00010    0.4860   -6943.3433  0.2945 
   00011    0.4740   -7083.8647  0.2995 
   00012    0.4684   -7187.9814  0.2984 
   00013    0.4528   -7292.5698  0.3064 
   00014    0.4492   -7363.8569  0.3071 
   00015    0.4680   -7390.0576  0.3149 
   00016    0.4524   -7454.1885  0.3148 
   00017    0.4584   -7482.6499  0.3165 
   00018    0.4336   -7513.4561  0.3211 
   00019    0.4532   -7564.0054  0.3275 
   00020    0.4436   -7584.5073  0.3226 
   00021    0.4484   -7617.6572  0.3146 
   00022    0.4584   -7678.0342  0.3161 
   00023    0.4612   -7732.5947  0.3180 
   00024    0.4320   -7763.8169  0.3234 
   00025    0.4332   -7779.3164  0.3225 
   00026    0.4444   -7804.5728  0.3205 
   00027    0.4444   -7817.8486  0.3286 
   00028    0.4408   -7884.6338  0.3312 
   00029    0.4300   -7919.2061  0.3225 
   00030    0.4476   -7945.0527  0.3234 
   00031    0.4332   -7959.5542  0.3260 
   00032    0.4512   -7933.1362  0.3282 
   00033    0.4424   -7975.4692  0.3279 
   00034    0.4520   -7983.8223  0.3315 
   00035    0.4352   -7993.1270  0.3366 
   00036    0.4184   -8016.0454  0.3439 
   00037    0.4316   -8031.5825  0.3476 
   00038    0.4452   -8032.5991  0.3474 
   00039    0.4308   -8053.7593  0.3492 
   00040    0.4348   -8071.6948  0.3509 
   00041    0.4236   -8101.6089  0.3478 
   00042    0.4408   -8116.5210  0.3477 
   00043    0.4164   -8087.3984  0.3448 
   00044    0.4304   -8120.3730  0.3476 
   00045    0.4308   -8108.7729  0.3587 
   00046    0.4244   -8120.0107  0.3592 
   00047    0.4260   -8173.1729  0.3626 
   00048    0.4248   -8206.0967  0.3665 
   00049    0.4196   -8151.5918  0.3622 
   00050    0.4200   -8125.1274  0.3644 
   00051    0.4144   -8150.8818  0.3695 
   00052    0.4272   -8170.3628  0.3717 
   00053    0.4132   -8198.7861  0.3714 
   00054    0.4288   -8167.9058  0.3701 
   00055    0.4320   -8205.3496  0.3791 
   00056    0.4076   -8197.4590  0.3787 
   00057    0.4224   -8186.6660  0.3836 
   00058    0.4188   -8199.2393  0.3864 
   00059    0.4180   -8173.8750  0.3851 
   00060    0.4132   -8232.3809  0.3901 
   00061    0.4164   -8164.9575  0.3894 
   00062    0.4336   -8176.4458  0.3970 
   00063    0.4236   -8210.7666  0.3966 
   00064    0.4216   -8237.7695  0.3960 
   00065    0.4132   -8254.0605  0.3958 
   00066    0.4408   -8268.1260  0.3972 
   00067    0.4360   -8271.6035  0.4018 
   00068    0.4280   -8238.1475  0.4077 
   00069    0.4184   -8266.4141  0.4085 
   00070    0.4016   -8249.1855  0.4070 
   00071    0.4232   -8271.6846  0.4055 
   00072    0.4332   -8268.8857  0.4062 
   00073    0.4288   -8341.1924  0.4080 
   00074    0.4104   -8311.6113  0.4064 
   00075    0.4124   -8297.6016  0.4089 
   00076    0.4264   -8246.0664  0.4064 
   00077    0.4076   -8277.3115  0.4086 
   00078    0.4060   -8283.7900  0.4044 
   00079    0.4076   -8265.1055  0.4130 
   00080    0.4360   -8300.6250  0.4150 
   00081    0.4000   -8273.9502  0.4129 
   00082    0.4052   -8269.0137  0.4112 
   00083    0.4204   -8272.1699  0.4138 
   00084    0.4048   -8298.7900  0.4166 
   00085    0.4156   -8263.9658  0.4136 
   00086    0.4252   -8229.9727  0.4212 
   00087    0.4168   -8212.4297  0.4243 
   00088    0.4296   -8217.0566  0.4216 
   00089    0.4232   -8261.9014  0.4277 
   00090    0.4096   -8282.5586  0.4206 
   00091    0.4276   -8268.8145  0.4214 
   00092    0.4188   -8287.9131  0.4189 
   00093    0.4124   -8269.6230  0.4258 
