#=====================================================
# File created:        Thu-07-Mar-2024-at-02-40-35PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.529784
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2543.5800  0.2559 
   00001    0.6748   -3679.5644  0.2630 
   00002    0.6440   -4491.9543  0.2636 
   00003    0.5820   -5087.4419  0.2633 
   00004    0.5268   -5541.7234  0.2630 
   00005    0.5480   -5830.6021  0.2616 
   00006    0.5264   -6105.4038  0.2626 
   00007    0.5020   -6290.3054  0.2764 
   00008    0.4984   -6499.2199  0.2784 
   00009    0.5012   -6680.4300  0.2811 
   00010    0.4976   -6841.2039  0.2913 
   00011    0.4616   -6935.3619  0.2870 
   00012    0.4900   -7019.0367  0.2909 
   00013    0.4500   -7165.8157  0.2897 
   00014    0.4640   -7215.2644  0.2766 
   00015    0.4696   -7356.4942  0.2753 
   00016    0.4476   -7413.7113  0.2709 
   00017    0.4612   -7459.4063  0.2731 
   00018    0.4448   -7495.2520  0.2716 
   00019    0.4700   -7512.1240  0.2655 
   00020    0.4688   -7542.6628  0.2662 
   00021    0.4540   -7559.8139  0.2653 
   00022    0.4292   -7623.1015  0.2630 
   00023    0.4636   -7604.4594  0.2716 
   00024    0.4612   -7726.0333  0.2766 
   00025    0.4396   -7785.3500  0.2689 
   00026    0.4336   -7811.1581  0.2684 
   00027    0.4252   -7841.5651  0.2663 
   00028    0.4580   -7908.4855  0.2695 
   00029    0.4252   -7894.3785  0.2693 
   00030    0.4372   -7865.9873  0.2718 
   00031    0.4444   -7881.4988  0.2722 
   00032    0.4348   -7932.3503  0.2704 
   00033    0.4316   -7956.7674  0.2759 
   00034    0.4292   -7954.8365  0.2747 
   00035    0.4244   -7982.1309  0.2745 
   00036    0.4524   -8033.1439  0.2692 
   00037    0.4268   -8052.5114  0.2659 
   00038    0.4168   -8046.8516  0.2614 
   00039    0.4228   -8050.5677  0.2614 
   00040    0.4300   -8102.3824  0.2573 
   00041    0.4304   -8088.9799  0.2622 
   00042    0.4220   -8084.8012  0.2614 
   00043    0.4364   -8102.3880  0.2596 
   00044    0.4252   -8089.6386  0.2599 
   00045    0.4224   -8075.2891  0.2576 
   00046    0.4140   -8111.7240  0.2562 
   00047    0.4204   -8119.3871  0.2569 
   00048    0.4156   -8112.8050  0.2608 
   00049    0.4268   -8129.3868  0.2512 
   00050    0.4240   -8081.7814  0.2521 
