#=====================================================
# File created:        Sat-09-Mar-2024-at-05-59-27PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.124328
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2540.4797  0.2692 
   00001    0.6668   -3596.0918  0.2771 
   00002    0.6368   -4432.3750  0.2886 
   00003    0.5748   -5054.1831  0.2918 
   00004    0.5616   -5480.5259  0.2893 
   00005    0.5520   -5822.6577  0.2891 
   00006    0.5040   -6068.1953  0.2993 
   00007    0.5080   -6342.7578  0.3058 
   00008    0.4888   -6586.9648  0.3119 
   00009    0.4864   -6785.3750  0.3194 
   00010    0.4856   -6897.3550  0.3217 
   00011    0.4768   -7008.7095  0.3362 
   00012    0.4652   -7141.0249  0.3317 
   00013    0.4580   -7181.0586  0.3314 
   00014    0.4772   -7217.6050  0.3378 
   00015    0.4684   -7351.6919  0.3332 
   00016    0.4640   -7378.8457  0.3347 
   00017    0.4540   -7355.5068  0.3320 
   00018    0.4516   -7414.4072  0.3356 
   00019    0.4292   -7517.4731  0.3465 
   00020    0.4304   -7553.0112  0.3570 
   00021    0.4496   -7642.0947  0.3650 
   00022    0.4496   -7695.6191  0.3641 
   00023    0.4508   -7709.7622  0.3711 
   00024    0.4432   -7681.7412  0.3746 
   00025    0.4436   -7704.2710  0.3755 
   00026    0.4480   -7751.9780  0.3760 
   00027    0.4500   -7802.4634  0.3747 
   00028    0.4272   -7864.1875  0.3760 
   00029    0.4352   -7833.8569  0.3773 
   00030    0.4364   -7851.2974  0.3807 
   00031    0.4340   -7901.2886  0.3809 
   00032    0.4492   -7946.5303  0.3786 
   00033    0.4400   -7962.4692  0.3769 
   00034    0.4536   -7957.6021  0.3692 
   00035    0.4156   -7990.5620  0.3683 
   00036    0.4232   -8056.5610  0.3687 
   00037    0.4400   -8060.9409  0.3685 
   00038    0.4408   -8054.5674  0.3681 
   00039    0.4348   -8040.9976  0.3680 
   00040    0.4204   -8073.4658  0.3721 
   00041    0.4368   -8101.4229  0.3694 
   00042    0.4352   -8116.7637  0.3776 
   00043    0.4132   -8113.9546  0.3800 
   00044    0.4192   -8128.0190  0.3807 
   00045    0.4344   -8073.0615  0.3789 
   00046    0.4392   -8073.4087  0.3761 
   00047    0.4268   -8061.9648  0.3777 
   00048    0.4332   -8076.0908  0.3802 
   00049    0.4296   -8140.4194  0.3812 
   00050    0.4076   -8149.6221  0.3745 
