#=====================================================
# File created:        Sat-09-Mar-2024-at-06-01-34PM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.487626
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -9872.6289  0.2617 
   00001    0.6819  -14729.2773  0.2624 
   00002    0.6120  -17994.4531  0.2591 
   00003    0.5907  -20183.6172  0.2598 
   00004    0.5536  -22018.8848  0.2599 
   00005    0.5351  -23236.6523  0.2648 
   00006    0.5323  -24462.6113  0.2647 
   00007    0.5152  -25479.4629  0.2692 
   00008    0.4943  -26216.6348  0.2714 
   00009    0.4901  -26797.4199  0.2776 
   00010    0.4912  -27383.8262  0.2818 
   00011    0.4775  -27853.9355  0.2817 
   00012    0.4759  -28259.8105  0.2805 
   00013    0.4734  -28692.0000  0.2798 
   00014    0.4564  -29040.2852  0.2782 
   00015    0.4528  -29373.0020  0.2791 
   00016    0.4580  -29716.7148  0.2816 
   00017    0.4517  -30015.9199  0.2833 
   00018    0.4490  -30090.2012  0.2806 
   00019    0.4434  -30358.3574  0.2831 
   00020    0.4451  -30558.6387  0.2806 
   00021    0.4472  -30756.6953  0.2817 
   00022    0.4407  -30968.7285  0.2807 
   00023    0.4357  -31092.7637  0.2836 
   00024    0.4376  -31201.5645  0.2848 
   00025    0.4414  -31354.9766  0.2881 
   00026    0.4333  -31463.3691  0.2847 
   00027    0.4386  -31573.8027  0.2885 
   00028    0.4374  -31584.9922  0.2916 
   00029    0.4221  -31622.3398  0.2909 
   00030    0.4317  -31707.8066  0.2934 
   00031    0.4362  -31841.4043  0.2930 
   00032    0.4316  -31994.6484  0.2946 
   00033    0.4363  -31961.7910  0.2967 
   00034    0.4300  -32064.3789  0.2942 
   00035    0.4308  -32027.2363  0.2919 
   00036    0.4322  -32214.1641  0.2937 
   00037    0.4284  -32189.7930  0.2965 
   00038    0.4287  -32191.6699  0.2987 
   00039    0.4217  -32298.9531  0.2994 
   00040    0.4243  -32322.0547  0.2973 
   00041    0.4234  -32368.0645  0.2941 
   00042    0.4261  -32413.1348  0.2902 
   00043    0.4242  -32502.3301  0.2914 
   00044    0.4250  -32557.4863  0.2873 
   00045    0.4159  -32587.2676  0.2865 
   00046    0.4260  -32587.7617  0.2893 
   00047    0.4164  -32690.2773  0.2925 
   00048    0.4207  -32666.6680  0.2918 
   00049    0.4279  -32666.8691  0.2916 
   00050    0.4292  -32653.4590  0.2936 
