#=====================================================
# File created:        Wed-06-Mar-2024-at-04-47-45PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.048123
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2593.2090  0.2562 
   00001    0.6776   -3838.3344  0.2604 
   00002    0.6168   -4527.8717  0.2697 
   00003    0.5992   -4906.6346  0.2622 
   00004    0.5680   -5310.3534  0.2675 
   00005    0.5392   -5696.4772  0.2751 
   00006    0.5072   -5991.6325  0.2770 
   00007    0.5320   -6210.1507  0.2693 
   00008    0.4960   -6429.8300  0.2629 
   00009    0.4944   -6667.2470  0.2576 
   00010    0.4852   -6772.0976  0.2552 
   00011    0.4788   -6934.4458  0.2539 
   00012    0.4840   -7047.0008  0.2570 
   00013    0.4676   -7149.9533  0.2592 
   00014    0.4604   -7182.0492  0.2672 
   00015    0.4364   -7236.7688  0.2715 
   00016    0.4548   -7276.2681  0.2693 
   00017    0.4672   -7324.2235  0.2732 
   00018    0.4720   -7423.9880  0.2693 
   00019    0.4544   -7484.4605  0.2726 
   00020    0.4384   -7567.0589  0.2632 
   00021    0.4248   -7551.8959  0.2598 
   00022    0.4584   -7584.4931  0.2618 
   00023    0.4520   -7578.8272  0.2604 
   00024    0.4392   -7654.3559  0.2617 
   00025    0.4420   -7748.7540  0.2593 
   00026    0.4392   -7808.6333  0.2615 
   00027    0.4408   -7825.1541  0.2635 
   00028    0.4384   -7850.9032  0.2614 
   00029    0.4300   -7846.0523  0.2625 
   00030    0.4492   -7882.8499  0.2601 
   00031    0.4316   -7888.5737  0.2707 
   00032    0.4324   -7916.6441  0.2655 
   00033    0.4576   -7920.4929  0.2717 
   00034    0.4300   -7968.4383  0.2628 
   00035    0.4252   -7940.5168  0.2607 
   00036    0.4436   -7921.4895  0.2592 
   00037    0.4416   -7993.3565  0.2609 
   00038    0.4352   -8022.8008  0.2631 
   00039    0.4296   -8017.2464  0.2596 
   00040    0.4348   -8024.1339  0.2694 
   00041    0.4276   -8002.4725  0.2723 
   00042    0.4308   -8036.6416  0.2760 
   00043    0.4196   -8088.1254  0.2808 
   00044    0.4288   -8093.1263  0.2748 
   00045    0.4164   -8110.9631  0.2766 
   00046    0.4092   -8108.3757  0.2729 
   00047    0.4280   -8134.6313  0.2751 
   00048    0.4332   -8148.5362  0.2759 
   00049    0.4256   -8164.1341  0.2721 
   00050    0.4132   -8164.3332  0.2713 
