#=====================================================
# File created:        Sun-03-Mar-2024-at-01-11-08PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.868410
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2425.5784  0.2666 
   00001    0.6776   -3638.0463  0.2738 
   00002    0.6252   -4497.3475  0.2669 
   00003    0.5700   -5007.7227  0.2631 
   00004    0.5584   -5448.1982  0.2618 
   00005    0.5476   -5763.6808  0.2693 
   00006    0.5296   -6057.5209  0.2679 
   00007    0.5080   -6326.1536  0.2789 
   00008    0.5036   -6564.6311  0.2813 
   00009    0.4904   -6774.1730  0.2854 
   00010    0.4708   -6914.3583  0.2794 
   00011    0.4628   -6975.4981  0.2815 
   00012    0.4660   -7109.7549  0.2802 
   00013    0.4660   -7174.7169  0.2890 
   00014    0.4436   -7255.7769  0.2901 
   00015    0.4552   -7292.4567  0.2876 
   00016    0.4576   -7383.4851  0.2932 
   00017    0.4516   -7429.4262  0.2858 
   00018    0.4556   -7426.1954  0.2901 
   00019    0.4256   -7497.3386  0.2945 
   00020    0.4664   -7549.9730  0.2920 
   00021    0.4456   -7619.2748  0.2888 
   00022    0.4372   -7627.5940  0.2815 
   00023    0.4452   -7698.1277  0.2837 
   00024    0.4376   -7762.2439  0.2874 
   00025    0.4272   -7768.6282  0.2878 
   00026    0.4384   -7805.5533  0.2854 
   00027    0.4400   -7805.9318  0.2957 
   00028    0.4448   -7814.6398  0.2931 
   00029    0.4476   -7830.9670  0.2886 
   00030    0.4460   -7841.3533  0.2909 
   00031    0.4320   -7891.3574  0.2871 
   00032    0.4240   -7882.7777  0.2901 
   00033    0.4448   -7888.4915  0.2928 
   00034    0.4268   -7892.4880  0.2893 
   00035    0.4368   -7908.1974  0.2853 
   00036    0.4244   -7937.0803  0.2824 
   00037    0.4284   -7947.9412  0.2850 
   00038    0.4292   -7957.0948  0.2913 
   00039    0.4324   -7968.7697  0.2888 
   00040    0.4284   -7993.1761  0.2841 
   00041    0.4456   -7920.9201  0.2885 
   00042    0.4472   -7922.9716  0.2867 
   00043    0.4308   -7949.1028  0.2866 
   00044    0.4232   -7933.2785  0.2929 
   00045    0.4360   -7944.5909  0.2997 
   00046    0.4416   -7942.7576  0.3012 
   00047    0.4396   -7968.2569  0.3035 
   00048    0.4344   -7965.9446  0.3064 
   00049    0.4276   -7992.1577  0.3103 
   00050    0.4492   -8029.8674  0.3080 
