#=====================================================
# File created:        Sat-09-Mar-2024-at-05-13-52PM
# Size of lattice:     75x75
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.802646
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -5624.0573  0.2575 
   00001    0.6848   -8459.4421  0.2552 
   00002    0.6226  -10264.5910  0.2561 
   00003    0.5847  -11520.1504  0.2648 
   00004    0.5632  -12541.4754  0.2657 
   00005    0.5397  -13271.2632  0.2651 
   00006    0.5244  -13723.3451  0.2662 
   00007    0.5058  -14233.6629  0.2662 
   00008    0.4985  -14592.4354  0.2680 
   00009    0.5044  -15011.8785  0.2673 
   00010    0.4793  -15325.2852  0.2681 
   00011    0.4773  -15596.2639  0.2722 
   00012    0.4704  -15850.7820  0.2749 
   00013    0.4743  -16044.6389  0.2759 
   00014    0.4633  -16275.3728  0.2773 
   00015    0.4615  -16498.0161  0.2808 
   00016    0.4524  -16663.6738  0.2810 
   00017    0.4450  -16813.5400  0.2804 
   00018    0.4507  -16860.3816  0.2821 
   00019    0.4507  -17006.7620  0.2853 
   00020    0.4485  -17110.5521  0.2802 
   00021    0.4487  -17237.4010  0.2803 
   00022    0.4510  -17340.3873  0.2792 
   00023    0.4404  -17428.1544  0.2819 
   00024    0.4404  -17535.8082  0.2833 
   00025    0.4436  -17629.5095  0.2805 
   00026    0.4274  -17700.4122  0.2783 
   00027    0.4375  -17735.0615  0.2827 
   00028    0.4389  -17776.8833  0.2861 
   00029    0.4315  -17769.8247  0.2821 
   00030    0.4370  -17790.8490  0.2832 
   00031    0.4320  -17794.7978  0.2791 
   00032    0.4297  -17770.4394  0.2776 
   00033    0.4396  -17807.9531  0.2814 
   00034    0.4357  -17834.6048  0.2813 
   00035    0.4318  -17900.0026  0.2811 
   00036    0.4315  -17964.3234  0.2800 
   00037    0.4309  -17946.8513  0.2797 
   00038    0.4382  -18034.9478  0.2805 
   00039    0.4311  -18045.9070  0.2836 
   00040    0.4288  -18058.6775  0.2868 
   00041    0.4228  -18077.0814  0.2856 
   00042    0.4231  -18093.4468  0.2881 
   00043    0.4308  -18077.0168  0.2845 
   00044    0.4236  -18027.8262  0.2917 
   00045    0.4437  -18068.7133  0.3019 
   00046    0.4155  -18135.1766  0.2982 
   00047    0.4327  -18133.8649  0.2988 
   00048    0.4267  -18057.5932  0.2996 
   00049    0.4126  -18172.6792  0.2999 
   00050    0.4236  -18152.3300  0.2990 
