#=====================================================
# File created:        Thu-07-Mar-2024-at-04-04-32PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.541430
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2538.8680  0.2635 
   00001    0.6748   -3757.9254  0.2784 
   00002    0.6208   -4531.7439  0.2759 
   00003    0.5908   -5081.9197  0.2811 
   00004    0.5688   -5562.5712  0.2802 
   00005    0.5312   -5883.0468  0.2883 
   00006    0.5264   -6157.6870  0.2853 
   00007    0.5116   -6329.0899  0.2886 
   00008    0.5100   -6520.7126  0.2882 
   00009    0.4900   -6745.6620  0.2887 
   00010    0.4884   -6790.9136  0.2857 
   00011    0.4876   -6911.1581  0.2813 
   00012    0.4772   -7039.3632  0.2822 
   00013    0.4692   -7229.0046  0.2747 
   00014    0.4620   -7295.8228  0.2735 
   00015    0.4652   -7361.8343  0.2692 
   00016    0.4632   -7445.6322  0.2691 
   00017    0.4480   -7535.2455  0.2552 
   00018    0.4584   -7514.5501  0.2561 
   00019    0.4484   -7547.9046  0.2611 
   00020    0.4652   -7618.6636  0.2577 
   00021    0.4400   -7720.7245  0.2635 
   00022    0.4536   -7752.7060  0.2698 
   00023    0.4276   -7812.6561  0.2725 
   00024    0.4164   -7836.7013  0.2719 
   00025    0.4440   -7857.8379  0.2725 
   00026    0.4328   -7852.6212  0.2717 
   00027    0.4180   -7919.7798  0.2738 
   00028    0.4368   -7944.3043  0.2682 
   00029    0.4472   -7994.2221  0.2647 
   00030    0.4256   -7994.4267  0.2712 
   00031    0.4360   -8003.1968  0.2735 
   00032    0.4296   -8024.1745  0.2730 
   00033    0.4212   -7981.9095  0.2723 
   00034    0.4320   -8055.5220  0.2735 
   00035    0.4384   -8044.7264  0.2702 
   00036    0.4228   -8078.0659  0.2713 
   00037    0.4268   -8092.0498  0.2709 
   00038    0.4344   -8077.0032  0.2740 
   00039    0.4424   -8028.8500  0.2718 
   00040    0.4212   -8043.1674  0.2753 
   00041    0.4448   -8054.3753  0.2816 
   00042    0.4176   -8051.5787  0.2788 
   00043    0.4252   -8075.4352  0.2825 
   00044    0.4272   -8045.6677  0.2898 
   00045    0.4408   -8095.7602  0.2966 
   00046    0.4236   -8108.0952  0.3006 
   00047    0.4288   -8089.6391  0.2997 
   00048    0.4248   -8075.7243  0.2953 
   00049    0.4320   -8146.5556  0.2941 
   00050    0.4196   -8142.6374  0.2933 
