#=====================================================
# File created:        Sun-03-Mar-2024-at-12-00-12AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.311242
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2376.4280  0.2613 
   00001    0.7048   -3703.1471  0.2655 
   00002    0.6180   -4573.2652  0.2727 
   00003    0.5820   -5086.2017  0.2736 
   00004    0.5644   -5601.6247  0.2672 
   00005    0.5156   -5925.9296  0.2674 
   00006    0.5096   -6187.6525  0.2634 
   00007    0.5024   -6445.7330  0.2684 
   00008    0.4872   -6746.8241  0.2769 
   00009    0.4884   -6882.6943  0.2640 
   00010    0.4652   -7040.5687  0.2704 
   00011    0.4648   -7197.1689  0.2613 
   00012    0.4612   -7259.8689  0.2676 
   00013    0.4400   -7348.3693  0.2748 
   00014    0.4544   -7479.2426  0.2805 
   00015    0.4508   -7550.3107  0.2818 
   00016    0.4604   -7613.1903  0.2731 
   00017    0.4468   -7629.1280  0.2762 
   00018    0.4420   -7682.4006  0.2713 
   00019    0.4528   -7747.5141  0.2727 
   00020    0.4352   -7816.7778  0.2726 
   00021    0.4396   -7844.1101  0.2783 
   00022    0.4220   -7887.8094  0.2824 
   00023    0.4420   -7863.6197  0.2830 
   00024    0.4352   -7870.9853  0.2902 
   00025    0.4468   -7937.6985  0.2860 
   00026    0.4168   -7988.4122  0.2865 
   00027    0.4296   -7954.4297  0.2906 
   00028    0.4480   -8007.8127  0.2879 
   00029    0.4424   -8043.0102  0.2905 
   00030    0.4356   -8007.7466  0.2923 
   00031    0.4572   -8019.7562  0.2937 
   00032    0.4300   -7982.6130  0.2915 
   00033    0.4328   -8035.5700  0.2883 
   00034    0.4220   -8036.0533  0.2851 
   00035    0.4244   -8048.7416  0.2905 
   00036    0.4332   -8020.9207  0.2910 
   00037    0.4236   -8002.3105  0.2882 
   00038    0.4076   -8016.4750  0.2857 
   00039    0.4320   -8019.2280  0.2888 
   00040    0.4292   -8031.8417  0.2905 
   00041    0.4224   -8064.2590  0.2909 
   00042    0.4320   -8092.5118  0.2909 
   00043    0.4244   -8142.9670  0.2822 
   00044    0.4312   -8138.6465  0.2861 
   00045    0.4224   -8151.7963  0.2805 
   00046    0.4280   -8166.0938  0.2828 
   00047    0.4084   -8153.8435  0.2826 
   00048    0.4300   -8148.5107  0.2795 
   00049    0.4148   -8182.6623  0.2720 
   00050    0.4160   -8171.3139  0.2643 
