#=====================================================
# File created:        Wed-06-Mar-2024-at-04-43-28PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.052019
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2529.8136  0.2508 
   00001    0.6660   -3694.2543  0.2719 
   00002    0.6224   -4515.6271  0.2825 
   00003    0.5692   -5051.9425  0.2870 
   00004    0.5572   -5396.9804  0.2926 
   00005    0.5316   -5796.3677  0.2931 
   00006    0.5192   -6138.6908  0.2836 
   00007    0.5016   -6403.7534  0.2886 
   00008    0.4932   -6627.1446  0.2832 
   00009    0.4820   -6787.9381  0.2769 
   00010    0.4556   -6910.7484  0.2779 
   00011    0.4832   -6974.7854  0.2709 
   00012    0.4572   -7156.2752  0.2722 
   00013    0.4608   -7198.1435  0.2769 
   00014    0.4468   -7288.7658  0.2751 
   00015    0.4552   -7410.0330  0.2777 
   00016    0.4424   -7457.1295  0.2747 
   00017    0.4380   -7486.1567  0.2856 
   00018    0.4756   -7630.2110  0.2840 
   00019    0.4528   -7648.7121  0.2871 
   00020    0.4504   -7666.3301  0.2860 
   00021    0.4488   -7724.0399  0.2827 
   00022    0.4460   -7755.4403  0.2826 
   00023    0.4392   -7760.4972  0.2867 
   00024    0.4288   -7755.1866  0.2920 
   00025    0.4444   -7771.6979  0.2867 
   00026    0.4176   -7784.4801  0.2817 
   00027    0.4284   -7730.8058  0.2788 
   00028    0.4468   -7770.7288  0.2833 
   00029    0.4376   -7816.3686  0.2902 
   00030    0.4492   -7777.9334  0.2857 
   00031    0.4316   -7851.7762  0.2907 
   00032    0.4304   -7911.3461  0.2895 
   00033    0.4488   -7909.3525  0.2917 
   00034    0.4388   -7939.7918  0.2983 
   00035    0.4356   -7946.9112  0.2962 
   00036    0.4524   -7992.1033  0.2969 
   00037    0.4308   -8003.2465  0.2977 
   00038    0.4148   -8013.1988  0.2933 
   00039    0.4392   -7996.7541  0.2972 
   00040    0.4324   -7984.4341  0.2964 
   00041    0.4304   -8011.5476  0.3017 
   00042    0.4348   -8050.5401  0.3089 
   00043    0.4248   -7984.1853  0.3172 
   00044    0.4304   -8049.6318  0.3163 
   00045    0.4284   -8098.6722  0.3216 
   00046    0.4336   -8123.1121  0.3247 
   00047    0.4064   -8108.1828  0.3274 
   00048    0.4224   -8106.6465  0.3261 
   00049    0.4396   -8092.3747  0.3264 
   00050    0.4304   -8122.1318  0.3243 
