#=====================================================
# File created:        Sat-09-Mar-2024-at-05-13-00PM
# Size of lattice:     10x10
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.073802
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -113.8699  0.3584 
   00001    0.6600    -181.8156  0.4137 
   00002    0.5900    -203.2323  0.4200 
   00003    0.5600    -233.4858  0.4435 
   00004    0.5000    -236.9176  0.4610 
   00005    0.5200    -240.8930  0.4777 
   00006    0.5500    -250.8272  0.5410 
   00007    0.4200    -267.0280  0.5872 
   00008    0.4400    -275.4600  0.5843 
   00009    0.5000    -287.6274  0.6194 
   00010    0.4600    -291.7802  0.6744 
   00011    0.4400    -295.5556  0.6986 
   00012    0.3600    -308.1881  0.7412 
   00013    0.4800    -311.4947  0.7397 
   00014    0.4700    -306.4738  0.7403 
   00015    0.4700    -305.3122  0.7612 
   00016    0.4300    -310.3816  0.7694 
   00017    0.4000    -317.9604  0.7895 
   00018    0.4400    -318.9520  0.7968 
   00019    0.4700    -320.9632  0.7854 
   00020    0.4200    -318.5615  0.7806 
   00021    0.4800    -319.3316  0.8112 
   00022    0.3500    -318.2836  0.8076 
   00023    0.4400    -327.1126  0.8324 
   00024    0.5100    -332.7862  0.8567 
   00025    0.4400    -340.7931  0.8644 
   00026    0.4300    -329.6338  0.8684 
   00027    0.4500    -331.1703  0.8715 
   00028    0.4700    -336.7502  0.8816 
   00029    0.3800    -333.6074  0.8811 
   00030    0.4100    -340.3968  0.8974 
   00031    0.4300    -358.1556  0.9249 
   00032    0.3600    -359.6552  0.9244 
   00033    0.4500    -359.7647  0.9252 
   00034    0.3900    -354.6037  0.9150 
   00035    0.3300    -352.3349  0.9111 
   00036    0.4200    -354.3437  0.9096 
   00037    0.4500    -349.2185  0.8975 
   00038    0.4300    -350.5432  0.8971 
   00039    0.3800    -356.0776  0.9075 
   00040    0.4600    -349.3936  0.9043 
   00041    0.3600    -352.7932  0.9118 
   00042    0.4200    -354.4792  0.9184 
   00043    0.4100    -355.1099  0.9239 
   00044    0.3700    -352.9844  0.9259 
   00045    0.4600    -340.1410  0.8999 
   00046    0.3600    -341.7972  0.8980 
   00047    0.4200    -343.9439  0.9045 
   00048    0.4200    -337.5054  0.9073 
   00049    0.4400    -339.8277  0.9061 
   00050    0.4200    -342.0487  0.9066 
