#=====================================================
# File created:        Sat-09-Mar-2024-at-03-42-42PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.709689
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2388.3966  0.2673 
   00001    0.6796   -3703.1523  0.2690 
   00002    0.6268   -4500.9904  0.2699 
   00003    0.5736   -5142.3693  0.2687 
   00004    0.5604   -5561.9478  0.2568 
   00005    0.5152   -5910.6729  0.2599 
   00006    0.5060   -6193.2618  0.2621 
   00007    0.5028   -6455.0764  0.2626 
   00008    0.4928   -6703.9444  0.2731 
   00009    0.4820   -6803.5337  0.2800 
   00010    0.4684   -6971.7253  0.2776 
   00011    0.4772   -7068.9010  0.2742 
   00012    0.4812   -7156.4889  0.2749 
   00013    0.4740   -7288.5900  0.2845 
   00014    0.4500   -7396.6622  0.2849 
   00015    0.4508   -7410.4745  0.2875 
   00016    0.4516   -7454.4470  0.2880 
   00017    0.4612   -7531.9787  0.2990 
   00018    0.4592   -7535.3365  0.3023 
   00019    0.4616   -7601.1385  0.3070 
   00020    0.4376   -7637.4895  0.3118 
   00021    0.4324   -7672.1359  0.3152 
   00022    0.4280   -7763.0073  0.3213 
   00023    0.4368   -7761.1330  0.3238 
   00024    0.4472   -7769.9758  0.3251 
   00025    0.4372   -7776.6194  0.3276 
   00026    0.4456   -7831.6797  0.3366 
   00027    0.4392   -7874.8567  0.3428 
   00028    0.4352   -7887.3453  0.3382 
   00029    0.4500   -7917.2603  0.3326 
   00030    0.4024   -7939.2098  0.3329 
   00031    0.4312   -7923.2799  0.3354 
   00032    0.4272   -7935.3646  0.3408 
   00033    0.4404   -7944.8342  0.3349 
   00034    0.4352   -7988.0116  0.3315 
   00035    0.4388   -7989.4301  0.3311 
   00036    0.4332   -7966.5909  0.3426 
   00037    0.4436   -7991.7761  0.3464 
   00038    0.4228   -7990.5851  0.3471 
   00039    0.4460   -8012.7035  0.3493 
   00040    0.4164   -7971.3275  0.3423 
   00041    0.4464   -7996.3052  0.3352 
   00042    0.4328   -8009.6676  0.3399 
   00043    0.4356   -8028.3963  0.3362 
   00044    0.4304   -8062.2458  0.3340 
   00045    0.4292   -8049.9814  0.3354 
   00046    0.4392   -8065.5338  0.3347 
   00047    0.4236   -8110.6333  0.3319 
   00048    0.4288   -8118.3693  0.3395 
   00049    0.3984   -8102.1995  0.3446 
   00050    0.4184   -8137.1611  0.3437 
