#=====================================================
# File created:        Sat-09-Mar-2024-at-07-15-06PM
# Size of lattice:     150x150
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        14.114048
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -22520.6252  0.2537 
   00001    0.6825  -33289.4005  0.2559 
   00002    0.6233  -40529.9085  0.2621 
   00003    0.5861  -45479.3110  0.2657 
   00004    0.5645  -49572.7614  0.2681 
   00005    0.5372  -52604.9028  0.2702 
   00006    0.5174  -55195.7347  0.2694 
   00007    0.5079  -57277.4283  0.2709 
   00008    0.4976  -59057.1823  0.2739 
   00009    0.4930  -60640.2711  0.2756 
   00010    0.4835  -61851.5679  0.2770 
   00011    0.4773  -62890.9730  0.2810 
   00012    0.4688  -63830.7941  0.2816 
   00013    0.4644  -64735.0931  0.2818 
   00014    0.4599  -65477.7667  0.2818 
   00015    0.4630  -66140.2151  0.2828 
   00016    0.4520  -66812.6178  0.2818 
   00017    0.4522  -67419.0266  0.2841 
   00018    0.4539  -67771.0584  0.2836 
   00019    0.4508  -68236.4082  0.2845 
   00020    0.4476  -68755.4923  0.2862 
   00021    0.4423  -69086.2835  0.2874 
   00022    0.4416  -69514.8858  0.2885 
   00023    0.4404  -69975.9096  0.2885 
   00024    0.4386  -70202.5674  0.2916 
   00025    0.4404  -70402.7668  0.2925 
   00026    0.4389  -70605.1094  0.2921 
   00027    0.4344  -70943.3694  0.2952 
   00028    0.4400  -71188.9072  0.2973 
   00029    0.4324  -71307.4542  0.2990 
   00030    0.4331  -71515.3943  0.3002 
   00031    0.4326  -71605.3199  0.3013 
   00032    0.4345  -71735.3389  0.3008 
   00033    0.4270  -71998.9953  0.3013 
   00034    0.4307  -72166.3659  0.3037 
   00035    0.4276  -72470.6448  0.3023 
   00036    0.4327  -72576.7037  0.3004 
   00037    0.4259  -72496.0695  0.3006 
   00038    0.4281  -72679.9202  0.3016 
   00039    0.4280  -72847.6947  0.3017 
   00040    0.4229  -73001.0852  0.3004 
   00041    0.4277  -73081.7552  0.2997 
   00042    0.4230  -73146.8815  0.2989 
   00043    0.4258  -73196.3121  0.2985 
   00044    0.4255  -73198.9932  0.2983 
   00045    0.4234  -73279.7339  0.2991 
   00046    0.4170  -73371.9036  0.3001 
   00047    0.4176  -73473.4354  0.3009 
   00048    0.4201  -73446.4663  0.3024 
   00049    0.4241  -73516.8988  0.3023 
   00050    0.4203  -73507.2132  0.3022 
