#=====================================================
# File created:        Tue-12-Mar-2024-at-06-26-05PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.214039
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2528.4102  0.2615 
   00001    0.6808   -3727.7134  0.2701 
   00002    0.6336   -4524.2782  0.2626 
   00003    0.6024   -5131.7171  0.2602 
   00004    0.5500   -5498.9047  0.2618 
   00005    0.5352   -5818.8240  0.2735 
   00006    0.5248   -6084.0015  0.2746 
   00007    0.5132   -6331.0276  0.2836 
   00008    0.5160   -6503.0562  0.2850 
   00009    0.4748   -6691.1025  0.2918 
   00010    0.4792   -6837.1136  0.2923 
   00011    0.4712   -6929.9094  0.2926 
   00012    0.4808   -7032.5529  0.2961 
   00013    0.4476   -7145.8967  0.2908 
   00014    0.4624   -7232.4098  0.2923 
   00015    0.4572   -7283.6638  0.2967 
   00016    0.4660   -7360.7887  0.3047 
   00017    0.4504   -7407.2275  0.3082 
   00018    0.4392   -7498.6958  0.3164 
   00019    0.4616   -7545.1946  0.3105 
   00020    0.4504   -7586.3481  0.3123 
   00021    0.4328   -7628.9619  0.3155 
   00022    0.4600   -7685.9545  0.3133 
   00023    0.4392   -7700.0593  0.3196 
   00024    0.4524   -7675.0569  0.3164 
   00025    0.4544   -7695.6209  0.3185 
   00026    0.4436   -7682.4895  0.3181 
   00027    0.4520   -7741.9379  0.3198 
   00028    0.4428   -7778.3360  0.3226 
   00029    0.4492   -7788.8168  0.3294 
   00030    0.4468   -7785.7025  0.3322 
   00031    0.4412   -7795.5125  0.3394 
   00032    0.4368   -7816.9046  0.3383 
   00033    0.4464   -7830.2304  0.3438 
   00034    0.4308   -7822.4887  0.3406 
   00035    0.4320   -7876.3556  0.3412 
   00036    0.4400   -7874.0604  0.3345 
   00037    0.4384   -7885.5190  0.3369 
   00038    0.4360   -7920.0601  0.3413 
   00039    0.4296   -7920.5299  0.3432 
   00040    0.4224   -7915.6649  0.3383 
   00041    0.4312   -7877.3791  0.3324 
   00042    0.4436   -7858.7263  0.3247 
   00043    0.4416   -7879.7867  0.3267 
   00044    0.4444   -7881.4390  0.3162 
   00045    0.4364   -7899.1047  0.3117 
   00046    0.4428   -7888.2235  0.3129 
   00047    0.4344   -7923.4060  0.3163 
   00048    0.4276   -7929.5792  0.3161 
   00049    0.4260   -7986.8007  0.3198 
   00050    0.4372   -8005.2685  0.3220 
